gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
FUN_023243,5.474155639,-0.388156141,0.559435066,-0.693835915,0.487785116,0.646529157
FUN_005377,45.12337348,0.194076225,0.279751831,0.693744252,0.487842609,0.646529157
FUN_001470,57.21458228,-0.187139612,0.269775605,-0.693686191,0.487879028,0.646531222
FUN_009312,179.4822748,0.09246523,0.1333356,0.693477436,0.488009981,0.646658553
FUN_026145,448.4408049,-0.056034823,0.08082242,-0.693307911,0.488116339,0.646753278
FUN_025200,5.029539488,-0.880297978,1.269832492,-0.69323945,0.488159295,0.646763986
FUN_002608,78.66131182,-0.108669516,0.156793816,-0.693072717,0.488263918,0.646856392
FUN_013949,88.57261297,0.176493491,0.254736676,0.6928468,0.488405699,0.646951795
FUN_030087,355.8600149,-0.12618067,0.182109954,-0.692881788,0.48838374,0.646951795
FUN_004990,1664.14648,0.096850036,0.139972877,0.691920019,0.488987558,0.647645066
FUN_023184,5.737044768,0.592448517,0.856260816,0.691901937,0.488998914,0.647645066
FUN_000682,5.585148472,0.442623206,0.640015988,0.691581483,0.489200193,0.647775887
FUN_015439,14.34248558,-0.375590533,0.543090624,-0.691579852,0.489201218,0.647775887
FUN_028248,48.1389692,0.155527464,0.224887861,0.691577853,0.489202474,0.647775887
FUN_018919,182.6454905,-0.304402496,0.440244828,-0.691439119,0.489289628,0.647845037
FUN_003963,39.01002534,0.250301285,0.362413626,0.690650867,0.489784973,0.648416456
FUN_022772,97.47120271,0.119147416,0.172522232,0.690620652,0.489803966,0.648416456
FUN_023375,48.67578841,0.178259631,0.25814906,0.690529848,0.489861046,0.648416456
FUN_020501,1355.229132,-0.043906199,0.063580339,-0.690562516,0.48984051,0.648416456
FUN_003434,133.2762352,-0.146195777,0.211749671,-0.690417968,0.489931381,0.648463273
FUN_004495,5.007660885,0.447944052,0.648922204,0.690289296,0.490012278,0.648477787
FUN_019697,20.33305908,0.224348588,0.324998516,0.690306499,0.490001462,0.648477787
FUN_029662,24.24740852,-0.246406752,0.357010963,-0.690193798,0.490072323,0.648510974
FUN_023833,136.3806204,-0.11034101,0.159995991,-0.689648595,0.4904152,0.648834148
FUN_006811,143.6812124,0.20062544,0.290871251,0.689739668,0.490357915,0.648834148
FUN_009647,760.4694172,0.066198864,0.095990661,0.689638584,0.490421497,0.648834148
FUN_029523,1367.961202,0.060130288,0.087224631,0.6893728,0.490588696,0.649009056
FUN_030732,104.4779011,-0.161160196,0.233850823,-0.689158132,0.490723761,0.649141432
FUN_002436,91.89197251,-0.101659426,0.147571938,-0.688880468,0.490898492,0.649326255
FUN_011201,24.05910143,0.43619802,0.633719414,0.688314119,0.491254992,0.649651969
FUN_010864,12.49488297,-0.366662826,0.532705964,-0.68830246,0.491262333,0.649651969
FUN_029553,7.22268361,0.436888429,0.634766194,0.688266693,0.491284852,0.649651969
FUN_030148,616.5190129,0.059916932,0.08705129,0.688294589,0.491267288,0.649651969
FUN_010263,1020.04137,-0.071939462,0.1045576,-0.688036662,0.491429695,0.649760422
FUN_005975,130.4512239,-0.659282067,0.958223775,-0.688025161,0.491436937,0.649760422
FUN_004597,594.7421081,-0.085700073,0.124578415,-0.687920722,0.491502706,0.649801055
FUN_023053,286.3933889,-0.115514428,0.167970357,-0.687707224,0.49163717,0.649839852
FUN_003539,24.09816565,0.372810677,0.542075296,0.687747034,0.491612096,0.649839852
FUN_027036,195.1196755,0.102514955,0.149065475,0.687717631,0.491630615,0.649839852
FUN_000876,5.786394526,0.736086478,1.07059229,0.6875507,0.491735763,0.64992385
FUN_008310,632.5133747,-0.191932724,0.279287248,-0.687223372,0.491941978,0.65015007
FUN_006670,1726.465872,0.105609753,0.153836438,0.686506749,0.49239361,0.650700577
FUN_009523,35.78227694,-0.226157952,0.329487015,-0.686394127,0.492464607,0.650717195
FUN_019793,135.2696445,-0.513551548,0.748207882,-0.686375486,0.492476359,0.650717195
FUN_012392,853.2709316,-0.07357471,0.107213548,-0.686244519,0.492558929,0.650779931
FUN_002900,748.3925285,-0.075526414,0.110079696,-0.686106669,0.492645846,0.650848401
FUN_016321,722.0088286,-0.086286048,0.125825457,-0.685759863,0.49286455,0.651090957
FUN_018052,425.7129333,-0.123142191,0.179643642,-0.685480373,0.493040842,0.651277454
FUN_024718,5.269517479,-1.072689661,1.565014585,-0.685418316,0.49307999,0.651282778
FUN_024176,420.5052276,0.101683107,0.148368087,0.685343518,0.493127177,0.65129872
FUN_030730,42.70483175,-0.157684779,0.230184865,-0.685035391,0.493321589,0.651509092
FUN_012943,359.6005226,-0.299067956,0.436714643,-0.684813208,0.4934618,0.651616341
FUN_014845,157.2452894,-0.153862834,0.224684401,-0.684795355,0.493473067,0.651616341
FUN_025466,5.144633148,0.54468498,0.795760874,0.684483238,0.49367007,0.651830067
FUN_002543,82.70250357,0.105577322,0.154341857,0.68404854,0.493944515,0.652146009
FUN_007227,83.18109575,-0.171140542,0.250263084,-0.683842537,0.494074603,0.652271326
FUN_022176,15.19314919,0.291425145,0.426230085,0.6837273,0.494147381,0.652320972
FUN_012837,542.8414818,-0.092053762,0.134779163,-0.682996984,0.494608748,0.652883548
FUN_014952,16.894868,0.236105643,0.34575211,0.682875494,0.494685521,0.652938415
FUN_005299,871.6944983,0.079678631,0.116693625,0.682801913,0.494732021,0.65295332
FUN_006448,393.5970064,-0.159459007,0.233588115,-0.682650345,0.494827813,0.652986461
FUN_024221,504.7568914,0.572636215,0.83891058,0.682595057,0.494862758,0.652986461
FUN_003287,21.68555957,-0.223502006,0.327412706,-0.682630827,0.49484015,0.652986461
FUN_012034,19.65796719,-0.233061802,0.341471612,-0.682521748,0.494909096,0.653001145
FUN_013212,38.59385548,-0.225946438,0.331203915,-0.682197364,0.495114162,0.653225243
FUN_001551,180.754343,0.13206358,0.193677638,0.681873145,0.495319168,0.653449231
FUN_008570,654.6375966,0.068517655,0.100494035,0.681808181,0.495360251,0.653456947
FUN_012991,779.0924812,-0.060176402,0.088281323,-0.681643639,0.495464314,0.653501256
FUN_017013,33.41200262,0.23198212,0.340322749,0.681653286,0.495458212,0.653501256
FUN_003157,58.51447702,0.126983946,0.186337784,0.681471805,0.495573001,0.653551652
FUN_013864,786.3026368,0.105915595,0.155417535,0.681490636,0.49556109,0.653551652
FUN_018339,38.63773201,0.254797423,0.373971081,0.681329216,0.495663201,0.653624127
FUN_004952,1495.140295,-0.080453726,0.118118487,-0.681127298,0.495790946,0.653746099
FUN_008143,121.1259799,0.107344422,0.157659654,0.680861716,0.495958995,0.653874708
FUN_017799,2023.433951,0.085790069,0.125994537,0.680903084,0.495932817,0.653874708
FUN_027642,399.0505558,-0.483558675,0.710664071,-0.68043214,0.496230876,0.654186653
FUN_030722,24.49963328,-0.280870413,0.413162437,-0.679806265,0.496627139,0.654615605
FUN_024113,101.8293236,0.167461122,0.246392368,0.679652228,0.496724691,0.654615605
FUN_022820,27.83626405,-0.182663026,0.268764575,-0.679639518,0.496732741,0.654615605
FUN_016141,16.08625536,1.969601983,2.897600694,0.679735475,0.49667197,0.654615605
FUN_014991,233.2505128,-0.105310682,0.154908349,-0.679825733,0.496614811,0.654615605
FUN_021799,234.8254275,-0.109575865,0.161287182,-0.679383589,0.496894845,0.654782706
FUN_025500,5.5736734,-0.378228136,0.556921548,-0.679140782,0.497048664,0.654938865
FUN_000507,55.24349633,-0.211961483,0.312133937,-0.679072211,0.497092109,0.654949577
FUN_028220,958.2244543,-0.054255826,0.07994086,-0.678699547,0.497328253,0.655214164
FUN_021450,1043.544183,0.050940974,0.075088613,0.678411436,0.49751086,0.655408184
FUN_029669,81.47104273,0.121125828,0.178561181,0.678343565,0.497553882,0.655418304
FUN_000821,10.70440591,1.24565392,1.836863337,0.67814186,0.497681752,0.655493627
FUN_029130,288.4339787,-0.210971773,0.311086512,-0.678177177,0.497659362,0.655493627
FUN_026222,6.984118027,0.596209509,0.879533085,0.677870473,0.497853823,0.655628036
FUN_023092,797.5439277,-0.097392746,0.14369843,-0.677757902,0.497925207,0.655628036
FUN_025484,796.1921554,0.077054975,0.113674244,0.677857813,0.497861851,0.655628036
FUN_013381,33.93717743,-0.238455135,0.351805705,-0.677803492,0.497896297,0.655628036
FUN_010726,31.34581792,-0.217586438,0.321447168,-0.676896424,0.498471673,0.655898841
FUN_001835,279.330731,-0.079817742,0.117852838,-0.677266182,0.498237083,0.655898841
FUN_002638,14.46790883,-0.232156514,0.342850079,-0.677137118,0.49831896,0.655898841
FUN_019019,142.4461657,-0.119220863,0.176136871,-0.676864885,0.498491686,0.655898841
FUN_029079,455.9062685,-0.072586832,0.107166917,-0.677324994,0.498199776,0.655898841
FUN_014620,200.8313096,-0.109535834,0.161778854,-0.677071394,0.498360658,0.655898841
FUN_030001,185.8147003,-0.217911467,0.321808462,-0.677146477,0.498313023,0.655898841
FUN_001956,22.99467154,0.20040436,0.296055547,0.676914726,0.49846006,0.655898841
FUN_001022,159.4509543,-0.343501957,0.507523039,-0.676820421,0.4985199,0.655898841
FUN_004641,107.77794,0.123833768,0.182931995,0.676938814,0.498444776,0.655898841
FUN_026412,10.83076722,0.748202125,1.105442184,0.676835148,0.498510555,0.655898841
FUN_009947,392.8920982,0.078637029,0.116221278,0.676614733,0.498650429,0.656024037
FUN_013825,21.8760234,0.265188717,0.392142142,0.676256613,0.498877734,0.656276526
FUN_023068,60.39404869,-0.14274664,0.211101006,-0.676200662,0.498913253,0.656276699
FUN_014881,20.47321603,0.267686145,0.396034892,0.675915557,0.49909426,0.656396176
FUN_008855,89.53316965,-1.478456276,2.187420279,-0.675890359,0.49911026,0.656396176
FUN_028518,1564.732135,-0.060398915,0.08935548,-0.675939681,0.499078943,0.656396176
FUN_009738,15.82652107,0.286354964,0.423937882,0.67546444,0.499380737,0.656519114
FUN_015401,58.35619883,-0.154692215,0.229007305,-0.675490308,0.499364307,0.656519114
FUN_026563,19.36310003,0.288536923,0.42714595,0.675499609,0.499358399,0.656519114
FUN_010414,1461.292285,0.061926193,0.09166849,0.675545031,0.499329552,0.656519114
FUN_009265,147.1435072,0.712583105,1.054780977,0.675574475,0.499310852,0.656519114
FUN_029574,101.3194841,-0.236657427,0.35041527,-0.67536277,0.499445313,0.656557469
FUN_015213,19.60408192,0.269587359,0.399340139,0.675082048,0.499623639,0.656714678
FUN_026906,526.7553063,0.085286733,0.126338919,0.675063027,0.499635723,0.656714678
FUN_011663,20.25047624,0.48837432,0.723524319,0.674993648,0.4996798,0.65672607
FUN_018003,92.39848862,-0.102373309,0.151699578,-0.674842408,0.499775894,0.656805819
FUN_013816,493.2408037,0.102861168,0.152478717,0.674593608,0.499933995,0.656967043
FUN_003160,6.652233178,-0.548815018,0.813806773,-0.674380008,0.50006975,0.657098879
FUN_012642,327.7655686,0.219809897,0.326076109,0.674106109,0.500243856,0.657281088
FUN_012385,200.1182057,-0.083301963,0.123611785,-0.673899849,0.500374988,0.657360241
FUN_015750,35.1443333,-0.260704763,0.386843887,-0.673927576,0.500357359,0.657360241
FUN_026527,52.08096528,0.146077299,0.216826698,0.673705317,0.500498681,0.657476168
FUN_008146,5.99413581,-0.341282253,0.506702971,-0.673535133,0.500606905,0.657571759
FUN_012369,110.0022848,-0.110482437,0.164109007,-0.673225919,0.500803574,0.657736922
FUN_028840,5.541364986,0.583252825,0.866328693,0.673246574,0.500790436,0.657736922
FUN_022825,10.99517393,0.403884024,0.600054582,0.673078809,0.500897155,0.657813244
FUN_022843,250.321428,0.081785664,0.121522803,0.673006728,0.50094301,0.657826883
FUN_018824,5.411220716,-0.539449672,0.801663344,-0.672912983,0.501002652,0.657858623
FUN_008686,71.01010212,0.153273903,0.227807601,0.672821724,0.501060715,0.657873869
FUN_018738,407.548999,0.090219201,0.134098468,0.67278323,0.501085208,0.657873869
FUN_015876,1255.806772,0.092412179,0.137426557,0.672447753,0.501298691,0.658014404
FUN_000084,41.79107353,-0.189489671,0.281783537,-0.672465371,0.501287478,0.658014404
FUN_002530,3061.724765,0.104080241,0.154762448,0.672516119,0.501255182,0.658014404
FUN_014560,1049.453914,0.064912288,0.096599249,0.671975077,0.501599563,0.658316148
FUN_030090,2915.515939,0.043308423,0.064449198,0.671977679,0.501597906,0.658316148
FUN_014253,117.2815951,-0.199458196,0.297026843,-0.671515725,0.501892045,0.6585602
FUN_001062,7.14520853,0.333458438,0.49657567,0.671515861,0.501891959,0.6585602
FUN_022541,12.36941617,0.264627133,0.394063505,0.671534231,0.50188026,0.6585602
FUN_025464,38.01369343,-0.150143087,0.223645945,-0.671342764,0.502002198,0.658658137
FUN_002941,770.756976,0.096332414,0.143591755,0.670877056,0.502298854,0.659000746
FUN_028002,68.22871233,-0.13944329,0.207947021,-0.670571231,0.502493715,0.659209764
FUN_020968,8.47110658,-0.681275106,1.016768952,-0.67003925,0.502832769,0.659467969
FUN_027774,25.26868213,0.19888609,0.296815372,0.670066677,0.502815286,0.659467969
FUN_005295,17.25854275,0.232525688,0.346959975,0.67018015,0.502742956,0.659467969
FUN_028895,114.1784456,-0.128202284,0.191319186,-0.670096329,0.502796385,0.659467969
FUN_027796,3186.6478,0.087064666,0.129983879,0.669811259,0.502978115,0.659510824
FUN_003599,24.96497373,0.256964601,0.383662282,0.669767693,0.503005892,0.659510824
FUN_009764,13.58164113,-0.725747645,1.083585709,-0.669764873,0.503007689,0.659510824
FUN_009082,144.4005224,-0.195434553,0.291751579,-0.669866308,0.502943019,0.659510824
FUN_029015,7.846183832,-0.352064772,0.525746696,-0.66964714,0.503082756,0.659562617
FUN_014081,22.13606416,-0.274712419,0.41028527,-0.669564419,0.503135502,0.659585144
FUN_014571,11.3239971,-0.246090941,0.367583145,-0.669483747,0.503186945,0.659605957
FUN_025094,15.33751465,-0.277316838,0.414780835,-0.668586429,0.503759332,0.660309603
FUN_016834,664.695454,-0.046020061,0.068846025,-0.668449062,0.503846986,0.660377824
FUN_007568,599.1696067,0.165522932,0.247695977,0.668250387,0.503973777,0.660497327
FUN_002528,29.21461597,-0.294111631,0.440171623,-0.668174903,0.504021954,0.66051379
FUN_020568,741.3174744,-0.062591863,0.093687685,-0.668090608,0.504075756,0.660537623
FUN_009134,755.8021644,-0.780209828,1.167985929,-0.667995914,0.504136201,0.660570155
FUN_003285,50.22093133,-0.196527019,0.294358284,-0.667645619,0.50435983,0.66081649
FUN_001307,15.91817692,0.236878445,0.354834445,0.667574549,0.504405208,0.660829259
FUN_016154,191.0696986,-0.207677093,0.311178904,-0.667388086,0.504524274,0.660851154
FUN_002423,56.81642125,0.174973462,0.262163987,0.667419898,0.504503959,0.660851154
FUN_017149,2499.062198,-0.262606448,0.393488068,-0.667380968,0.50452882,0.660851154
FUN_022476,388.0075964,-0.120564878,0.180698044,-0.667217393,0.504633283,0.660903454
FUN_016996,583.5577481,-0.051559058,0.077275973,-0.667206844,0.50464002,0.660903454
FUN_020125,107.3403838,0.10789933,0.161800705,0.666865637,0.504857962,0.661142195
FUN_028481,673.3677806,0.065825279,0.098731062,0.666712972,0.504955492,0.661176542
FUN_027078,208.5488535,0.080760927,0.121127767,0.666741646,0.504937172,0.661176542
FUN_014710,5.071262179,-0.41905351,0.628827616,-0.666404431,0.505152631,0.661387977
FUN_012025,50.26798334,0.322895491,0.484600599,0.666312611,0.505211307,0.661418106
FUN_011534,158.2864695,-0.105012023,0.157794231,-0.665499762,0.505730896,0.662051612
FUN_005960,1526.395024,-0.086841093,0.130513846,-0.665378391,0.505808503,0.662063757
FUN_014447,70.00111238,-0.143851778,0.216197004,-0.665373594,0.50581157,0.662063757
FUN_026186,28.91811483,0.199851093,0.300385016,0.665316451,0.505848111,0.662064859
FUN_003637,8138.820275,0.045184005,0.067923703,0.665217044,0.505911681,0.662101336
FUN_007294,58.1352287,0.141907085,0.21341999,0.664919369,0.506102067,0.662303763
FUN_014760,22.04168368,-0.253889189,0.381970438,-0.664682822,0.506253383,0.662361569
FUN_013320,11.26514315,-0.404237343,0.608094725,-0.664760483,0.506203702,0.662361569
FUN_003032,783.7556081,-0.072658517,0.109309305,-0.664705694,0.506238751,0.662361569
FUN_013501,39.85748047,0.192804187,0.290191016,0.664404395,0.50643152,0.662501162
FUN_014659,13.4897196,0.252533321,0.380072291,0.664434969,0.506411958,0.662501162
FUN_024000,6.928511037,0.739513191,1.11333729,0.664231044,0.506542447,0.662599536
FUN_014343,169.3634177,-0.196278545,0.295597083,-0.664007044,0.506685802,0.662740313
FUN_017928,110.1734958,-0.124242561,0.187145208,-0.663883207,0.506765065,0.662797242
FUN_024332,82.36543731,0.112437875,0.16939868,0.663747056,0.506852217,0.662864481
FUN_000271,7.854430528,-0.371220779,0.559350194,-0.663664343,0.506905166,0.662886984
FUN_006736,1649.183159,0.053075127,0.079986206,0.663553505,0.506976124,0.662933032
FUN_005468,58.16640482,-0.227508834,0.342994854,-0.663301012,0.507137788,0.663097675
FUN_019651,48.19901592,0.809135274,1.220342004,0.663039764,0.507305088,0.663269662
FUN_020418,702.7835062,-0.064693333,0.097588748,-0.662917955,0.507383102,0.663286304
FUN_001288,138.0678204,0.142820939,0.215446026,0.662908207,0.507389345,0.663286304
FUN_026538,107.1722549,0.106815063,0.161176124,0.662722619,0.507508221,0.663394944
FUN_004098,13.95081303,-0.300968995,0.454396437,-0.662348933,0.507747624,0.663661106
FUN_021205,160.6272852,-0.083637645,0.126374351,-0.661824524,0.508083687,0.664053563
FUN_024471,65.43169288,-0.3846872,0.581301872,-0.661768384,0.508119671,0.664053796
FUN_004516,218.0402194,0.075475269,0.114065934,0.661681066,0.508175642,0.664080147
FUN_004467,92.18785066,0.169354286,0.255989582,0.661567101,0.508248698,0.66412882
FUN_001610,46.04765904,-0.151052769,0.228391324,-0.661377,0.508370572,0.664241273
FUN_011790,979.4466236,0.079825507,0.120726066,0.661211864,0.508476454,0.664307165
FUN_008569,345.0157992,0.137280912,0.207628086,0.66118662,0.508492641,0.664307165
FUN_029183,1711.486442,-0.163916418,0.247948896,-0.661089524,0.508554903,0.664341709
FUN_026961,33.76850266,0.250531647,0.379012038,0.661012375,0.508604377,0.664350624
FUN_026861,354.1971895,-0.088810512,0.134364484,-0.660967164,0.508633372,0.664350624
FUN_013164,209.7727707,-0.081327466,0.123099873,-0.660662469,0.508828798,0.664559077
FUN_010002,126.6735404,-0.147127122,0.222717138,-0.660600811,0.508868349,0.664563932
FUN_008085,2043.850127,0.088938999,0.13473176,0.660119034,0.509177445,0.664873963
FUN_009228,803.8024286,0.075527203,0.114407746,0.660158126,0.509152361,0.664873963
FUN_002579,580.8854567,0.054886283,0.083189541,0.65977384,0.509398973,0.665116401
FUN_009309,696.3915993,0.043042815,0.065302832,0.659126321,0.509814655,0.665587778
FUN_022267,24.1379368,-0.290766191,0.441156633,-0.659099669,0.509831768,0.665587778
FUN_029687,46.38831586,0.142789963,0.216662873,0.659042139,0.509868709,0.665589152
FUN_005954,26.58721178,0.199252209,0.302506434,0.658670979,0.510107073,0.665853446
FUN_029653,1250.976305,0.083700934,0.127112994,0.658476613,0.51023192,0.665922673
FUN_009423,7.236200773,0.278229482,0.422532966,0.658479939,0.510229783,0.665922673
FUN_018977,61.29446353,-0.16046342,0.243713398,-0.658410334,0.510274497,0.665931378
FUN_023694,228.6035281,-0.060307161,0.091658815,-0.657952651,0.510568557,0.666228237
FUN_014282,254.6449071,-0.202811963,0.308277074,-0.65788857,0.510609736,0.666228237
FUN_006559,12083.29825,0.081347421,0.123639534,0.657940213,0.510576549,0.666228237
FUN_007147,169.6690893,-0.083005737,0.126238828,-0.657529367,0.510840595,0.666482566
FUN_028500,132.5043029,0.117457886,0.178668523,0.65740671,0.510919438,0.666538541
FUN_017965,54.66391129,-0.125703731,0.191230455,-0.657341589,0.510961301,0.666546267
FUN_002504,19.87211926,0.233252241,0.355007843,0.65703405,0.511159023,0.666757296
FUN_016534,361.9045116,0.091934189,0.140116792,0.656125417,0.511743432,0.667472655
FUN_010785,81.06900001,-0.192137094,0.292938046,-0.655896689,0.511890599,0.667617655
FUN_004220,22.88473734,-0.318720517,0.486087854,-0.655685004,0.512026819,0.667748357
FUN_017276,746.8686606,-0.134848403,0.205720955,-0.655491819,0.512151152,0.667854647
FUN_018575,27.54580478,0.202343243,0.308710557,0.655446466,0.512180343,0.667854647
FUN_024778,38.30670892,-0.380756511,0.581163003,-0.655163024,0.512362798,0.667986361
FUN_001305,254.9676048,0.410269627,0.626222262,0.655150179,0.512371067,0.667986361
FUN_002810,154.7381652,0.113653633,0.173484765,0.65512169,0.512389408,0.667986361
FUN_011860,9.330584839,0.399216216,0.609518601,0.654969701,0.512487262,0.668020014
FUN_008212,30.25454644,0.281527607,0.429799135,0.655021343,0.512454013,0.668020014
FUN_007800,40.07340083,0.242640447,0.370566335,0.65478276,0.512607632,0.668129956
FUN_008592,9.219734214,0.319409341,0.487863319,0.654710712,0.512654027,0.66814347
FUN_029131,14.5955453,-0.346404025,0.529146063,-0.65464727,0.512694882,0.668149764
FUN_010595,40.2084759,0.149718007,0.228727953,0.654568034,0.512745911,0.66816365
FUN_023385,430.2833878,0.072908646,0.111392738,0.654518841,0.512777592,0.66816365
FUN_010544,22.30519048,-0.203380968,0.31078095,-0.65441903,0.512841878,0.668200468
FUN_029759,5.588281117,0.527298112,0.805819799,0.654362318,0.512878405,0.668201117
FUN_023307,19.79342418,0.206962381,0.316416073,0.654083021,0.51305832,0.668388564
FUN_025727,52.28790484,-0.393383627,0.601800593,-0.6536777,0.513319473,0.668681812
FUN_007096,83.44311673,0.238210787,0.364652109,0.653254927,0.513591945,0.66898976
FUN_010454,698.6353719,-0.057558947,0.088136056,-0.65306924,0.513711642,0.66909868
FUN_027918,261.2854651,0.129435433,0.198335159,0.65260962,0.514007982,0.669344666
FUN_015960,10683.53842,-0.074792258,0.114610858,-0.65257567,0.514029875,0.669344666
FUN_010579,43.54113625,-0.124581235,0.190913757,-0.652552424,0.514044865,0.669344666
FUN_017978,6.810767665,-0.349025679,0.534847341,-0.652570654,0.51403311,0.669344666
FUN_023347,223.6972491,-0.092003922,0.14106345,-0.652216585,0.514261462,0.669365171
FUN_026479,5.33891622,0.342662732,0.525190407,0.652454286,0.514108154,0.669365171
FUN_024805,28.09019065,-0.177035405,0.27160293,-0.651816993,0.514519238,0.669365171
FUN_022304,220.1643737,-0.076285654,0.117038329,-0.651800605,0.514529811,0.669365171
FUN_003425,565.7326991,0.072574705,0.111315811,0.651971213,0.514419743,0.669365171
FUN_017899,388.7917281,-0.164451317,0.252268795,-0.651889255,0.514472617,0.669365171
FUN_029164,1338.880617,-0.06632485,0.101698316,-0.65217255,0.514289866,0.669365171
FUN_026268,143.3671466,0.145301247,0.222827756,0.652078762,0.514350364,0.669365171
FUN_012556,51.64339854,-0.197446507,0.302819794,-0.652026425,0.514384126,0.669365171
FUN_029730,104.253659,0.144607978,0.221732966,0.652171758,0.514290377,0.669365171
FUN_005607,32.24416798,-0.243752052,0.373883505,-0.651946526,0.514435669,0.669365171
FUN_028397,20.40207948,-0.248966827,0.381789078,-0.652105682,0.514332999,0.669365171
FUN_021952,12.75283117,-0.404949046,0.621203799,-0.65187793,0.514479924,0.669365171
FUN_003327,69.17919502,0.115078116,0.176607556,0.651603581,0.514656937,0.669429211
FUN_021109,103.0095697,-0.238445969,0.365963616,-0.651556489,0.514687325,0.669429211
FUN_002440,439.3873542,-0.090152577,0.138345216,-0.651649397,0.514627374,0.669429211
FUN_016342,21.76264492,-0.442130774,0.678978413,-0.65117059,0.514936373,0.669659209
FUN_021546,835.0799263,0.074193953,0.113937836,0.651179237,0.514930792,0.669659209
FUN_020078,270.2518626,-0.09317856,0.143119043,-0.651056339,0.515010119,0.669708152
FUN_016132,191.4325843,0.148669928,0.228454921,0.650762644,0.515199718,0.669860767
FUN_022216,10.43448011,-0.377851446,0.580627808,-0.650763605,0.515199097,0.669860767
FUN_011819,463.2937218,0.173275998,0.266384099,0.650474254,0.515385927,0.670055899
FUN_021788,25.37934255,-0.157701643,0.242468609,-0.650400245,0.515433719,0.670071061
FUN_006325,164.2854712,0.07973246,0.122625794,0.650209533,0.515556884,0.670090264
FUN_005752,1133.882357,0.060818672,0.093521907,0.650314711,0.515488956,0.670090264
FUN_017413,21444.77733,0.043917763,0.067541792,0.650230944,0.515543056,0.670090264
FUN_019630,19.54245355,-0.295811768,0.455046872,-0.650068787,0.51564779,0.670161451
FUN_027032,753.5698959,-0.054902784,0.084481414,-0.64988003,0.515769719,0.670179023
FUN_010395,4.782152193,-0.818067183,1.258796636,-0.649880338,0.51576952,0.670179023
FUN_026593,11.9199711,0.571203831,0.878932258,0.649883795,0.515767287,0.670179023
FUN_025691,229.2434439,-0.085251729,0.131204281,-0.649763321,0.515845115,0.670218193
FUN_014727,21.35125927,1.332176357,2.050380628,0.64972149,0.51587214,0.670218193
FUN_001677,396.1843255,0.168984964,0.26017147,0.649513814,0.51600632,0.67034556
FUN_024735,157.5337898,0.112363921,0.173077239,0.649212581,0.516200981,0.670522742
FUN_015770,215.3786622,0.101807947,0.156832195,0.649152091,0.516240075,0.670522742
FUN_028222,4.693789824,-0.551710746,0.849916909,-0.649134922,0.516251172,0.670522742
FUN_022619,2428.688627,-0.059454728,0.091623952,-0.648899401,0.516403402,0.670673494
FUN_008740,237.1380977,0.055595042,0.085696182,0.648745847,0.516502665,0.670684544
FUN_011939,532.8379959,-0.060971161,0.093982483,-0.648750266,0.516499808,0.670684544
FUN_010610,16.77651665,0.232330971,0.358200167,0.64860654,0.516592727,0.670684544
FUN_000874,758.2697756,-0.093942314,0.144822082,-0.648673967,0.516549134,0.670684544
FUN_024893,233.0039539,-0.246205933,0.379564316,-0.648654054,0.516562008,0.670684544
FUN_020249,1149.42729,-0.044335635,0.068365331,-0.648510504,0.516654819,0.670718205
FUN_006397,133.8153606,-0.114398982,0.176424192,-0.64843138,0.51670598,0.670737671
FUN_005328,355.6602723,0.110572772,0.170569687,0.648255704,0.516819579,0.670808584
FUN_024603,303.9198578,0.066336316,0.102333742,0.648235031,0.516832948,0.670808584
FUN_007773,858.1836876,-0.050894666,0.078561423,-0.647832796,0.517093101,0.671099275
FUN_029838,2268.405488,-0.087471821,0.135044142,-0.647727618,0.517161138,0.671140611
FUN_029165,899.9919676,0.063672707,0.098405969,0.6470411,0.517605344,0.671670075
FUN_020993,1114.475519,0.097806498,0.151189503,0.646913283,0.517688069,0.671697382
FUN_016708,24.34975435,0.231776625,0.358320773,0.64684116,0.51773475,0.671697382
FUN_000627,142.5005156,-0.912431588,1.410597035,-0.64684071,0.517735042,0.671697382
FUN_026337,51.64458821,0.22112854,0.342012965,0.646550167,0.517923119,0.671894388
FUN_013303,415.8691437,-0.17307027,0.267988622,-0.645812007,0.518401111,0.672467441
FUN_028287,36.2109323,0.156957962,0.243164283,0.645481151,0.518615429,0.672651357
FUN_001523,284.7197775,-0.076208498,0.118056651,-0.645524817,0.518587141,0.672651357
FUN_013429,262.5772572,-0.156111776,0.241887364,-0.645390374,0.51867424,0.672680591
FUN_030068,36.65816059,0.144731909,0.224286525,0.645299172,0.518733329,0.672710183
FUN_010643,39.93177619,-1.06738813,1.654516989,-0.645135793,0.51883919,0.672800421
FUN_002684,8.559557181,0.373352254,0.578892332,0.644942477,0.518964464,0.672915818
FUN_013210,149.0809199,0.098578319,0.152927091,0.644609919,0.519180006,0.673007886
FUN_001515,5.649496205,-0.363569687,0.563888567,-0.644754493,0.519086296,0.673007886
FUN_014743,55.70927835,0.173559137,0.269226528,0.64465838,0.519148593,0.673007886
FUN_025095,83.01227693,-0.170906122,0.265131468,-0.644608967,0.519180622,0.673007886
FUN_011822,308.6240456,-0.172967659,0.268424557,-0.644380906,0.519328463,0.673105436
FUN_007334,7.937664332,-0.528387821,0.819954715,-0.64441098,0.519308966,0.673105436
