gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
FUN_019186,298.4278768,0.729481759,0.143368191,5.088170204,3.62E-07,4.69E-06
FUN_024883,3122.110796,0.447000662,0.087866607,5.08726439,3.63E-07,4.71E-06
FUN_019784,487.9160202,-0.497289755,0.097772534,-5.086190722,3.65E-07,4.73E-06
FUN_030640,11.22949038,3.232919719,0.635623192,5.086220511,3.65E-07,4.73E-06
FUN_010213,636.4120896,1.272830474,0.250281247,5.085600659,3.66E-07,4.74E-06
FUN_014911,16.39187605,2.64785675,0.520747164,5.084726201,3.68E-07,4.76E-06
FUN_011737,128.0182784,-1.095085015,0.215400879,-5.083939394,3.70E-07,4.77E-06
FUN_016523,359.8898153,0.717800175,0.141211338,5.083162461,3.71E-07,4.79E-06
FUN_022019,38.20873706,1.214776715,0.239051212,5.081658893,3.74E-07,4.83E-06
FUN_020900,206.6798382,-0.932646845,0.183560799,-5.080860687,3.76E-07,4.84E-06
FUN_022844,1547.322592,0.780518062,0.153634419,5.080359377,3.77E-07,4.85E-06
FUN_010218,775.1193619,-0.662669961,0.13048509,-5.078510976,3.80E-07,4.90E-06
FUN_029597,189.416654,-3.787202958,0.745900642,-5.077355812,3.83E-07,4.92E-06
FUN_029995,388.5630368,1.535000422,0.302343367,5.077010406,3.83E-07,4.93E-06
FUN_013119,74.81970427,1.48885568,0.293354369,5.075280403,3.87E-07,4.97E-06
FUN_011384,170.9227097,1.561515092,0.307673171,5.075239697,3.87E-07,4.97E-06
FUN_001710,289.3842486,-0.488266837,0.096209853,-5.075019041,3.87E-07,4.97E-06
FUN_003246,18.33662938,4.139845266,0.815872177,5.074134627,3.89E-07,4.99E-06
FUN_016055,11399.39028,0.540677112,0.106554161,5.074199874,3.89E-07,4.99E-06
FUN_019032,385.9317458,-0.644526996,0.127042908,-5.073301666,3.91E-07,5.00E-06
FUN_009400,8.850260374,4.708874193,0.928393016,5.072069815,3.94E-07,5.03E-06
FUN_029060,7.684204691,6.738417704,1.329337185,5.069005651,4.00E-07,5.11E-06
FUN_004184,74.26485655,1.967824206,0.38824933,5.068454872,4.01E-07,5.12E-06
FUN_030759,351.9804334,-1.258609645,0.248370009,-5.067478366,4.03E-07,5.15E-06
FUN_008133,333.6084214,0.497478628,0.098202113,5.065864819,4.07E-07,5.19E-06
FUN_024339,1023.489478,-0.350868403,0.069271159,-5.065144119,4.08E-07,5.20E-06
FUN_012839,31.39780135,1.40814755,0.278033548,5.064667767,4.09E-07,5.21E-06
FUN_010294,586.3600822,-0.45082671,0.089046277,-5.062836138,4.13E-07,5.26E-06
FUN_000575,71.15326657,1.471607915,0.290868261,5.059362296,4.21E-07,5.35E-06
FUN_026305,91.99543504,3.311273345,0.654504735,5.059204567,4.21E-07,5.35E-06
FUN_002096,230.1541653,0.958367596,0.189515871,5.056925262,4.26E-07,5.41E-06
FUN_003547,2257.307204,4.195328622,0.829906349,5.055183189,4.30E-07,5.46E-06
FUN_021507,1600.600929,0.512718722,0.101446073,5.054101234,4.32E-07,5.49E-06
FUN_021945,150.0981913,-1.809517224,0.358048682,-5.053830149,4.33E-07,5.49E-06
FUN_029083,306.4648601,-0.422734121,0.083676596,-5.0519995,4.37E-07,5.53E-06
FUN_027953,92.63938077,6.854555396,1.356793936,5.052023904,4.37E-07,5.53E-06
FUN_020799,744.4014749,-0.496649076,0.098332672,-5.050702525,4.40E-07,5.57E-06
FUN_025261,62.17760228,-0.948773552,0.187884709,-5.049764608,4.42E-07,5.59E-06
FUN_021791,228.266716,-0.917699264,0.181740576,-5.049501242,4.43E-07,5.60E-06
FUN_004891,34.9601639,3.490318427,0.691521492,5.047302895,4.48E-07,5.66E-06
FUN_027690,111.5529949,1.304713432,0.258602888,5.045239209,4.53E-07,5.71E-06
FUN_003716,925.1106756,0.519740741,0.10302128,5.044984291,4.54E-07,5.72E-06
FUN_005393,139.2985335,-0.721092965,0.143063322,-5.040376205,4.65E-07,5.85E-06
FUN_022518,201.579761,-0.894217387,0.177543526,-5.036609387,4.74E-07,5.97E-06
FUN_030224,1006.887534,2.969888344,0.589943534,5.034190854,4.80E-07,6.04E-06
FUN_018574,45736.96254,0.720614717,0.143205127,5.032045511,4.85E-07,6.10E-06
FUN_019466,278.1315231,-0.61680791,0.122591328,-5.031415513,4.87E-07,6.12E-06
FUN_016721,2361.669201,0.575412471,0.114405126,5.029603936,4.91E-07,6.17E-06
FUN_024885,19.16477783,-1.732733165,0.344605706,-5.028161564,4.95E-07,6.21E-06
FUN_028790,206.5816113,-1.918804546,0.381611672,-5.028160004,4.95E-07,6.21E-06
FUN_025039,1751.02945,-0.825570732,0.164193915,-5.028022699,4.96E-07,6.21E-06
FUN_019102,45.38396973,-8.630613138,1.716616422,-5.027688787,4.96E-07,6.22E-06
FUN_028525,183.7035217,4.538132438,0.903353301,5.023651802,5.07E-07,6.34E-06
FUN_022579,977.0130784,1.287000102,0.25629455,5.021566411,5.13E-07,6.41E-06
FUN_004086,113.3552489,4.192866641,0.835262878,5.019816818,5.17E-07,6.46E-06
FUN_017657,7.727752655,2.881805346,0.574287138,5.01805657,5.22E-07,6.52E-06
FUN_006739,347.6569328,-0.691657719,0.137840919,-5.017796789,5.23E-07,6.52E-06
FUN_004033,898.5407948,-0.451856872,0.090054769,-5.017578465,5.23E-07,6.53E-06
FUN_007208,2510.630959,0.815912745,0.162637354,5.016761073,5.25E-07,6.55E-06
FUN_014907,40.66760525,3.355270566,0.668933945,5.015847368,5.28E-07,6.58E-06
FUN_028973,249.1768384,-1.280595215,0.255357083,-5.014919492,5.31E-07,6.60E-06
FUN_010011,884.6471332,-0.818534125,0.16334796,-5.010984671,5.42E-07,6.74E-06
FUN_025818,60.12272779,-1.004609069,0.200519826,-5.010023646,5.44E-07,6.76E-06
FUN_026880,187.2755472,1.574709772,0.314355227,5.009332239,5.46E-07,6.78E-06
FUN_016793,110.6266068,0.943763108,0.18853808,5.005689603,5.57E-07,6.91E-06
FUN_015138,48.58856815,-1.546785486,0.308999069,-5.005793348,5.56E-07,6.91E-06
FUN_011424,24.40543426,1.718376457,0.343411099,5.003846597,5.62E-07,6.97E-06
FUN_008418,649.8700485,-1.422955796,0.284421624,-5.002980354,5.65E-07,6.99E-06
FUN_027031,82.37658666,-1.230734588,0.246016531,-5.002649953,5.65E-07,7.00E-06
FUN_016034,7251.775726,0.547030749,0.109385598,5.00093941,5.71E-07,7.06E-06
FUN_009407,50.14934842,9.43845741,1.887571075,5.000318946,5.72E-07,7.08E-06
FUN_012645,11518.76365,0.681682221,0.136439599,4.996219757,5.85E-07,7.22E-06
FUN_007479,866.6286682,3.692748865,0.739207392,4.995551863,5.87E-07,7.24E-06
FUN_020831,86.63233344,1.584425031,0.317182842,4.995304985,5.87E-07,7.25E-06
FUN_026665,1228.427276,-0.580710017,0.116288096,-4.99371851,5.92E-07,7.30E-06
FUN_030373,1519.8744,-0.486872833,0.097532702,-4.991893188,5.98E-07,7.37E-06
FUN_001982,614.2412376,1.904409494,0.381565343,4.991044207,6.01E-07,7.40E-06
FUN_027699,1203.472326,-1.090756149,0.218554179,-4.990781479,6.01E-07,7.40E-06
FUN_021606,170.4236007,-0.6944943,0.139167088,-4.990363085,6.03E-07,7.41E-06
FUN_003671,1370.980816,0.439066236,0.088000571,4.989356705,6.06E-07,7.45E-06
FUN_026600,3316.983761,-0.469022908,0.094031735,-4.987921467,6.10E-07,7.50E-06
FUN_014638,210.6194449,-1.815403977,0.364054053,-4.986633062,6.14E-07,7.54E-06
FUN_017763,3893.063824,3.685300448,0.739067248,4.986421001,6.15E-07,7.54E-06
FUN_027302,1199.036143,-1.13389412,0.227413995,-4.98603492,6.16E-07,7.55E-06
FUN_027641,833.278494,0.696964099,0.13983518,4.984182805,6.22E-07,7.62E-06
FUN_013688,68.35826754,-2.36901215,0.475414727,-4.983043258,6.26E-07,7.66E-06
FUN_005273,2314.328362,0.737819302,0.148099106,4.981929463,6.30E-07,7.70E-06
FUN_015032,1199.805278,-0.424117386,0.085136158,-4.981636439,6.30E-07,7.71E-06
FUN_005170,4480.766382,0.667822606,0.134123371,4.97916658,6.39E-07,7.80E-06
FUN_012413,278.642736,1.375291124,0.276231568,4.978761606,6.40E-07,7.81E-06
FUN_008985,29.24131799,3.295692315,0.662036017,4.978116346,6.42E-07,7.83E-06
FUN_027430,329.4231968,-0.886520964,0.178104695,-4.97752721,6.44E-07,7.85E-06
FUN_003209,163.1923747,-1.038808499,0.208724812,-4.97692865,6.46E-07,7.87E-06
FUN_029717,528.4136725,0.465633985,0.093567097,4.976471417,6.48E-07,7.89E-06
FUN_025441,1201.46742,3.63953526,0.731445476,4.975812114,6.50E-07,7.91E-06
FUN_004889,213.1826678,4.316026508,0.867725722,4.973952483,6.56E-07,7.98E-06
FUN_008316,568.2874605,-0.330305084,0.066409915,-4.973731474,6.57E-07,7.98E-06
FUN_020609,773.1221642,7.192452905,1.446240923,4.97320522,6.59E-07,8.00E-06
FUN_016312,9799.349869,-0.560890659,0.112811068,-4.971947081,6.63E-07,8.05E-06
FUN_027073,607.4797725,0.547664932,0.110172239,4.970988479,6.66E-07,8.08E-06
FUN_004970,1101.418984,-1.327910149,0.267229003,-4.969184236,6.72E-07,8.15E-06
FUN_022553,109.304475,1.379086902,0.277542816,4.968915859,6.73E-07,8.16E-06
FUN_018846,1133.372604,0.490309341,0.098740604,4.96563038,6.85E-07,8.29E-06
FUN_029857,289.9415307,1.064216053,0.214367813,4.964439569,6.89E-07,8.34E-06
FUN_029645,845.6252495,0.98819113,0.199086,4.963639472,6.92E-07,8.36E-06
FUN_020861,69.1701877,0.984234713,0.198355946,4.961962242,6.98E-07,8.43E-06
FUN_012605,59.51545339,2.972618424,0.599110354,4.961721,6.99E-07,8.44E-06
FUN_016230,2474.479108,-0.480431098,0.096836996,-4.96123506,7.00E-07,8.45E-06
FUN_001843,68.30437922,1.39798887,0.281998899,4.95742669,7.14E-07,8.61E-06
FUN_028386,281.5970725,-0.602371239,0.121516952,-4.957096348,7.16E-07,8.62E-06
FUN_009041,1547.527812,1.376438298,0.277701655,4.956536168,7.18E-07,8.64E-06
FUN_017369,143.1987778,0.771570643,0.155694119,4.955682627,7.21E-07,8.67E-06
FUN_028774,4.471248804,-5.274331721,1.064434122,-4.955056977,7.23E-07,8.70E-06
FUN_020400,328.3834384,-0.471634038,0.09518525,-4.954906732,7.24E-07,8.70E-06
FUN_017732,1562.611963,0.554092468,0.11184053,4.95430831,7.26E-07,8.72E-06
FUN_010146,705.6092061,-0.714367956,0.144193469,-4.954232385,7.26E-07,8.72E-06
FUN_024310,10500.46832,0.500783927,0.101084875,4.954093541,7.27E-07,8.72E-06
FUN_017880,1678.377089,2.125893896,0.429295315,4.952054737,7.34E-07,8.80E-06
FUN_011513,448.3272141,0.513349531,0.103682571,4.951165116,7.38E-07,8.84E-06
FUN_013612,1615.851169,-0.746777301,0.150876578,-4.949590659,7.44E-07,8.90E-06
FUN_005986,1006.979988,0.609217297,0.123092622,4.949259232,7.45E-07,8.91E-06
FUN_014152,928.1071766,0.48098959,0.097182862,4.949325226,7.45E-07,8.91E-06
FUN_000687,112.4637274,-1.202100986,0.242900899,-4.948935933,7.46E-07,8.92E-06
FUN_029934,4111.958652,3.511111789,0.709532056,4.948489305,7.48E-07,8.93E-06
FUN_013694,784.0237416,-0.413735367,0.083641463,-4.946534316,7.55E-07,9.02E-06
FUN_021225,316.6379991,-1.045469916,0.21151636,-4.942737848,7.70E-07,9.19E-06
FUN_008376,1311.367866,0.834389876,0.168823672,4.942374882,7.72E-07,9.20E-06
FUN_016692,19323.03545,0.924360195,0.187074039,4.941146307,7.77E-07,9.25E-06
FUN_016528,2261.925391,2.978803311,0.602901268,4.940781299,7.78E-07,9.26E-06
FUN_010132,372.0448201,-0.373724848,0.075647474,-4.940348025,7.80E-07,9.28E-06
FUN_021409,868.5841186,0.825408373,0.167161903,4.937778037,7.90E-07,9.39E-06
FUN_017340,192.9767063,1.056027146,0.21389825,4.937053708,7.93E-07,9.42E-06
FUN_007794,71.74060684,9.954935989,2.016376296,4.937042758,7.93E-07,9.42E-06
FUN_014280,2368.281751,0.628826394,0.127395169,4.936030153,7.97E-07,9.46E-06
FUN_002143,39.24730336,1.555943738,0.315357109,4.933910451,8.06E-07,9.55E-06
FUN_006176,2060.647719,1.400207077,0.283790343,4.933948996,8.06E-07,9.55E-06
FUN_029946,19.59385899,2.345857451,0.475476511,4.933697874,8.07E-07,9.56E-06
FUN_016179,1928.379394,-2.724970438,0.552473244,-4.932312049,8.13E-07,9.62E-06
FUN_021446,166.0927885,0.912419404,0.185027005,4.931276939,8.17E-07,9.66E-06
FUN_020737,148.398456,1.049924895,0.212923326,4.93099989,8.18E-07,9.67E-06
FUN_025861,464.6892601,1.611954935,0.326936395,4.930484834,8.20E-07,9.69E-06
FUN_020236,36.23549629,1.999124646,0.405634517,4.92838889,8.29E-07,9.79E-06
FUN_030764,473.7341778,-1.277447226,0.259239267,-4.927676425,8.32E-07,9.82E-06
FUN_015215,698.0741775,-0.521868835,0.105918441,-4.9270819,8.35E-07,9.84E-06
FUN_018372,240.2420072,-2.019483256,0.40993141,-4.926393068,8.38E-07,9.87E-06
FUN_024574,10800.52836,2.299369806,0.466852588,4.925258778,8.42E-07,9.92E-06
FUN_000405,440.1775523,0.731094868,0.148503113,4.923094569,8.52E-07,1.00E-05
FUN_029721,33.43781007,3.20684527,0.651583468,4.921618534,8.58E-07,1.01E-05
FUN_028568,436.4621405,-0.512080763,0.104047308,-4.921614735,8.58E-07,1.01E-05
FUN_016410,152.2403495,4.69609293,0.954675781,4.919044795,8.70E-07,1.02E-05
FUN_008896,102.0184806,-0.731627464,0.148949772,-4.911907262,9.02E-07,1.06E-05
FUN_010490,31.32324579,3.30907459,0.674247167,4.907806445,9.21E-07,1.08E-05
FUN_028868,86.28196015,0.982151194,0.200143354,4.907238601,9.24E-07,1.08E-05
FUN_029010,369.8150229,0.442744741,0.09023644,4.906496073,9.27E-07,1.09E-05
FUN_007480,66.81616267,1.044341082,0.212866585,4.906082755,9.29E-07,1.09E-05
FUN_014627,29.81103708,2.204242229,0.449297002,4.905980272,9.30E-07,1.09E-05
FUN_024658,224.9672034,0.746471438,0.152208164,4.904279907,9.38E-07,1.10E-05
FUN_025193,6.554603186,4.296023225,0.876643614,4.900535584,9.56E-07,1.12E-05
FUN_008221,98.10878939,5.687247269,1.160973776,4.89868711,9.65E-07,1.13E-05
FUN_021430,2550.196653,-0.570197935,0.116448074,-4.896585355,9.75E-07,1.14E-05
FUN_007714,140.0825573,-0.839638635,0.171481502,-4.896380225,9.76E-07,1.14E-05
FUN_023732,736.4335316,0.410483362,0.083848382,4.895543003,9.80E-07,1.14E-05
FUN_029092,692.5738071,4.189995893,0.855945147,4.8951687,9.82E-07,1.14E-05
FUN_028569,413.6670592,0.946154724,0.193311013,4.894468822,9.86E-07,1.15E-05
FUN_023620,403.9814054,-0.597659861,0.122142082,-4.893152705,9.92E-07,1.15E-05
FUN_015831,152.9023677,-0.878870225,0.179638817,-4.892429388,9.96E-07,1.16E-05
FUN_002969,131.2933918,-1.043020411,0.213209457,-4.891998813,9.98E-07,1.16E-05
FUN_021967,4641.070096,-1.109867201,0.226891493,-4.891621031,1.00E-06,1.16E-05
FUN_002529,1189.775395,0.595630036,0.121778345,4.891099788,1.00E-06,1.16E-05
FUN_023692,35.3966029,2.345388435,0.479636961,4.88992431,1.01E-06,1.17E-05
FUN_027564,201.6932547,-0.742461118,0.151909245,-4.887530842,1.02E-06,1.18E-05
FUN_017274,109.3198756,-1.327201797,0.271722476,-4.884401969,1.04E-06,1.20E-05
FUN_013214,181.2099681,1.162701303,0.238068121,4.883901715,1.04E-06,1.20E-05
FUN_023061,108.2674562,1.331140889,0.27256931,4.883678542,1.04E-06,1.20E-05
FUN_023093,225.7307775,0.782202991,0.160264845,4.880689786,1.06E-06,1.22E-05
FUN_026613,278.9133676,1.372250977,0.281168614,4.880526876,1.06E-06,1.22E-05
FUN_025307,350.4256529,3.163251583,0.64824447,4.879720119,1.06E-06,1.23E-05
FUN_008117,1214.825596,-0.594736981,0.121903592,-4.878748626,1.07E-06,1.23E-05
FUN_002063,260.3136221,-1.186939947,0.243309041,-4.878322415,1.07E-06,1.23E-05
FUN_030252,266.9711738,-4.52084607,0.926777063,-4.878029736,1.07E-06,1.24E-05
FUN_006971,664.990711,0.541577474,0.111042874,4.8771925,1.08E-06,1.24E-05
FUN_011787,62.50086503,3.068458634,0.629250056,4.876374035,1.08E-06,1.24E-05
FUN_006485,991.7114497,1.097964497,0.225192215,4.875676969,1.08E-06,1.25E-05
FUN_028798,960.406434,-0.465444333,0.09546563,-4.875517299,1.09E-06,1.25E-05
FUN_017508,446.3597011,-0.498006173,0.102148402,-4.875320248,1.09E-06,1.25E-05
FUN_005338,926.372689,-0.388255278,0.0796682,-4.873403425,1.10E-06,1.26E-05
FUN_008286,5953.40527,0.835085262,0.171403675,4.872038262,1.10E-06,1.27E-05
FUN_027941,2300.599346,1.861020263,0.382020404,4.871520586,1.11E-06,1.27E-05
FUN_004444,620.4136981,-0.647619668,0.132975025,-4.87023534,1.11E-06,1.28E-05
FUN_010042,200.59055,-2.41806483,0.496537505,-4.869853345,1.12E-06,1.28E-05
FUN_006677,216.9380576,0.767275205,0.157637542,4.867338036,1.13E-06,1.29E-05
FUN_022658,139.6673051,-0.907825324,0.186513858,-4.867334428,1.13E-06,1.29E-05
FUN_023178,83.9190636,4.756757746,0.977262491,4.867431001,1.13E-06,1.29E-05
FUN_024692,110.5400796,0.593663649,0.121983608,4.866749392,1.13E-06,1.30E-05
FUN_010257,17.09960313,2.026485311,0.416565982,4.864740273,1.15E-06,1.31E-05
FUN_023151,59.32897315,-1.303674609,0.268062278,-4.863327353,1.15E-06,1.32E-05
FUN_004650,49.55944264,1.464568719,0.301166095,4.862993352,1.16E-06,1.32E-05
FUN_010134,106.8318977,2.123921615,0.436760078,4.862902358,1.16E-06,1.32E-05
FUN_016915,1587.123871,-0.301641617,0.062033494,-4.862560491,1.16E-06,1.32E-05
FUN_029918,568.1219265,0.975416025,0.20060911,4.862271841,1.16E-06,1.32E-05
FUN_007248,8.873298418,5.749271877,1.18249277,4.861993258,1.16E-06,1.32E-05
FUN_011303,629.7396405,0.393380464,0.08091011,4.861944522,1.16E-06,1.32E-05
FUN_010749,3513.115364,5.063020713,1.041728497,4.860211398,1.17E-06,1.33E-05
FUN_017347,192.5073172,0.68862235,0.141733759,4.858562655,1.18E-06,1.34E-05
FUN_024467,1880.560959,-1.851464271,0.38112298,-4.857918228,1.19E-06,1.35E-05
FUN_005722,46.05366561,-1.390456692,0.286477411,-4.853634665,1.21E-06,1.38E-05
FUN_030647,155.4795813,0.698040731,0.14391018,4.850530598,1.23E-06,1.39E-05
FUN_022556,4364.08056,-0.429838342,0.088616576,-4.850541065,1.23E-06,1.39E-05
FUN_023280,401.0005619,-0.541388558,0.11163573,-4.849599317,1.24E-06,1.40E-05
FUN_005626,69.93237128,2.513647388,0.51842408,4.848631619,1.24E-06,1.41E-05
FUN_014869,126.7605905,-0.882283346,0.18196209,-4.848720673,1.24E-06,1.41E-05
FUN_027218,104.8843791,1.55422937,0.320688346,4.84654147,1.26E-06,1.42E-05
FUN_017893,220.4761149,2.392758579,0.493769877,4.845898238,1.26E-06,1.42E-05
FUN_019087,341.0028951,-1.133849656,0.234036548,-4.844754657,1.27E-06,1.43E-05
FUN_026934,560.3111256,2.765514881,0.570964207,4.84358712,1.28E-06,1.44E-05
FUN_025357,158.5402436,1.099989352,0.227103035,4.843569586,1.28E-06,1.44E-05
FUN_026628,109.0382613,6.277162309,1.296061978,4.84325782,1.28E-06,1.44E-05
FUN_016396,404.8703633,0.661279136,0.136581265,4.841653327,1.29E-06,1.45E-05
FUN_011935,277.2703104,-2.745436718,0.567119968,-4.841015789,1.29E-06,1.45E-05
FUN_027552,15.54861508,2.351720576,0.486052498,4.838408584,1.31E-06,1.47E-05
FUN_000678,645.3464807,-0.934565687,0.193231827,-4.83649977,1.32E-06,1.49E-05
FUN_022937,1264.96338,1.295641129,0.267987935,4.83469947,1.33E-06,1.50E-05
FUN_010316,125.689295,2.459553126,0.508707195,4.834909254,1.33E-06,1.50E-05
FUN_020152,508.9713851,-0.413739279,0.085577563,-4.834670023,1.33E-06,1.50E-05
FUN_021644,603.1974796,2.528814536,0.523230883,4.833075837,1.34E-06,1.51E-05
FUN_009819,58.96564391,3.37804399,0.699329791,4.830401957,1.36E-06,1.53E-05
FUN_012039,98.53100865,0.787927029,0.163137772,4.829825839,1.37E-06,1.53E-05
FUN_007725,377.5413039,-0.63476432,0.131439305,-4.829334117,1.37E-06,1.53E-05
FUN_028062,444.0706072,0.843351148,0.174632619,4.829287648,1.37E-06,1.53E-05
FUN_028612,342.8664372,-3.401864705,0.704749376,-4.827056002,1.39E-06,1.55E-05
FUN_012654,215.0966287,-6.077497998,1.259222126,-4.82639073,1.39E-06,1.55E-05
FUN_028039,25333.83699,0.671636748,0.1391854,4.825482753,1.40E-06,1.56E-05
FUN_004281,162.5881894,3.441164421,0.713271778,4.824478591,1.40E-06,1.57E-05
FUN_015391,230.8820245,3.038540903,0.630238214,4.821257797,1.43E-06,1.59E-05
FUN_020638,158.3493222,3.991733367,0.82856564,4.817642892,1.45E-06,1.62E-05
FUN_016089,2361.784397,0.602721903,0.125257048,4.811880153,1.50E-06,1.67E-05
FUN_002626,2216.073886,0.879659965,0.182827507,4.811420225,1.50E-06,1.67E-05
FUN_025572,986.720177,0.487178917,0.10129172,4.809661809,1.51E-06,1.68E-05
FUN_023498,6906.192396,3.604632296,0.749683099,4.808208028,1.52E-06,1.69E-05
FUN_012835,516.5818837,-0.533335012,0.110928554,-4.807914576,1.53E-06,1.69E-05
FUN_022298,177.0463856,0.646885369,0.134719731,4.801712162,1.57E-06,1.75E-05
FUN_028957,870.1061426,1.202526473,0.250611478,4.798369493,1.60E-06,1.78E-05
FUN_017184,474.5192245,2.533963661,0.528308628,4.796370014,1.62E-06,1.79E-05
FUN_026242,3157.685749,-0.615056911,0.128265789,-4.795175048,1.63E-06,1.80E-05
FUN_004179,431.4710543,2.712715418,0.565789746,4.794564475,1.63E-06,1.81E-05
FUN_008578,822.1956137,-0.793930274,0.165630616,-4.793378732,1.64E-06,1.82E-05
FUN_018802,706.8699016,0.51069068,0.106559413,4.792544037,1.65E-06,1.82E-05
FUN_003427,223.5775107,-0.837412993,0.174861855,-4.788997531,1.68E-06,1.85E-05
FUN_021548,763.5218463,0.627264063,0.131004932,4.788095031,1.68E-06,1.86E-05
FUN_002834,1672.343321,3.94371306,0.823832074,4.787035104,1.69E-06,1.87E-05
FUN_002845,428.0497388,-0.57233698,0.119579035,-4.786265237,1.70E-06,1.88E-05
FUN_029607,379.0850636,-0.562745676,0.117616247,-4.784591351,1.71E-06,1.89E-05
FUN_018073,129.3461893,0.845304869,0.176731868,4.782979328,1.73E-06,1.90E-05
FUN_018753,204.4834837,-1.947500195,0.40750912,-4.779034622,1.76E-06,1.94E-05
FUN_002897,559.1870444,0.506527299,0.106059417,4.775882376,1.79E-06,1.97E-05
FUN_025122,531.7048192,-0.519391387,0.10876793,-4.775225469,1.80E-06,1.98E-05
FUN_020969,333.2726688,4.478837619,0.938213723,4.773792486,1.81E-06,1.99E-05
FUN_005981,131.9179176,1.539873737,0.322577927,4.77364881,1.81E-06,1.99E-05
FUN_005096,48.68980753,2.411961769,0.505408801,4.772298714,1.82E-06,2.00E-05
FUN_030013,741.9422011,0.645657264,0.135339781,4.770639203,1.84E-06,2.02E-05
FUN_025666,939.135342,-0.388039094,0.081357095,-4.769579041,1.85E-06,2.03E-05
FUN_006085,83.59557161,-0.776806833,0.162894128,-4.768783515,1.85E-06,2.03E-05
FUN_001105,59.64789621,2.417316046,0.507167085,4.766310981,1.88E-06,2.06E-05
FUN_002271,539.5234649,-0.772437919,0.162071959,-4.766018268,1.88E-06,2.06E-05
FUN_002113,48.3634207,-1.338988308,0.280945865,-4.766001118,1.88E-06,2.06E-05
FUN_006185,968.2960677,0.522868737,0.109720624,4.765455387,1.88E-06,2.06E-05
FUN_021823,2940.890192,0.522174653,0.109594122,4.764622808,1.89E-06,2.07E-05
FUN_024959,1497.237848,0.544144212,0.11424783,4.762840674,1.91E-06,2.09E-05
FUN_010079,1203.616705,0.320522639,0.067329876,4.760481641,1.93E-06,2.11E-05
FUN_001434,35.10761892,2.06659726,0.434144534,4.760159573,1.93E-06,2.11E-05
FUN_030141,32.73044757,2.074271935,0.435808876,4.759590837,1.94E-06,2.12E-05
FUN_004416,1764.148342,4.774490244,1.003158997,4.75945514,1.94E-06,2.12E-05
FUN_003609,604.630149,-2.436783332,0.512066765,-4.758721902,1.95E-06,2.12E-05
FUN_024629,386.186847,-4.731419912,0.994291038,-4.758586502,1.95E-06,2.12E-05
FUN_024301,244.9102994,-1.61127519,0.338669354,-4.757664579,1.96E-06,2.13E-05
FUN_022643,754.5971657,0.716176884,0.150555746,4.756888428,1.97E-06,2.14E-05
FUN_026391,718.4758304,0.961478256,0.202153447,4.756180367,1.97E-06,2.14E-05
FUN_019536,26.11427568,4.075220874,0.857341746,4.753321406,2.00E-06,2.17E-05
FUN_009239,85.01779034,-0.996293785,0.209602456,-4.753254356,2.00E-06,2.17E-05
FUN_008968,282.0501684,-0.574618878,0.120899243,-4.752874089,2.01E-06,2.18E-05
FUN_006549,137.4259553,1.367548005,0.287789506,4.751903659,2.02E-06,2.19E-05
FUN_009905,1013.946593,0.708880487,0.149187331,4.751613165,2.02E-06,2.19E-05
FUN_001415,513.2869671,-0.900616644,0.189544458,-4.751479702,2.02E-06,2.19E-05
FUN_015707,935.2002964,-0.298964981,0.062934133,-4.750442497,2.03E-06,2.20E-05
FUN_004197,13.7271019,2.833098625,0.596560322,4.749056415,2.04E-06,2.21E-05
FUN_030404,189.7133527,-0.585899394,0.123433514,-4.746680025,2.07E-06,2.24E-05
FUN_008168,2016.873945,0.551306601,0.116180169,4.745272833,2.08E-06,2.25E-05
FUN_012101,1695.844357,0.602494865,0.127057813,4.741895436,2.12E-06,2.29E-05
FUN_020994,576.7490909,4.300523132,0.907044762,4.74124686,2.12E-06,2.29E-05
FUN_012134,233.3323022,-1.224051641,0.258158062,-4.741481362,2.12E-06,2.29E-05
FUN_017878,8464.651271,0.64759944,0.136585469,4.741349448,2.12E-06,2.29E-05
FUN_027595,1750.219925,0.276399549,0.058306798,4.740434341,2.13E-06,2.30E-05
FUN_009308,16.26479561,-1.634755411,0.344953549,-4.739059552,2.15E-06,2.31E-05
FUN_029178,977.9368242,3.623353359,0.764718418,4.738153645,2.16E-06,2.32E-05
FUN_019409,204.871772,-0.716345295,0.151276862,-4.735326246,2.19E-06,2.35E-05
FUN_017733,231.7397945,3.090565996,0.652762843,4.734592402,2.19E-06,2.36E-05
FUN_026004,33277.05696,0.663763129,0.140236939,4.733154716,2.21E-06,2.38E-05
FUN_027555,335.2510783,-0.802015627,0.169450715,-4.733031824,2.21E-06,2.38E-05
FUN_008065,231.7718585,1.121060787,0.237073159,4.728754591,2.26E-06,2.42E-05
FUN_013583,286.5003898,-0.525294847,0.111103619,-4.727972446,2.27E-06,2.43E-05
FUN_028704,206.153553,0.474486454,0.100382508,4.726784226,2.28E-06,2.45E-05
FUN_022775,272.9132073,-0.415695434,0.087972249,-4.725301893,2.30E-06,2.46E-05
FUN_011401,311.5524729,3.175368818,0.672041365,4.724960374,2.30E-06,2.46E-05
FUN_024927,579.4127202,1.613403536,0.341502395,4.724428176,2.31E-06,2.47E-05
FUN_030020,141.110446,-0.901381664,0.190899685,-4.721755647,2.34E-06,2.50E-05
