"X","logFC","meanExpr","pval","adj.pval"
"FUN_006501","0.610120917929048",11533.903053578,3.68823663477721e-10,1.14171082224723e-08
"FUN_009815","0.611547510390153",1179.3046630474,7.27425020935676e-11,2.57494986577508e-09
"FUN_014166","0.612496249924639",2016.00138005868,2.34506716500624e-06,2.97846902718234e-05
"FUN_003077","0.612782380340532",11756.7250497072,0.000258986762704915,0.00174930458272242
"FUN_004108","0.613346689177184",63.5584215125933,0.00861451821322297,0.0328675679931651
"FUN_007247","0.613404339741349",75.800701000547,0.0124688558803456,0.0441170162244898
"FUN_013195","0.613615798234475",45.6456252081968,0.00717213758699024,0.0284136379707988
"FUN_001562","0.614735105851294",160.926399826588,0.011834828239357,0.0424035129888113
"FUN_001401","0.614853095058583",156.910877511017,0.00717401623105245,0.0284136379707988
"FUN_011459","0.615349044336495",8121.33273162837,9.05274590098982e-06,9.71470809248676e-05
"FUN_009552","0.615613306720065",40.4123549444111,0.0066931278125858,0.0268531745384329
"FUN_010273","0.615889890732415",4021.88393078124,0.0120292943469023,0.042949327376332
"FUN_009162","0.61621599589286",1216.50546882959,1.58286273905513e-07,2.71358038179721e-06
"FUN_015596","0.616598879116038",938.952618434801,7.42193439901996e-07,1.07681423937204e-05
"FUN_013641","0.616700590143817",13874.2975057651,3.3708602159225e-05,0.000306646010838113
"FUN_011836","0.616779037995037",124.849891361003,0.000101624717262988,0.000790862685183519
"FUN_009747","0.617274869517477",246.773578751788,0.00140657508749693,0.00738043691827179
"FUN_007520","0.618155277844228",43203.4454802873,7.4447372057392e-06,8.18439405824326e-05
"FUN_012204","0.618558153504667",369.964201548209,0.00301399571665998,0.013945543872667
"FUN_014385","0.618785722815634",772.891805529722,3.21548613026357e-06,3.94632535345028e-05
"FUN_001291","0.619461388072681",1528.21492635534,0.000389335916255759,0.00248693601979243
"FUN_010624","0.619549802010723",59.8482976213944,0.00231037170527465,0.0111910687732214
"FUN_005001","0.622250936091603",678.398659413981,6.90236344308939e-05,0.000565653492881688
"FUN_000782","0.622326037615859",34912.0129373584,0.00459335824689113,0.0196920757811772
"FUN_010011","0.622351807441789",765.749691726764,5.31044077026825e-08,1.03317125011377e-06
"FUN_002045","0.624038973615605",301.584412682548,0.0100180472157026,0.037111428784526
"FUN_000910","0.624377039936822",1343.02156764646,0.000111009640094969,0.000854332871833048
"FUN_012229","0.625496670409382",22403.6382606764,8.16174546806876e-05,0.000655856078285378
"FUN_015264","0.625562936370231",1075.9785244867,1.38655242668653e-05,0.000140418276217817
"FUN_001557","0.625699774014826",268.819154938825,0.00506184849749665,0.0212617570312667
"FUN_003457","0.626653920615836",692.973462828622,0.00521143070312918,0.0217979207637449
"FUN_011078","0.627001866337171",30384.5531283517,0.000115616328386131,0.00088400244684036
"FUN_012586","0.628209988427437",101.251399467581,0.00329462270974174,0.0150392150678719
"FUN_008892","0.628556555490848",427.629598626477,0.000204078940338548,0.00142501148660141
"FUN_010599","0.629351912753497",25768.2487545516,4.55990819876495e-05,0.000396870325415558
"FUN_001730","0.629457070570062",315.331503993427,0.0001005997520055,0.000784483124767013
"FUN_004950","0.631070081983095",220.44695479238,0.000361573392913864,0.0023369316671339
"FUN_011190","0.631267563020362",37348.0981429833,6.74546964557394e-05,0.000555774363254939
"FUN_015874","0.632020833361005",6246.73755873664,0.000341401903028423,0.002221582085579
"FUN_009020","0.632046615963601",645.875768544451,0.0122579183346284,0.0435621861894349
"FUN_013968","0.632990456211869",125.275948066057,0.00353326509795424,0.015928859044197
"FUN_005151","0.633812096110125",1301.66728426716,6.9061778824793e-06,7.65839537192701e-05
"FUN_016074","0.63501738911456",386.660220886683,0.000114267408049704,0.000875878297692266
"FUN_004250","0.635911666726073",36.272617102048,0.0084457079731095,0.0323202618430407
"FUN_007497","0.637425625117119",54.9134362386295,0.00497120554017549,0.0209420592618082
"FUN_011029","0.638592544866764",33332.4498575278,0.000117947091505132,0.000898990630377077
"FUN_000350","0.638890261590691",87.579112830789,0.000647121493755428,0.00384003953531549
"FUN_014864","0.639142783823522",1282.4877384359,1.59338981992104e-07,2.725516457073e-06
"FUN_015985","0.639398759057869",67.2538660742932,0.000857567231197462,0.00488414081917005
"FUN_001390","0.641173972555348",454.117155605898,1.25871543345699e-08,2.83479770374438e-07
"FUN_009407","0.641581589261804",354.531729401177,0.00012771785059206,0.000962573371736707
"FUN_001335","0.642145906044289",456.033771156,0.000101847267085827,0.000792191458940217
"FUN_000989","0.642896981626559",4430.37724843199,2.03742656841008e-08,4.40061117007444e-07
"FUN_002400","0.643388157752515",208.360822406689,0.00620447086589702,0.0251667820905298
"FUN_002924","0.64381249557971",364.154513407249,0.000216592164338118,0.00150073737066538
"FUN_002048","0.643837795541445",17212.204486194,5.85571803483576e-05,0.000491199342779531
"FUN_014614","0.643951516725053",11302.1371959477,0.00319173202139109,0.014657046868202
"FUN_008348","0.644725390985921",958.561254601012,2.0950674988653e-05,0.000202642455361469
"FUN_002037","0.644803197598979",136.17280790591,0.00572253915236548,0.0236255585091719
"FUN_013922","0.64564344347195",188.126634719535,0.000835684956887674,0.00477552106155692
"FUN_001091","0.645934911414015",5344.14566602694,0.00021240832385995,0.00147375140130052
"FUN_008789","0.645970841140058",47.0953279817258,0.0143165945467863,0.0493751384324438
"FUN_007303","0.645987820099033",5775.5221906196,4.76152268629789e-05,0.000412305803617595
"FUN_011176","0.646113131687011",30122.6139863778,5.1384569215557e-05,0.000439470264230592
"FUN_007076","0.646137731818134",18256.0203783248,0.000817218238116286,0.00467706293389951
"FUN_003651","0.647441607555543",4003.60177892649,0.00283275046217193,0.0132431733621318
"FUN_007776","0.647916948351662",596.367965602362,0.00202557676221697,0.0100594767528515
"FUN_011535","0.648534609303875",312.237186941288,0.00250558282719676,0.0120110885873019
"FUN_009704","0.648721947260279",102.343020135298,6.28026492006845e-05,0.000522228445664419
"FUN_003654","0.648897183287904",19363.1673550917,0.000168221436711992,0.00121513566849305
"FUN_012665","0.649727100715648",14659.8039657158,0.00120654383973175,0.00647839480237991
"FUN_015267","0.650025801112702",758.032515555165,6.27098032887664e-13,3.11350101263577e-11
"FUN_000838","0.650258345595652",58.5599076974091,0.0032015742696942,0.0146893234602107
"FUN_002564","0.650317359610604",1221.91644530371,2.19335049526693e-05,0.000210418543121844
"FUN_003310","0.650372801816546",39615.3383125715,2.22564687290505e-05,0.000213115791987877
"FUN_007077","0.651022556008616",140430.22541324,1.83236669452675e-13,1.00073398188225e-11
"FUN_011900","0.651870499417124",41329.8564315768,6.34525709717686e-06,7.11897810198302e-05
"FUN_013505","0.651973332008751",551.099941044864,1.04181643362814e-07,1.87428904741665e-06
"FUN_010799","0.652610204581442",352.110539628919,0.000149528855499427,0.00109985341909439
"FUN_003852","0.653294496789816",3108.49258708595,0.00187687781978529,0.00941949971124274
"FUN_014775","0.653451753286209",523.242398980875,0.000711776868528805,0.00415597246030641
"FUN_007804","0.654091621731153",365.50593183403,4.79947711938753e-05,0.000414653130563131
"FUN_009018","0.654104855354704",150.939960479736,0.000801521130650318,0.00460092384756181
"FUN_012565","0.655907336535594",18463.2522561927,8.78417476952841e-05,0.000699622919664732
"FUN_010737","0.656238428816373",68.5742688520599,0.001025918208483,0.00568830356929732
"FUN_003773","0.65669763927531",65.5857039682924,0.000943614214423107,0.00528439694118976
"FUN_007062","0.65800316122282",12433.420885958,1.71801728105321e-06,2.25703782318433e-05
"FUN_000328","0.658231269886185",25518.8171618223,0.000246222160620489,0.00167194905870715
"FUN_008300","0.658533586020031",43063.6657189638,8.49881308082018e-05,0.000679016978223104
"FUN_013117","0.658642079385237",3092.77155534789,7.8486681748563e-06,8.58525277037929e-05
"FUN_007661","0.65882707561967",1908.303807657,0.00129309503206543,0.00685645257640239
"FUN_014366","0.659199866308707",24930.9308359949,0.00163582232266211,0.00837181892843003
"FUN_014404","0.659424571704662",5490.39562890086,3.10881619504165e-11,1.17673310036082e-09
"FUN_011981","0.659460440388446",445.752345008037,0.000111957483277019,0.000859896451166336
"FUN_013676","0.659585756464048",2849.29870134223,1.06055169497614e-11,4.3596657310686e-10
"FUN_007518","0.659826305045062",1031.79434166905,1.77902239109984e-06,2.32519747048708e-05
"FUN_002704","0.660363586990653",776.151066120091,0.000343619478885512,0.00223031794190036
"FUN_008351","0.660601906673447",1166.27251964844,0.00228465355780118,0.0111087193023515
"FUN_007333","0.661484725708536",1225.38694993441,0.0028595206947336,0.0133560752791283
"FUN_007625","0.661881821582292",372.19473573792,0.00947606778164536,0.0355215068157931
"FUN_000684","0.662126133179797",984.072441502038,9.15715496014235e-06,9.80610739849417e-05
"FUN_000436","0.662380313121127",138.976815448139,0.00806824312723527,0.0312116301294414
"FUN_009156","0.66247443704698",134.214985180743,0.00505374710466537,0.0212419531315306
"FUN_010408","0.662983270536324",59.4008478350509,0.0132192962423399,0.0462478787778224
"FUN_010239","0.663040519360686",2758.79923157227,1.44027433850448e-06,1.93029580932608e-05
"FUN_002548","0.663201756197592",72.1422553959482,0.00089034265341201,0.00503331602808741
"FUN_008362","0.664218994304743",49468.2198789388,0.000228886348458669,0.00157450744067925
"FUN_007041","0.664716499047809",112.772137390651,0.013806636993296,0.0478755312701775
"FUN_002742","0.664978967104238",218.722403819442,0.00111044250157747,0.00606549353793628
"FUN_000339","0.665027498154144",1496.50622805759,1.02561250552569e-06,1.42708520787068e-05
"FUN_002123","0.665039799338379",141.02090590175,0.000213580338949909,0.00148121113071293
"FUN_010246","0.666221235628421",10528.6708958248,7.72636222139113e-05,0.000623490929232259
"FUN_014384","0.666385109448832",1054.41122419128,5.75018169097339e-08,1.10884966479653e-06
"FUN_003907","0.666634068665832",19909.6366574925,0.000129487124140192,0.000972552604298533
"FUN_009351","0.6667795620961",1247.23004465149,1.91566691472167e-06,2.48015915902356e-05
"FUN_013917","0.66682777111689",9079.39064670025,3.86202338500475e-14,2.35291082085628e-12
"FUN_001763","0.667377883868716",834.478128656693,3.83859135786584e-07,6.02666725302715e-06
"FUN_009711","0.667652953427089",161.815971013631,0.00350001053841041,0.0158022324043023
"FUN_013730","0.668186674057983",1307.23386674042,0.00666932430638368,0.0267769405118795
"FUN_008692","0.668852184117099",690.016238768424,1.26347260016996e-20,2.2208072415861e-18
"FUN_000662","0.669344968957503",1213.33009303573,2.6395031821098e-10,8.42657258054763e-09
"FUN_009179","0.669605477197698",6238.89007929456,1.72087975540527e-11,6.81753710353819e-10
"FUN_012530","0.669619953028129",8858.55632496733,7.82599790121622e-05,0.000630532981587979
"FUN_013539","0.67037959194889",97.6578269281192,0.00187645241602236,0.00941949971124274
"FUN_004392","0.670793886786206",44115.1845367207,4.87726995383156e-06,5.66741733540974e-05
"FUN_002933","0.671273812414119",312.393953479626,0.000604010797857549,0.00361933116020284
"FUN_000117","0.671515063318123",6763.97929369309,7.33964776963866e-05,0.000596692683111719
"FUN_009950","0.671806941803967",13922.3837856858,0.000391457322180837,0.00249839957044631
"FUN_001612","0.672494703402543",30530.0733707889,0.000226922270263089,0.00156240223181592
"FUN_003958","0.674328534633416",137.39717694874,0.00125734929753131,0.00669717137626222
"FUN_002769","0.675284816646804",267.259947094243,0.000923086796858065,0.00518774101343386
"FUN_000907","0.675394490812299",47.8218333512598,0.00947735729848522,0.0355215068157931
"FUN_009218","0.675762053481183",227.38793944847,1.498165864113e-07,2.57415195438383e-06
"FUN_011924","0.675853136129339",18067.8274055666,2.24253271729779e-05,0.0002144270215372
"FUN_000537","0.67594711755925",98.8687700810597,0.00105751395262147,0.00583598100450653
"FUN_008194","0.676700965965775",46.419056422457,0.0106147095385181,0.0387769083284805
"FUN_004483","0.677178517179525",463.062108254782,0.00832678854949006,0.0319531368880306
"FUN_010975","0.677264856950406",554.363159371914,0.000152546384961523,0.0011177476371977
"FUN_002759","0.677931165345538",217.125012684566,0.000877785169666054,0.0049752004501606
"FUN_002777","0.67871014259173",15155.9112048872,0.000669417921754036,0.00395240882604738
"FUN_000683","0.67890743665382",41537.7441419741,1.41934455843786e-07,2.44696922070257e-06
"FUN_015681","0.679523940375244",111.072776220889,0.00615466372929698,0.025024492887107
"FUN_003496","0.681206477379217",117.554948607928,0.00453157655520799,0.0194708819000395
"FUN_010836","0.681409409714093",19358.5499309418,6.4982497091501e-05,0.000538597477248365
"FUN_013488","0.682760058713084",108.945886647884,0.00877947939586751,0.0332975691769856
"FUN_007519","0.683939150953295",567.706886542018,3.09234553446524e-07,4.95682892170256e-06
"FUN_010366","0.684051955385417",62.5988720528918,0.00759343002163506,0.0296827024260847
"FUN_013824","0.684403417013156",112.131235293139,0.000187248545553502,0.00133119700539477
"FUN_001908","0.684519093215218",2621.09520111732,3.67720544113111e-08,7.42824644726247e-07
"FUN_005727","0.684787649246218",1454.74568181149,0.000170391530719732,0.00122791106869281
"FUN_000900","0.685587398425842",587.189361865968,1.53976225062592e-11,6.18006413033373e-10
"FUN_007764","0.68562590268564",13122.2973823535,8.81328335243134e-10,2.54288167972415e-08
"FUN_000777","0.685954815957913",5965.04942676093,0.00469195721386256,0.0200417345570912
"FUN_010144","0.68628423533504",193.679914055499,0.00423189850072437,0.0184161046878421
"FUN_003293","0.686920673640759",814.256367753965,0.00900380859098282,0.0340386257041556
"FUN_014012","0.687082057074234",28714.5249525538,3.05331769639359e-05,0.000280298305533234
"FUN_004647","0.687656417245557",1109.75302056708,2.03382248581759e-17,2.32098607859124e-15
"FUN_002793","0.688322975784824",86.0954036277919,0.000436320620705044,0.00273900448761147
"FUN_009968","0.688365621413037",19760.5281974111,6.50968769392202e-05,0.000539253218935295
"FUN_008674","0.688488134951871",398.732865673967,0.000414743160370408,0.00262510447366899
"FUN_001619","0.688508070906958",2860.95800236523,2.04501319761349e-13,1.10113879640512e-11
"FUN_001336","0.689612305712072",3032.5854753829,5.44980589362451e-09,1.33128485184195e-07
"FUN_003406","0.690270052263491",163.971061611304,0.00129822880792614,0.00687802037812887
"FUN_001138","0.690322965229032",275.039048369091,0.00486230778017089,0.0205967896327904
"FUN_001566","0.690783137394016",667.931589305002,0.000746494884550275,0.00433386475874822
"FUN_000899","0.691335125235584",217.189605325423,0.000183197823902433,0.0013060403539556
