"GeneID","logFC","meanExpr","pval","adj.pval"
"FUN_008877","-8.8069731369856",3757.71472275813,3.1064427497447e-126,4.08093384033961e-122
"FUN_013025","1.78008021099695",8728.24254733204,7.08123932907622e-47,4.65131205330371e-43
"FUN_002096","1.87433377669515",3436.81166473803,2.8948654407501e-38,1.26766157650447e-34
"FUN_000190","-5.52625185250266",6528.32489945793,1.81981036979261e-37,5.97671220699138e-34
"FUN_015181","-3.73759998607945",925.025310445908,4.0056008949933e-37,1.05243157915054e-33
"FUN_001047","1.11786178183643",18859.3027839436,1.43529476307174e-36,3.14257788374558e-33
"FUN_002784","-3.30191951164545",286.676412766261,2.1946142971329e-36,4.11866400306214e-33
"FUN_014060","-2.30807192922299",655.345821562385,3.38167380402313e-36,5.55313109543148e-33
"FUN_007339","1.52236159660518",2790.2485792217,1.69540473856722e-35,2.47472578339528e-32
"FUN_002782","2.27781003741748",4354.38740515164,1.9640115709988e-35,2.58012200082112e-32
"FUN_012622","-5.79989967725467",7143.73417065833,4.10407032997901e-35,4.90137926590312e-32
"FUN_005881","-2.37572120708465",1064.94769415431,5.29156487809236e-35,5.79294065029162e-32
"FUN_003726","2.73463083478834",374.495295728212,9.68807743704442e-35,9.79017486849635e-32
"FUN_006584","-3.33217298023584",408.81973834352,1.88727414120231e-34,1.77093717092677e-31
"FUN_005315","2.41606572678195",134.966419147306,2.78271870377967e-33,2.43710504077024e-30
"FUN_000887","-8.64935305307921",298.425142686591,6.20532469050358e-33,5.09495940369659e-30
"FUN_009171","0.682911367765302",4510.80621105091,8.79759310768411e-33,6.79846945033212e-30
"FUN_010292","3.93748272624882",220.279540036074,8.7670268635302e-31,6.39846843923312e-28
"FUN_012645","2.2633911905205",1235.50968848463,1.7773201023786e-30,1.22887653604988e-27
"FUN_002437","1.98193896237239",711.934117588292,2.64676364041763e-30,1.73852669720832e-27
"FUN_014661","0.893167890934887",1969.4716382207,6.49018134163362e-30,4.06007201357338e-27
"FUN_005334","-7.02796908713235",388.492930066436,2.19617384069238e-28,1.31141526114436e-25
"FUN_013170","2.92555131768687",181.98784557894,5.41979829544769e-28,3.09564740031723e-25
"FUN_002553","3.41340100718044",682.669812496071,6.7672628436495e-28,3.70423049904265e-25
"FUN_004521","0.999873534980628",4262.28548591186,1.21709438630775e-27,6.14960344343263e-25
"FUN_009386","1.75952815168303",50627.9915515827,1.18638800936911e-27,6.14960344343263e-25
"FUN_011641","0.949536202183617",3254.74286661691,2.10957974729498e-27,1.02642774593386e-24
"FUN_005595","1.32759114563074",1679.49305113961,2.60868548212065e-27,1.22393932780782e-24
"FUN_000038","1.25875636187749",1353.96394937563,3.692372784576e-27,1.67264487141293e-24
"FUN_012169","1.75012028633719",774.734957843558,5.48277339036696e-27,2.40090646764169e-24
"FUN_001857","1.378165638933",3985.12376396918,7.8073312288779e-27,3.22345376825752e-24
"FUN_002259","2.35001060594348",367.678100230959,7.85190839493344e-27,3.22345376825752e-24
"FUN_003017","-2.46530379749144",1358.56781381023,8.60287073680461e-27,3.32399743733536e-24
"FUN_012575","-5.09829440844062",1055.41052012858,8.52219365651931e-27,3.32399743733536e-24
"FUN_000344","1.99208862641956",378.012445697288,1.54184421353654e-26,5.78720212377987e-24
"FUN_009056","4.04299409408588",81.5341868610559,1.59334946557249e-26,5.81439775811829e-24
"FUN_002551","3.40161572633279",620.564683110696,1.91532998043432e-26,6.80045674404479e-24
"FUN_005765","1.29817491590417",337.71673984814,8.38589196926414e-26,2.89909112632166e-23
"FUN_006209","-6.86113087536101",247.21406708882,2.01840873859164e-25,6.79893220484061e-23
"FUN_007611","1.46745436099674",723.365309801521,4.68174979103564e-25,1.53760367512088e-22
"FUN_006034","-1.47348663089962",4333.57307742775,6.42082900666031e-25,2.05732757708528e-22
"FUN_010950","2.07281572368593",4533.7770059224,6.94788704557617e-25,2.173199812327e-22
"FUN_003016","-2.78013629084876",3279.34451102424,8.89699624214448e-25,2.71813580541981e-22
"FUN_001563","1.62924549674827",1983.93036806532,1.0022546204969e-24,2.99241339760632e-22
"FUN_006187","-4.43875288426313",7982.84664078682,1.05947535971732e-24,3.09296173346811e-22
"FUN_012629","4.64955230741761",242.722466966511,1.18536701378783e-24,3.38525357828929e-22
"FUN_010594","1.8301964697543",1948.13660514316,1.2827979084092e-24,3.5855566218663e-22
"FUN_002535","0.573295959297714",10450.9062505302,1.7853033168693e-24,4.88615201535667e-22
"FUN_008302","1.53393117127614",2401.34179724693,2.67450188049191e-24,7.17039412326984e-22
"FUN_009349","2.01293033750899",2994.94085082925,2.9476289121976e-24,7.74460020390798e-22
"FUN_005924","3.86163919380975",413.221403125073,3.21971912647124e-24,8.29361767930445e-22
"FUN_001618","3.6526111541312",1684.90780120856,6.47640672284048e-24,1.63616452149914e-21
"FUN_007232","2.57630067027589",3817.12158947444,1.3946176390287e-23,3.45680979696604e-21
"FUN_002059","-3.23453287056409",420.284608045589,1.53366793439473e-23,3.73107326928586e-21
"FUN_010397","0.568596382593845",5448.7994158515,1.64674531167123e-23,3.93332602898635e-21
"FUN_003895","-2.01557917055275",166.874263295784,1.7870058848089e-23,4.18503659213315e-21
"FUN_008022","3.04933450925319",64.2859851655435,1.81584140786777e-23,4.18503659213315e-21
"FUN_009385","1.31551180906584",2076.89387565559,2.74996468859431e-23,6.2286700196661e-21
"FUN_010077","-1.16958130392568",924.773668848859,3.07039721521057e-23,6.83657766376632e-21
"FUN_010759","-3.286737650174",280.670068343954,4.62390513256574e-23,1.01240402877527e-20
"FUN_010835","-1.80706444775304",297.363602398397,5.9342195614716e-23,1.27799741605004e-20
"FUN_004788","2.66799531117196",180.559508430856,9.93384003448431e-23,2.0714421671908e-20
"FUN_013013","2.25760339837602",894.061753679401,9.89718976454981e-23,2.0714421671908e-20
"FUN_008871","3.41344523095762",1498.82723129559,1.55274624045571e-22,3.18725427513541e-20
"FUN_015615","-1.38090494000328",335.479252449903,2.20360895765472e-22,4.45366321180155e-20
"FUN_012157","-3.99216976300434",1113.68254341781,2.27060604965075e-22,4.51953813246392e-20
"FUN_004040","-1.54128078902185",235.615794688369,3.69189257376076e-22,7.23886458828286e-20
"FUN_004789","2.69130480853413",191.774639190529,3.8913734103205e-22,7.51779007226183e-20
"FUN_008868","-3.1198358937986",1967.1686427565,4.93427161743932e-22,9.3944240925073e-20
"FUN_000405","0.907115074100454",1537.62205621298,5.15174418871472e-22,9.66835191530646e-20
"FUN_002868","2.80764129744517",2620.61708260217,1.02339966951617e-21,1.86727798033805e-19
"FUN_011892","1.77685842096353",606.997200163956,1.0195366786151e-21,1.86727798033805e-19
"FUN_006173","4.49099169740753",282.470014624965,1.15602272404964e-21,2.08036582545755e-19
"FUN_005726","-1.39443296417321",233.858232872137,1.30014691872621e-21,2.30811217179813e-19
"FUN_010492","-9.49109432519766",83.2254280213165,2.83695281935126e-21,4.96920655837566e-19
"FUN_000473","1.50706051065707",287.250454299796,3.50113602745395e-21,6.05189789377139e-19
"FUN_001295","2.99233655701483",343.224537821952,5.12922872500003e-21,8.75099711173056e-19
"FUN_004781","4.03008209847955",371.587660461466,7.00275023613292e-21,1.17942474169331e-18
"FUN_014664","-1.93282157544358",1384.12535596916,7.2989877863538e-21,1.21375699429532e-18
"FUN_008547","-1.67167167727973",142.054030237663,8.29515511090693e-21,1.3621681586498e-18
"FUN_013169","1.58053642250105",9942.14611571991,1.30238596758804e-20,2.11227709335852e-18
"FUN_008692","0.64214614980511",642.452134514702,1.40340866225018e-20,2.24836336536349e-18
"FUN_002347","1.30880496350689",440.242124497926,1.93948710179155e-20,3.03321929240901e-18
"FUN_005722","-5.83614571591077",597.285198160774,1.91759924362316e-20,3.03321929240901e-18
"FUN_002954","0.93344210847868",840.886124027792,2.68498335120935e-20,4.14972073939262e-18
"FUN_001449","9.63378602493323",57.0739114289588,3.08090911060706e-20,4.706267789075e-18
"FUN_000540","2.53413428663762",440.97363029817,3.26767715474177e-20,4.93419250366007e-18
"FUN_007928","1.70669706638688",222.257822144421,3.60418180447393e-20,5.38047004151977e-18
"FUN_007533","0.475075350620271",19001.5919324364,4.77177742443526e-20,7.04346517132652e-18
"FUN_001270","1.03744065521578",2150.15968322161,5.33406269434706e-20,7.7859535128486e-18
"FUN_008903","-5.89852990709938",106.943795183705,6.58712658031649e-20,9.50934965776019e-18
"FUN_001495","1.00896174082744",490.812254583063,6.91282491648495e-20,9.87106314433292e-18
"FUN_000674","2.91700982487073",605.112574030382,7.18117463927538e-20,1.01439883049635e-17
"FUN_000128","0.693886927905964",2011.14218237481,1.03373087729215e-19,1.43896998454403e-17
"FUN_006769","1.59545372135852",14488.8098618097,1.04058878382951e-19,1.43896998454403e-17
"FUN_015188","-0.887798626013677",709.016996719255,1.21619382968607e-19,1.66428524381103e-17
"FUN_000822","-3.49816995190301",840.12728459024,1.41607197672697e-19,1.91782861425384e-17
"FUN_002453","3.58459874621318",670.150404408956,1.64477320857917e-19,2.20483526950046e-17
"FUN_003553","3.31152582756066",719.964875418559,1.6687585620212e-19,2.21439204336086e-17
"FUN_012330","9.16831830565894",41.2980254998601,2.04132610678231e-19,2.68169010647992e-17
"FUN_014838","2.55822840541327",720.625953074167,2.23328546484951e-19,2.90481892591367e-17
"FUN_006361","0.923448041829024",479.100797850146,2.89574689948732e-19,3.69334242898688e-17
"FUN_012071","-2.29325126758475",42724.8028811539,2.87638827774686e-19,3.69334242898688e-17
"FUN_006418","1.35289087503132",169.862147385675,2.942622010417e-19,3.69787604011666e-17
"FUN_012929","0.902087667382855",3353.18347056041,2.95559857054312e-19,3.69787604011666e-17
"FUN_013042","1.99284472124282",846.779317443526,4.002251020078e-19,4.96014826894006e-17
"FUN_007375","3.74776709426089",1690.75088160087,4.63366417153666e-19,5.68901366555861e-17
"FUN_007691","2.11377925644952",4203.98305352738,5.68763250831909e-19,6.91837298720258e-17
"FUN_007919","2.08351939024527",270.012274483012,7.19205871871788e-19,8.66808031080704e-17
"FUN_013139","-9.89955971439626",110.350381326487,7.40761306637269e-19,8.846710259358e-17
"FUN_014715","4.06008683062616",2578.81509311024,8.50190416298752e-19,1.00621184674925e-16
"FUN_003528","0.753478925715808",155659.993841393,8.92770805095392e-19,1.04717232736948e-16
"FUN_014977","3.53547802395436",78.987360913133,1.11669516339778e-18,1.29823224438555e-16
"FUN_015137","1.62551318603182",384.71975922509,1.25003815041509e-18,1.44050448964939e-16
"FUN_013855","1.47226231119074",6574.74902394131,1.40076508132278e-18,1.60016094550759e-16
"FUN_010349","-1.66490491515455",1652.65536181645,1.44722849939287e-18,1.63898627556243e-16
"FUN_003300","-3.93999928499364",747.463315605057,1.48689441364795e-18,1.66951554804215e-16
"FUN_008006","-1.69249461926444",327.995452594445,1.79457744661825e-18,1.99791219629017e-16
"FUN_012956","2.44418529271564",166.739778684432,2.2047771808243e-18,2.43396284239402e-16
"FUN_007266","-3.69983456836883",3555.25504969197,2.7255384881635e-18,2.98378325991699e-16
"FUN_008447","-0.927294416346278",4602.57249925949,2.8912355837871e-18,3.13902164167035e-16
"FUN_013261","1.00812194634842",305.517172827878,3.19040491773783e-18,3.40750808165219e-16
"FUN_014848","2.96210010804341",265.562284856327,3.1690477047555e-18,3.40750808165219e-16
"FUN_001759","-2.68675394725862",1632.28588973307,3.26935329963305e-18,3.46366889494188e-16
"FUN_010175","0.967452665518804",3161.73912976524,3.41475765636693e-18,3.58877370653539e-16
"FUN_008000","1.03249763696491",1079.6159564842,3.51411471349186e-18,3.66388293580496e-16
"FUN_010288","4.60881032327225",526.187483586984,5.46142851244886e-18,5.64935325732603e-16
"FUN_006745","2.3862819191162",192.230861169675,5.75506493641797e-18,5.9065850054471e-16
"FUN_008008","-1.11697538066154",3356.53250006184,8.07140238486043e-18,8.21969094030322e-16
"FUN_015388","4.86122549899792",401.492883085999,9.29689128169419e-18,9.39486621289359e-16
"FUN_003883","0.809688819408028",2930.11447354198,9.8433615739423e-18,9.87116343487634e-16
"FUN_006770","1.4721095650164",109.387342563066,1.01654424053111e-17,1.01169255211039e-15
"FUN_006020","2.21140752186904",760.5033812084,1.05133376121067e-17,1.038448994062e-15
"FUN_009413","4.10906913574624",1457.20769920145,1.14626887027603e-17,1.12377120513554e-15
"FUN_009542","1.0544584848659",1113.94204181433,1.40083748007378e-17,1.36317051672068e-15
"FUN_012631","4.52943187103927",512.701483557145,1.43315460233456e-17,1.38436411844626e-15
"FUN_015244","1.12968075886691",445.518353328009,1.44411716394518e-17,1.38477132720787e-15
"FUN_008979","-1.08924479454179",1273.12171913732,1.52836692981488e-17,1.45493886644769e-15
