"","GeneID","meanExpr","logFC","pval","adj.pval"
"8868","FUN_008868",3062.52607092896,"-3.15509635438593",1.1201920281401e-21,2.26588316428918e-19
"3553","FUN_003553",1021.6527609856,"3.31322530952826",1.70328655545185e-21,3.40060054765732e-19
"12629","FUN_012629",287.044424636268,"4.88890844030723",1.97168368474316e-21,3.8859863186611e-19
"7611","FUN_007611",1112.02033555103,"1.4567291638718",2.06636150517846e-21,4.02103486317828e-19
"13139","FUN_013139",156.285972431738,"-10.4033124041",3.27461846610618e-21,6.29258870993128e-19
"12014","FUN_012014",297.767792681362,"-2.68947408076246",3.61841404139048e-21,6.86739247633282e-19
"13013","FUN_013013",1175.43149550421,"2.26124144263812",5.60459910314879e-21,1.0507256343013e-18
"4781","FUN_004781",494.767649294023,"4.03974026680114",7.37008895820147e-21,1.36506478981242e-18
"6173","FUN_006173",400.941553020367,"4.632835680415",1.09693233030389e-20,2.0075167516383e-18
"14977","FUN_014977",151.962026935451,"3.80188029283879",1.20956670027755e-20,2.18760810392551e-18
"8692","FUN_008692",690.016238768424,"0.668850052333727",1.4487878970372e-20,2.58979259780847e-18
"6769","FUN_006769",19495.1675128183,"1.58947890154491",1.47160557068492e-20,2.60034395840681e-18
"12690","FUN_012690",100.021871301024,"-8.06854622615612",1.57157493846171e-20,2.7454342646559e-18
"14664","FUN_014664",1425.10237898975,"-1.94505018611182",1.59702222460464e-20,2.75854187178057e-18
"10397","FUN_010397",6935.06606574596,"0.598258199860182",2.05162293118115e-20,3.50439992456088e-18
"13042","FUN_013042",814.829157685552,"1.99062964341364",2.54439593430651e-20,4.29835150528505e-18
"12956","FUN_012956",217.370259428963,"2.55368047056421",2.67674039908324e-20,4.47277501685941e-18
"8547","FUN_008547",169.043763576112,"-1.71422101426722",3.38288835529319e-20,5.59195082644325e-18
"15615","FUN_015615",514.756970713055,"-1.28957209867979",5.67490557758401e-20,9.28088547278713e-18
"12157","FUN_012157",1481.03384529041,"-3.94430947904842",6.51522959845971e-20,1.05430131175917e-17
"1295","FUN_001295",399.045275030529,"3.07215714572938",8.19390759011801e-20,1.31213480607171e-17
"1469","FUN_001469",41.4217983021492,"3.90447938778309",1.00233647724591e-19,1.5885483159486e-17
"13169","FUN_013169",10457.4143261582,"1.60056769602522",1.20228596391747e-19,1.88599409421461e-17
"14848","FUN_014848",134.678016922247,"3.46481029517523",1.42406834565175e-19,2.21133360380852e-17
"405","FUN_000405",1673.33054672328,"0.925059591268654",1.53599487953232e-19,2.36128492830503e-17
"2453","FUN_002453",742.541080128266,"3.6367686254908",2.33866594277577e-19,3.55963480577148e-17
"822","FUN_000822",1136.88463185651,"-3.46182649304861",3.16628709667122e-19,4.77209132716928e-17
"13855","FUN_013855",7489.05991366134,"1.57352345542046",3.6840577713944e-19,5.4985456426841e-17
"2868","FUN_002868",3352.61056690103,"2.81783722199041",4.90174084396767e-19,7.24562134560721e-17
"15137","FUN_015137",399.19054317597,"1.59583807487531",5.30790142204767e-19,7.77127319629893e-17
"10721","FUN_010721",251.138473207778,"6.16044846980705",7.19374913725839e-19,1.04329722157616e-16
"1270","FUN_001270",2418.15385459364,"1.0735509260382",7.86642729528797e-19,1.13019240009778e-16
"16443","FUN_016443",564.822912100741,"2.71839634263405",1.0290635950982e-18,1.46479580068931e-16
"4990","FUN_004990",241.510553154065,"-2.81349411705492",1.15022864366951e-18,1.62224448982856e-16
"540","FUN_000540",476.567120106533,"2.62420788859168",2.05856059294193e-18,2.87693199957239e-16
"7928","FUN_007928",237.835534581273,"1.79545839212344",2.26835816231673e-18,3.13512315444825e-16
"10002","FUN_010002",333.294866167182,"-1.10307139438889",2.28409414751971e-18,3.13512315444825e-16
"7691","FUN_007691",4843.97657692328,"2.14697240276822",2.37503999410914e-18,3.23110529464069e-16
"10288","FUN_010288",701.820502900415,"4.5536503200894",2.91859826351295e-18,3.93575536008637e-16
"7919","FUN_007919",338.958627807455,"2.06847537531969",3.84147050321575e-18,5.13521096051614e-16
"3300","FUN_003300",863.127361741639,"-4.07206014384472",3.97965248421967e-18,5.27406876206112e-16
"128","FUN_000128",2937.06412798459,"0.713783994115667",4.77716615489853e-18,6.27686968369702e-16
"12071","FUN_012071",45352.4648322829,"-2.28409066647143",6.29336382349526e-18,8.19897305581293e-16
"2535","FUN_002535",11580.0565628507,"0.593008101509045",7.19005142109685e-18,9.28845886525394e-16
"10759","FUN_010759",309.540220756953,"-3.46625561303902",8.98597894913852e-18,1.15117878654255e-15
"10952","FUN_010952",7061.53945411693,"5.11647933430598",1.02261575563105e-17,1.29922909184431e-15
"14838","FUN_014838",813.972585671296,"2.56120430518758",1.13534714226179e-17,1.43063046049102e-15
"14715","FUN_014715",2905.97788338685,"4.08006415767302",1.18275168208433e-17,1.47824728525873e-15
"8022","FUN_008022",94.6692927021534,"3.07284596800938",1.27524561476421e-17,1.58099603514276e-15
"2485","FUN_002485",86.4874965693868,"-8.39315401771224",1.31248022076506e-17,1.6141406747057e-15
"7266","FUN_007266",4728.48065571546,"-3.69795951006656",1.43417477166989e-17,1.74980704483184e-15
"3883","FUN_003883",3030.9159868823,"0.843532110691138",1.47302281998946e-17,1.78305352848016e-15
"12035","FUN_012035",171.443115121725,"4.84377631008242",1.57074088794571e-17,1.88648434924917e-15
"12929","FUN_012929",3793.40519936058,"0.930417129357718",1.59912919102558e-17,1.90569093439041e-15
"1759","FUN_001759",1833.80809861978,"-2.71775393009553",1.65480970824147e-17,1.95687612652278e-15
"9348","FUN_009348",1171.29885247661,"1.93847067165275",1.77098962210032e-17,2.07827660004185e-15
"6661","FUN_006661",255.508345517744,"1.48402256793518",1.81684058986012e-17,2.11593108999391e-15
"4647","FUN_004647",1109.75302056708,"0.687658734091231",2.19668149877171e-17,2.53906651733966e-15
"7375","FUN_007375",3707.93478482901,"3.78487050200463",2.35253960581497e-17,2.69892472837265e-15
"823","FUN_000823",2878.76433171719,"-5.29134124586538",2.66831632250709e-17,3.03852050562234e-15
"11248","FUN_011248",416.574660889366,"2.03487855679004",2.77319822314452e-17,3.13473355032358e-15
"15188","FUN_015188",725.540473396556,"-0.912813353224907",3.06283771425597e-17,3.43686161906986e-15
"8000","FUN_008000",1369.81309151209,"1.04707682409015",3.43848926336194e-17,3.83042720620747e-15
"3030","FUN_003030",524.575374950096,"2.02833632882252",3.68067017869429e-17,4.07071529906959e-15
"6448","FUN_006448",263.638967843018,"2.98164683528887",4.65306484094644e-17,5.10939755713354e-15
"10175","FUN_010175",3486.83614563785,"1.00488776028336",5.03202672361813e-17,5.48633665405543e-15
"2448","FUN_002448",139.971455695217,"-2.19751541011561",5.23207764994264e-17,5.66427674032171e-15
"3946","FUN_003946",390.954054050419,"1.42545451282191",6.30522428587711e-17,6.77833656970551e-15
"1235","FUN_001235",73.2075788198677,"-2.81691428583073",7.73885705466659e-17,8.26176732648538e-15
"2467","FUN_002467",3005.28633718547,"-9.16304167942684",8.34917353844701e-17,8.85185136596868e-15
"6418","FUN_006418",144.884027834594,"1.5569603515744",9.35712361760064e-17,9.85253845023114e-15
"12923","FUN_012923",143.487798628669,"-1.40670165087623",1.04061087201836e-16,1.08825244459444e-14
"4167","FUN_004167",1153.1786560474,"1.89982737161178",1.07321245786418e-16,1.11476318342878e-14
"1298","FUN_001298",2652.3938586674,"3.66923795214205",1.17306125375995e-16,1.21030004389609e-14
"14051","FUN_014051",2000.57123602754,"1.7052211237551",1.18280010077399e-16,1.21221239661324e-14
"11879","FUN_011879",651.892326065051,"2.71742097378486",1.50321287111303e-16,1.53039016341858e-14
"2551","FUN_002551",261.48657715473,"3.45544262196589",1.53168377712068e-16,1.54911675695239e-14
"463","FUN_000463",293.626728392594,"5.14491651291357",1.77610597523312e-16,1.78458020635679e-14
"2466","FUN_002466",5029.36788269894,"-8.38626771671312",1.79774648571171e-16,1.79459459252247e-14
"7878","FUN_007878",1045.09356796856,"-2.89463196674633",1.89089542972239e-16,1.87540228652402e-14
"2262","FUN_002262",747.506787200924,"1.21444872905898",1.97357669939307e-16,1.94485862819036e-14
"13316","FUN_013316",166.395643796123,"3.33862227476038",3.03200499646033e-16,2.96885431914552e-14
"3528","FUN_003528",169866.580874342,"0.764289085123227",3.41337037653976e-16,3.32112296193328e-14
"4881","FUN_004881",555.343500826997,"-3.52509803298824",3.52698206593402e-16,3.41008146538388e-14
"1253","FUN_001253",711.724768541354,"-1.55055552856024",3.60501241178224e-16,3.46374098789553e-14
"9413","FUN_009413",1988.05967575932,"4.11939650726947",3.76866346607018e-16,3.59848841390664e-14
"279","FUN_000279",549.819027281683,"2.99461060323031",4.14453465406256e-16,3.9329587183274e-14
"5058","FUN_005058",8180.71181908281,"0.996226100635675",4.94708626826215e-16,4.6657397056438e-14
"9658","FUN_009658",601.538661440274,"-2.28732002174457",5.27580906381241e-16,4.94542760597489e-14
"6361","FUN_006361",565.193482758201,"0.985170875468775",5.81657550215149e-16,5.41928576936818e-14
"10247","FUN_010247",2313.94945825282,"2.30054576368644",6.22502018437542e-16,5.76489369243394e-14
"8979","FUN_008979",1562.4421207248,"-1.04563612568561",7.73042103263964e-16,7.11615344519576e-14
"9656","FUN_009656",998.120651588253,"-2.49823097563607",7.93139496099661e-16,7.23788388631466e-14
"11139","FUN_011139",88.5114183099592,"3.19017577039064",7.95682285036868e-16,7.23788388631466e-14
"228","FUN_000228",450.370476900255,"4.70191316359149",9.02184646149971e-16,8.15840268544912e-14
"14334","FUN_014334",354.925165977677,"3.03541121189187",9.10099261991552e-16,8.18184558748312e-14
"10000","FUN_010000",3564.79421792167,"4.43308487588207",9.25161044980479e-16,8.26889578167727e-14
"1746","FUN_001746",92.8291726908881,"2.21129704147894",1.10791238030211e-15,9.84505030195626e-14
"8046","FUN_008046",19234.2539844629,"1.97039546269185",1.13491025764824e-15,9.96970022332933e-14
"11167","FUN_011167",372.964095294027,"-1.77609798099861",1.13395744965832e-15,9.96970022332933e-14
"9133","FUN_009133",230.14236626614,"1.26674975315721",1.22066030234353e-15,1.06620516067768e-13
"407","FUN_000407",475.820301404147,"1.50526721804543",1.23357928328463e-15,1.07140193909235e-13
"14173","FUN_014173",2268.33675067713,"0.99876727281976",1.3268338958152e-15,1.1459223303577e-13
"8676","FUN_008676",190.336640802942,"2.19992854300239",1.35456232885701e-15,1.1633344514815e-13
"10349","FUN_010349",1960.1090316143,"-1.62977459037926",1.36350824945774e-15,1.16451179549522e-13
"518","FUN_000518",1982.96115029836,"1.38218525711654",1.37133630702719e-15,1.16472668773088e-13
"8447","FUN_008447",4902.38185798101,"-0.931185191971709",1.39217949149089e-15,1.17593271003788e-13
"3865","FUN_003865",5137.37061107825,"0.811883548132218",1.4017146069371e-15,1.17751686625377e-13
"4631","FUN_004631",1041.80013375123,"2.24932248887736",1.42769594119194e-15,1.19282444043173e-13
"925","FUN_000925",335.378006018827,"1.65194866506278",1.44179147541684e-15,1.19808974873422e-13
"510","FUN_000510",882.263081352036,"1.14055734293507",1.53606152981868e-15,1.26938972850896e-13
"8160","FUN_008160",758.389816030991,"2.96399014301668",1.54410901731071e-15,1.26938972850896e-13
"2468","FUN_002468",815.086156647192,"-5.39968588073208",1.70982307181602e-15,1.39814415335254e-13
"15403","FUN_015403",612.672944663933,"-1.42482096887304",1.83520062585119e-15,1.49272694292118e-13
"5171","FUN_005171",886.531878999733,"2.01541773532271",1.88534116958766e-15,1.52543946316163e-13
"5726","FUN_005726",327.695266874499,"-1.25883412951822",2.18552109441693e-15,1.75905841803516e-13
"15087","FUN_015087",412.468906134922,"-0.989352042442945",2.27467608705075e-15,1.82128101490787e-13
"12559","FUN_012559",803.648674506541,"3.07912163520001",2.39497046647553e-15,1.90766222700147e-13
"5347","FUN_005347",2308.23644736776,"1.32994544488257",2.4200844478171e-15,1.91772980496352e-13
"15388","FUN_015388",538.192675030519,"4.85657877606523",2.81477413243277e-15,2.21905244809687e-13
"5294","FUN_005294",25451.4634324509,"-4.13531876436844",2.97621062597157e-15,2.33435132413576e-13
"2227","FUN_002227",511.518814694882,"1.08027790280145",3.18180197105469e-15,2.48258715278816e-13
"10066","FUN_010066",754.84726530687,"1.38339004917275",3.19750378099301e-15,2.48258715278816e-13
"15244","FUN_015244",885.707823558234,"1.26684227394992",3.28098021159629e-15,2.5345984318025e-13
"10905","FUN_010905",102.752248636527,"-4.5466242089219",3.92192171601409e-15,3.01458512701423e-13
"15032","FUN_015032",139.304040133728,"1.32024373074445",4.64382116539478e-15,3.55171456595094e-13
"10537","FUN_010537",3827.19250809083,"0.806662044146132",5.02495038459945e-15,3.82418625061621e-13
"2855","FUN_002855",269.593506239865,"5.17880961350723",5.487126258201e-15,4.15534935799626e-13
"3710","FUN_003710",4385.44780181733,"3.42776555876887",5.88309144346391e-15,4.4333708215868e-13
"12856","FUN_012856",1179.29791903297,"-1.75235279596601",6.01950005956487e-15,4.51331569552723e-13
"15855","FUN_015855",66.400141291203,"2.52219613438166",6.04789587769862e-15,4.51331569552723e-13
"5731","FUN_005731",835.305991855353,"1.6383536257406",6.09687435765173e-15,4.52280198634489e-13
"12028","FUN_012028",227.611790934384,"4.40573912909025",6.11944846913249e-15,4.52280198634489e-13
"1617","FUN_001617",315.166338150306,"3.28699718774379",6.31018039723045e-15,4.6414547007954e-13
"4200","FUN_004200",121.423205556739,"3.02724764876401",6.44674693725415e-15,4.71932574601943e-13
"9099","FUN_009099",289.393692422741,"1.70388669796784",6.58015826032239e-15,4.7941598547837e-13
"7533","FUN_007533",20586.8393563464,"0.499694555255049",6.78451284908888e-15,4.91973188816242e-13
"14417","FUN_014417",1740.64451325781,"1.39950101797796",6.85898229186593e-15,4.95038191421855e-13
"6580","FUN_006580",508.767166583269,"3.10097361222904",6.92447109514839e-15,4.9742941189587e-13
"5204","FUN_005204",372.751761499296,"-1.7153806590538",7.04658810840862e-15,5.03847437165422e-13
"2209","FUN_002209",338.177254313031,"-2.22844076790333",7.11704394398459e-15,5.06529243291088e-13
"6020","FUN_006020",926.143991288059,"2.27000997571774",7.85244077329582e-15,5.53970351291136e-13
"9542","FUN_009542",1149.49704841155,"1.04970971280196",7.85569092444335e-15,5.53970351291136e-13
"9116","FUN_009116",174.026410057041,"4.06821255896182",7.90161856297963e-15,5.54664758761123e-13
"9654","FUN_009654",2991.78764984776,"-2.57263665410796",8.0594027255941e-15,5.63169082275264e-13
"7313","FUN_007313",444.452702960227,"-1.39986893854726",8.99560681966568e-15,6.25744179360726e-13
"14983","FUN_014983",859.664230338597,"3.62270686950394",9.15274962505663e-15,6.33807297234214e-13
"4161","FUN_004161",217.337157069746,"-1.7968277887096",1.05190113664286e-14,7.25151397919759e-13
"2331","FUN_002331",9660.09944614866,"1.39338245994496",1.13771950648094e-14,7.8081080237194e-13
"136","FUN_000136",1632.19706744195,"0.852673773154359",1.16399443700901e-14,7.95292732450642e-13
"617","FUN_000617",649.015817013017,"2.68415375379632",1.29986032256061e-14,8.84192599058593e-13
"1148","FUN_001148",18807.5436733057,"1.59965608968792",1.37526874462971e-14,9.26745924278627e-13
"1855","FUN_001855",11420.4778508305,"2.42405198284411",1.38413111791916e-14,9.26745924278627e-13
"3478","FUN_003478",3953.36882445127,"-1.65870864410739",1.38653198844782e-14,9.26745924278627e-13
"7423","FUN_007423",1530.35618445067,"4.57000028362802",1.37011546819936e-14,9.26745924278627e-13
"2672","FUN_002672",860.23996360227,"4.33663293274103",1.39976369901385e-14,9.31539711902158e-13
"15892","FUN_015892",115.826185224306,"2.12586307333823",1.48160063301431e-14,9.81752005660732e-13
"2454","FUN_002454",459.727850159763,"2.7052243517439",1.80794541135439e-14,1.19285600037558e-12
"11053","FUN_011053",12575.807077035,"1.19298544064657",1.84465206789951e-14,1.21187334358202e-12
"10840","FUN_010840",254.742774394396,"1.22380203982701",1.93490705582295e-14,1.26575856039005e-12
"2163","FUN_002163",245.746469337023,"0.899371622961592",2.06395618168441e-14,1.34445755851841e-12
"1304","FUN_001304",275.359405517568,"1.14830449600246",2.30717533440522e-14,1.49654879391609e-12
"239","FUN_000239",77.1424891102226,"1.71465276173928",2.82097681320005e-14,1.82213767013968e-12
"1005","FUN_001005",8888.88785710226,"1.26672261086515",2.92827766676563e-14,1.88353190674427e-12
"12406","FUN_012406",500.943329709504,"3.3886963016145",2.95570383933121e-14,1.89080276447432e-12
"15432","FUN_015432",923.072619739463,"8.94004752175356",2.96418048681657e-14,1.89080276447432e-12
"5277","FUN_005277",924.198603144287,"2.69956760429272",3.01122824106661e-14,1.91287651859161e-12
"12053","FUN_012053",3707.61644239384,"-7.70452635372694",3.10416593826411e-14,1.96380012217836e-12
"4813","FUN_004813",5112.98205186913,"0.42907899309248",3.2425439017828e-14,2.04293554926668e-12
"3610","FUN_003610",62.1773023444879,"4.94155409612771",3.39798986838886e-14,2.132134622316e-12
"3340","FUN_003340",765.191345530837,"3.97814756863818",3.55724832807418e-14,2.22299099786522e-12
"4926","FUN_004926",486.358931933894,"2.4135551314665",3.69084802982508e-14,2.28787930493955e-12
"12614","FUN_012614",78.2926802863605,"-2.70209968831367",3.67758937750071e-14,2.28787930493955e-12
"3255","FUN_003255",269.46996959958,"1.40766699599295",4.02276991580264e-14,2.47368167662536e-12
"13917","FUN_013917",9079.39064670025,"0.666827857835072",4.01635433420384e-14,2.47368167662536e-12
"13736","FUN_013736",1843.50598566619,"1.22490057766816",4.14063946304778e-14,2.53601794683002e-12
"8876","FUN_008876",2155.7849019743,"-3.44053320747429",4.18665775778574e-14,2.55402736946191e-12
"15697","FUN_015697",288.448283624081,"2.47947840327826",4.46823883427275e-14,2.71502907507015e-12
"7233","FUN_007233",166.601499746582,"3.04415658920204",5.19613807033096e-14,3.14489096674007e-12
"4725","FUN_004725",129.997796019819,"1.85462136247133",5.36194736106508e-14,3.23251830516288e-12
"5764","FUN_005764",317.513148128017,"-1.45470841341917",5.39539822283377e-14,3.23997878436029e-12
"8008","FUN_008008",5076.92199165031,"-1.06763827056443",5.82510847486164e-14,3.48441216280342e-12
"14866","FUN_014866",73.3258816323864,"7.8821803571624",6.26234003163385e-14,3.73143229869408e-12
"12016","FUN_012016",210.70121608907,"2.24506815910379",6.86812634494631e-14,4.07659097686717e-12
"8904","FUN_008904",122.960284250654,"-4.29294809265307",7.28652096466818e-14,4.30829564576323e-12
"2686","FUN_002686",44.8987788349691,"2.91010156648241",7.50178090910317e-14,4.41857769791736e-12
"240","FUN_000240",222.193975208331,"1.87475194284726",7.85491395773439e-14,4.60891573558209e-12
"466","FUN_000466",663.332101158735,"1.59990073054115",8.63658436146465e-14,5.04829701098084e-12
"2236","FUN_002236",2004.92785914305,"0.516515492984482",9.24663416175179e-14,5.38441314275039e-12
"3259","FUN_003259",1686.91575484298,"0.70820447502937",9.53582826772107e-14,5.53185992300664e-12
"11805","FUN_011805",17126.5067903576,"-1.52173670699612",1.03546956112491e-13,5.98431336961399e-12
"8977","FUN_008977",200.015128637105,"2.53385630801788",1.17324172946162e-13,6.75514798015488e-12
"11513","FUN_011513",2537.93558350934,"9.08394007742959",1.2217259886225e-13,7.00805732204986e-12
"7942","FUN_007942",2505.04524187024,"2.94702118983033",1.25016260895919e-13,7.14451664963927e-12
"1297","FUN_001297",194.550216769455,"1.76320155441973",1.39441764431058e-13,7.93940090592097e-12
"5555","FUN_005555",135.421488036162,"-2.48897467659083",1.42003240926906e-13,8.05540894010823e-12
"14082","FUN_014082",1109.66238293095,"1.95201687563765",1.43428507829032e-13,8.10634724579305e-12
"10382","FUN_010382",6245.48117160421,"-1.72909550227775",1.46144225552946e-13,8.22957941181481e-12
"2470","FUN_002470",2865.32406614485,"-8.2738861033682",1.54523333289976e-13,8.66966132360147e-12
"6377","FUN_006377",152.756615725205,"-2.57958362091444",1.56932957960893e-13,8.77283768266474e-12
"12228","FUN_012228",4319.73585875513,"0.553738368691369",1.59040617469643e-13,8.85844714623484e-12
"12050","FUN_012050",172.380833275694,"3.49583094594308",1.61471066110249e-13,8.96135270510056e-12
"7077","FUN_007077",140430.22541324,"0.651022559400384",1.89445209907565e-13,1.04760475248525e-11
"11896","FUN_011896",25931.3745383195,"0.701800848235916",1.91982636691706e-13,1.05783120926939e-11
"13055","FUN_013055",1582.93680168069,"-0.601217274686444",2.00690810526022e-13,1.10186422507734e-11
