"X","logFC","meanExpr","pval","adj.pval"
"FUN_000887","-10.7185865493232",289.428195666548,4.34374979496618e-27,2.19200093819977e-24
"FUN_013139","-9.91571997092415",111.104648053648,1.0187330025649e-19,1.81442340303883e-17
"FUN_002467","-9.48566099111355",1656.71833241492,5.1025100128465e-14,3.30114953352492e-12
"FUN_012054","-9.22503911251597",3142.0329946695,2.85674130031393e-29,1.80200860606052e-26
"FUN_002487","-9.12832840684478",64.384348781222,2.95730827173628e-14,1.97227708924298e-12
"FUN_008877","-8.95086302928091",4796.55546611364,5.10255690804583e-112,7.72476090309058e-108
"FUN_002485","-8.7640349097187",267.802689505506,1.68770197579311e-37,3.65001717307599e-34
"FUN_002466","-8.42426121614229",3856.70143771952,1.55756173838528e-18,2.20373151003877e-16
"FUN_002470","-8.341634532505",2901.89697816126,1.17881805066517e-13,7.16711906386344e-12
"FUN_012053","-7.76715845154335",3227.74872634451,3.28604163488527e-11,1.28879233965099e-09
"FUN_002486","-7.75449314669794",133.791905791458,1.65886197600587e-30,1.19588149784537e-27
"FUN_013141","-7.69493132272709",23.8478784419175,0.0110274701081638,0.0411498323804515
"FUN_011854","-7.61248916202574",50.3486916014588,8.65750602579462e-15,6.58623033791481e-13
"FUN_006209","-7.44643313558878",307.59678474311,4.66911508238518e-32,4.15798430777819e-29
"FUN_008903","-7.36182007104957",28.2990214416011,2.82697854542869e-13,1.57924827303487e-11
"FUN_014624","-7.23350782418595",38.7290335722231,1.36494386842645e-12,6.75290366800914e-11
"FUN_010492","-7.10559258786301",101.682200765142,1.36218004582428e-21,3.03265348731378e-19
"FUN_007421","-7.04238167567003",104.778528936327,0.010485346638354,0.0394825998069508
"FUN_008732","-6.78841991398282",49.4985887078427,7.25264745178572e-05,0.000604280846299307
"FUN_002484","-6.73209799522942",12.2109206812802,1.95003050611229e-06,2.59187987989762e-05
"FUN_005334","-6.70599273562739",365.639087189043,8.07549234987805e-46,4.07516262282679e-42
"FUN_012690","-6.69183713977883",90.0212090582926,4.11235257091982e-26,1.83108545797515e-23
"FUN_005514","-6.54492962479477",314.516267993797,2.94845293060956e-15,2.39745256940627e-13
"FUN_012623","-6.19215375071797",153.931686975031,1.67825698468807e-06,2.2604210401417e-05
"FUN_003330","-6.14957682850819",36.7124728675553,7.9185804863197e-12,3.4251254280684e-10
"FUN_003235","-6.13449228736138",194.652332275721,6.55504639412039e-07,9.88414814348492e-06
"FUN_002465","-6.10700195275088",766.677196915145,1.58781260194525e-05,0.000165778586074822
"FUN_004069","-5.97782494793901",866.247882471619,0.000839256976352002,0.00486242302525563
"FUN_014788","-5.96799057016778",559.706400793532,0.000226634908114688,0.00161460041126977
"FUN_005722","-5.95914565232912",648.283293158098,3.55450993872761e-46,2.69058629811986e-42
"FUN_012622","-5.93046337243207",6926.50289399981,1.36779418184297e-32,1.38046907459472e-29
"FUN_002469","-5.89602701287388",2791.6573407028,4.08756524374572e-11,1.57060025951945e-09
"FUN_000190","-5.69312243209756",5874.70389799086,9.23025436362337e-31,6.98684104054471e-28
"FUN_009753","-5.6817175211374",25.3096831992391,8.62189393831011e-12,3.69764454198518e-10
"FUN_002492","-5.66728573501412",5.85891806498983,0.000907361349266625,0.00516994485003667
"FUN_010552","-5.55709405645256",531.614007832342,5.57137285060412e-07,8.63306177945709e-06
"FUN_002468","-5.52713531257711",666.25088505858,1.21226024136456e-11,5.05575972286999e-10
"FUN_002488","-5.48572712058226",359.008481418041,0.00782822144484576,0.0311380568716553
"FUN_012575","-5.47634205522724",933.345237945032,4.43955892477781e-14,2.897003558716e-12
"FUN_004474","-5.44638530752039",45.353620084929,0.00228795080577459,0.0112495249264766
"FUN_004335","-5.42693425286977",1346.36916309277,4.55165027903276e-11,1.71838986469519e-09
"FUN_008657","-5.38869164600647",192.020470680498,0.00234452795209178,0.0114866694714296
"FUN_006426","-5.35188367688598",4.6963171581719,0.00120635159499685,0.00657188862107293
"FUN_000231","-5.32157860969385",1207.73259345436,3.3709141118411e-06,4.16930300156556e-05
"FUN_000823","-5.24629899318303",1991.24209425578,4.60001823975842e-13,2.46076594104957e-11
"FUN_013377","-5.21795059813605",253.060482638202,1.65600104107329e-14,1.15000916333984e-12
"FUN_010322","-5.20398277415626",2624.27406511269,7.03157104175354e-06,7.95597563535925e-05
"FUN_004907","-5.15984466907756",1921.64743736214,0.00309719784139446,0.0144717525064416
"FUN_000815","-5.15491276010056",39.4769381273881,2.23890263240335e-10,7.44939493449546e-09
"FUN_008133","-5.13467672018201",2875.57629580761,0.000716786848075611,0.00427895744992771
"FUN_008712","-5.11191169986714",61.6931265605801,4.6951150142271e-05,0.00041737725308505
"FUN_005461","-5.10317161594841",116.482963927461,2.8601145252652e-05,0.000273872699544528
"FUN_002475","-5.04535838577996",2484.71747550585,4.10246840239283e-08,8.392874208625e-07
"FUN_013146","-5.00773793054946",32.3844488328611,5.26252021691863e-16,4.74221985499591e-14
"FUN_007703","-5.00528822903198",733.155523653325,0.000250248022022424,0.00175963994677078
"FUN_004074","-4.99928315422707",19.4888080901839,4.66541528525755e-05,0.000415468952961848
