"","logFC","logCPM","PValue","FDR"
"FUN_005514",-6.67301534792492,4.03407316344369,7.67982447521126e-19,3.84712661817325e-16
"FUN_011253",-6.66008545182345,-1.25929558131749,5.15549672618403e-06,0.000131724136600538
"FUN_015692",-6.54239719440827,-1.33576082073077,2.03567546402234e-05,0.000418034175102525
"FUN_003059",-6.54060656446593,-1.33406167583095,0.000734396657438221,0.00893984620332196
"FUN_008984",-6.53579762333284,-1.29915287830604,0.00471729167566229,0.0419932949328882
"FUN_000604",-6.52579326414221,-1.34876330181538,6.24280163027069e-06,0.000155655737179494
"FUN_002464",-6.45275377512327,-1.40593311165592,1.64918389526728e-07,6.69844200802542e-06
"FUN_007244",-6.42399527844877,-1.42286192309997,3.38514395959103e-08,1.74329641109032e-06
"FUN_000471",-6.41233499619179,-1.42000207303589,0.000540000801100382,0.00685092344051451
"FUN_012623",-6.27742354723014,3.42223102249218,5.08892292343206e-13,8.76301925492243e-11
"FUN_013745",-6.24388771032139,-1.55392843493228,1.56303419491345e-05,0.000333830985479513
"FUN_006426",-6.21801634671153,-1.560763684585,0.000145876710284262,0.00221848012668734
"FUN_004067",-6.15371813951656,-1.62411454311434,2.43826606831125e-05,0.000485626221388593
"FUN_007107",-6.12304415748473,-1.63938953230904,7.36265573137502e-05,0.00123065785536259
"FUN_011765",-6.11509294417038,-1.64446108390663,4.86864071704275e-05,0.000870091888577662
"FUN_003330",-6.07210626200773,0.987975818835548,1.79093912265028e-13,3.44255984145719e-11
"FUN_011872",-6.07053679539779,-1.67066413964422,8.84763074059809e-07,2.90775713266058e-05
"FUN_014641",-6.05442264152052,-1.68400330470744,3.95815610952459e-05,0.000726218408951732
"FUN_011328",-6.04815225645067,-1.69881316662807,3.1685290698787e-05,0.000608350221302728
"FUN_003577",-6.02708766302823,-1.70176703034162,2.06221718960063e-06,6.01243604255519e-05
"FUN_004069",-6.01457713978571,5.68896919615614,1.59991974344774e-05,0.000339515703195565
"FUN_003235",-5.99499299057567,3.25032361027495,5.02170979531267e-09,3.32055538505255e-07
"FUN_002859",-5.975183231923,-1.75907327784408,0.000378082374432036,0.00504038688043225
"FUN_004071",-5.94861378823417,-1.76302432711509,2.36480682043563e-05,0.000474425018793948
"FUN_015149",-5.93366809342243,-1.72907274166565,0.00115536475537709,0.0132450310479463
"FUN_015771",-5.91387458784858,0.156945957467704,7.91976792725919e-07,2.62368103417879e-05
"FUN_014788",-5.90510765704278,4.83692312272403,9.41529956419803e-06,0.000217684359574486
"FUN_012686",-5.88344982153266,-1.7899207886269,1.14269579834433e-06,3.63267389277501e-05
"FUN_007279",-5.88148793172879,-1.76442818403048,0.00122403760679451,0.0138769586678205
"FUN_002465",-5.85856869878806,5.20281022928745,1.5055082556037e-08,8.55242507676453e-07
"FUN_008903",-5.85541975414156,2.46650498805544,2.21884311997083e-21,2.03776086756877e-18
"FUN_005722",-5.85310496611752,4.91796559133361,6.01602261451392e-20,3.97803479362118e-17
"FUN_012622",-5.83853280871381,8.49545810054588,3.8430557441374e-22,4.23530363375569e-19
"FUN_008456",-5.80286884261892,-1.84234552398526,0.00156576462854891,0.0170328825986232
"FUN_000428",-5.79041364249434,-1.83914953638839,0.00148890277646425,0.0163433278869392
"FUN_016583",-5.78812083447324,-1.84889822745458,0.00162811658797479,0.0175911080495498
"FUN_002469",-5.74886335679582,7.04618630811809,1.25172329278376e-12,1.93385399560825e-10
"FUN_004847",-5.57807202990212,-1.98953778847415,4.6602884379883e-06,0.000120562172407488
"FUN_000190",-5.53114153937946,8.36460596914474,1.01251920805684e-21,1.04612218927423e-18
"FUN_004474",-5.49750993165149,1.38911090373691,0.000838553224701763,0.0100304799982235
"FUN_013897",-5.47570284166296,-2.06336299165222,0.000235865308193935,0.00337291471432001
"FUN_009981",-5.43225908387828,-2.07352358908238,0.000402797613719383,0.00532691788191609
"FUN_010875",-5.41423787296372,-2.08677929935096,0.00271743923021303,0.0269478031881533
"FUN_002468",-5.40835342317466,5.03164471834009,1.37114217017831e-15,4.37598078070035e-13
"FUN_003829",-5.38967064605316,-2.10629364196067,0.000680486350496284,0.00843894963244867
"FUN_004875",-5.38620392046556,-2.09847053753304,0.000327696284638081,0.00448439344482791
"FUN_009753",-5.36290251159047,2.40218575634318,8.16232452170609e-23,1.12442822223603e-19
"FUN_002475",-5.34693856471445,7.57477190113938,7.67178315667118e-12,1.00652577272168e-09
"FUN_010552",-5.34446858170347,4.5320024873344,1.76743857478517e-09,1.32206004885853e-07
