"X","logFC","meanExpr","pval","adj.pval"
"FUN_007421","-25.0117814433041",153.486201005493,1.4012904053223e-16,1.24381205500989e-14
"FUN_007678","-21.2075679512244",9.28980964275908,2.53560209909213e-12,1.12198511874368e-10
"FUN_013139","-10.1643377127902",133.204924783518,2.05878538959737e-19,3.07006077296759e-17
"FUN_000887","-9.3565521644446",477.801194290297,3.03038319529523e-33,3.22779101487447e-30
"FUN_012054","-9.32832004085257",3203.08625848112,6.59355509273078e-12,2.74645512689389e-10
"FUN_002467","-9.15561602169572",2720.79637280474,2.98248269416948e-12,1.2966408727538e-10
"FUN_008877","-8.96080781430485",4584.00052663065,3.7885892291976e-177,5.64954425857946e-173
"FUN_008732","-8.8338170267963",52.9961289781449,5.20991131579011e-09,1.27990440759575e-07
"FUN_002487","-8.79238905618413",51.4637332952958,3.07256081492052e-12,1.33191938581671e-10
"FUN_002466","-8.39590359765859",4113.62438579187,3.64650021954157e-08,7.33827412601942e-07
"FUN_002485","-8.33535195423529",1256.68679616552,6.82897651146799e-21,1.17050227286219e-18
"FUN_014624","-8.33356210665207",37.4436166156327,1.65055928805545e-15,1.2124699558366e-13
"FUN_013141","-8.31284312830438",36.9258124346293,0.00602704240521917,0.0243961065001705
"FUN_002470","-8.2360682370156",2355.83952978825,7.06324671036019e-08,1.31823698303994e-06
"FUN_016508","-7.85816441943257",26.9527217060746,6.26503956460498e-07,9.24077843594357e-06
"FUN_010492","-7.75076222310963",106.00929914568,8.47490448550228e-19,1.15942913475055e-16
"FUN_012053","-7.70013155199196",3179.73734655287,3.8925011762022e-15,2.61463862790663e-13
"FUN_002484","-7.57675467211966",22.1558743147811,1.9447190117706e-06,2.46386150412262e-05
"FUN_002486","-7.53582080754054",1335.42226332903,5.32475567372698e-11,1.89505385695983e-09
"FUN_015587","-7.48715518092432",20.8256039428795,7.83093908484079e-07,1.11746376682436e-05
"FUN_005334","-7.4483550774402",544.975852140179,9.51940006186725e-32,8.87208085766028e-29
"FUN_007424","-7.03431562971761",15.219740962351,0.0123888280511602,0.0439548427073285
"FUN_011854","-6.952042609937",132.661902977017,1.77750651897962e-17,1.89056181710101e-15
"FUN_002492","-6.79618667885982",12.9090994505515,6.5208675460028e-06,7.07194013425409e-05
"FUN_005514","-6.78198983049317",437.401701545362,1.46878878704045e-26,6.25787954067063e-24
"FUN_006209","-6.75198314298144",231.121659865017,6.22098667212881e-24,1.71791394916268e-21
"FUN_014726","-6.47563894446722",10.315821982366,4.7479684663892e-11,1.71018612972937e-09
"FUN_000430","-6.47545502417053",10.3246604790585,2.52446120792674e-05,0.000230807881867587
"FUN_012623","-6.43120960592708",492.061590399399,1.28261766308133e-05,0.00012785023122907
"FUN_003057","-6.31048860699862",9.23237391029951,1.03745524964801e-06,1.42192395981169e-05
"FUN_014705","-6.25935603927086",8.88801548245258,0.00373882625271554,0.0164707170104857
