"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"FUN_005765",446.664330816812,1.38195911025892,0.121262890447358,11.3963893253794,4.35821838316213e-30,2.83898307495893e-27
"FUN_013170",218.022343847611,3.03013897442788,0.26748389975495,11.3283041603771,9.50267525798227e-30,5.92099300531061e-27
"FUN_006209",281.75420974264,-7.30917197720634,0.647880658198368,-11.2816641224199,1.61658615093095e-29,9.65304005374641e-27
"FUN_012645",1343.49856529008,2.32491712973375,0.20694874798201,11.2342652584487,2.76786882279277e-29,1.58665312397773e-26
"FUN_006584",437.144037737196,-3.38574073284121,0.308145216153689,-10.9874843267161,4.38991606715775e-28,2.41968796763222e-25
"FUN_005514",472.343597623584,-6.85585843229926,0.624165547049158,-10.9840385530913,4.56068676339189e-28,2.42071118541367e-25
"FUN_014661",2042.92982179068,0.903948134631971,0.0838631971258692,10.7788417996424,4.33307077967924e-27,2.21775847655654e-24
"FUN_012054",3869.42608038413,-9.49114173897007,0.881340835174569,-10.768979899916,4.82315329185479e-27,2.38346930433003e-24
"FUN_000038",1468.22587963852,1.27324229923306,0.118461416512449,10.7481603438302,6.04553304729505e-27,2.88795113669285e-24
"FUN_012169",848.011785610943,1.73908304501176,0.161920170072642,10.7403731371549,6.57779918077407e-27,3.04085290515075e-24
"FUN_010098",83.5764560765533,2.35120602061369,0.225678341435916,10.4183946304007,2.04373674782647e-25,9.1527472915941e-23
"FUN_006745",225.638960800602,2.50155490042855,0.240405947127869,10.4055449971793,2.33913733766379e-25,1.01582355109272e-22
"FUN_001857",5250.75431804999,1.41218927111855,0.136566546974301,10.3406676261962,4.6131239706908e-25,1.88887656068485e-22
"FUN_002259",443.168224553293,2.39806479248099,0.23189203861708,10.3412985059003,4.58285169605595e-25,1.88887656068485e-22
"FUN_003017",2528.48857288528,-2.48131670335901,0.240244694931931,-10.328289263836,5.24883172949636e-25,2.08947243098368e-22
"FUN_002954",942.911878184259,0.970901690993742,0.0951869990020604,10.1999401301929,1.98394761660958e-24,7.68431170098159e-22
"FUN_009386",57813.2951783232,1.78674484389527,0.175610472440853,10.1744777464628,2.57779060347334e-24,9.7216624048359e-22
"FUN_005595",1769.06671770751,1.34523879634867,0.132288600117944,10.1689699274865,2.72778023931152e-24,1.0023543233224e-21
"FUN_001495",595.14477315715,1.02555845218489,0.100989367875745,10.1551130951401,3.14445397488246e-24,1.12657924785101e-21
"FUN_004521",5031.43882113003,1.04562988683277,0.103202658435804,10.1318115509901,3.99184354642031e-24,1.39529536253047e-21
"FUN_010835",335.371256346071,-1.88693044425906,0.186701699169933,-10.1066591929708,5.16143717438561e-24,1.76115609871715e-21
"FUN_010594",2253.76919177417,1.86599062689433,0.185241187679048,10.0733030827214,7.25014513454985e-24,2.41632162612172e-21
"FUN_010077",1015.7296669573,-1.11543877164755,0.111033540474582,-10.0459623901023,9.57088271374391e-24,3.11728000387873e-21
"FUN_003016",4278.07662015528,-2.7320904114594,0.272875118524928,-10.012237195638,1.34672087826228e-23,4.28885709030596e-21
"FUN_001926",1266.30786049989,-1.00881169891633,0.100902779572274,-9.99785836616869,1.55728405778222e-23,4.85161692001675e-21
"FUN_008302",2567.49865643246,1.55526320640163,0.15573062783988,9.98688073100638,1.73970146432573e-23,5.30460886920255e-21
"FUN_012575",1840.70152294294,-4.97234380748149,0.498394857044704,-9.97671572488856,1.92741058320501e-23,5.75452522248147e-21
"FUN_006187",9856.40271867984,-4.40544780326362,0.443430500850798,-9.93492282287981,2.93403067473037e-23,8.58114155093079e-21
"FUN_006034",4879.44966976501,-1.4721870125071,0.148317620573961,-9.92590770273967,3.21167082524721e-23,9.20529091932354e-21
"FUN_008006",388.017906538013,-1.81429558469909,0.182832698847289,-9.92325550154722,3.29819503935495e-23,9.20612274139895e-21
"FUN_010950",5174.04742761005,2.0716741836743,0.208796332016999,9.92198552369988,3.34043948470271e-23,9.20612274139895e-21
"FUN_000561",60.0018293170661,3.67347760409368,0.37057951384214,9.91279190262664,3.66265449627233e-23,9.7523065007631e-21
"FUN_012631",621.046629562795,4.38343098600298,0.44221409384166,9.91246332273734,3.67472298542465e-23,9.7523065007631e-21
"FUN_015854",380.957476460176,2.76751069719332,0.279336220717943,9.90745378483441,3.86367098360732e-23,1.00673216120139e-20
"FUN_003895",248.325386875512,-2.01134875680302,0.203542407045091,-9.88171843893662,4.99685495859646e-23,1.25732800655678e-20
"FUN_006770",139.415398320176,1.55202386811622,0.157061402531171,9.88163764683181,5.00088593773892e-23,1.25732800655678e-20
"FUN_002437",744.218988129781,1.96035916564398,0.198797172671417,9.86110184214827,6.13721641556683e-23,1.51642152502566e-20
"FUN_009349",4116.98219867,2.05029635476099,0.20868584846867,9.82479823047896,8.80501749874013e-23,2.1387238266855e-20
"FUN_014390",207.879897497752,2.59386315440909,0.26506741296897,9.78567348341963,1.29728706584926e-22,3.09857015678095e-20
"FUN_004040",261.795588445349,-1.62949514600066,0.166550564185542,-9.78378640726405,1.32171319246899e-22,3.10515930512675e-20
"FUN_008871",1761.33119376707,3.43968957406208,0.351945530384775,9.77335774175493,1.46514100158702e-22,3.38660253124897e-20
"FUN_011892",860.177176348697,1.74200095293079,0.178400634680866,9.76454459395272,1.59828450257639e-22,3.6357166994321e-20
