"","logFC","logCPM","PValue","FDR"
"FUN_011743",-3.33214926752504,-1.49875464357551,0.000517780758030123,0.00550664093563595
"FUN_002784",-3.32622311191958,3.86778265308562,1.45252849548421e-24,1.9726789497171e-21
"FUN_003282",-3.31350934118621,0.0546771569346853,0.00126942541312755,0.0117923355663974
"FUN_010759",-3.31227288765391,3.84689631469257,1.46780849176208e-18,5.53730753517243e-16
"FUN_011581",-3.28393864870079,2.78871825239095,0.000173331595423652,0.00213226122957302
"FUN_002059",-3.26137101743125,4.41318236704901,2.08922674391105e-19,9.45792946968531e-17
"FUN_012531",-3.23954046411934,9.0015190396443,0.000141781090356714,0.00178620499826951
"FUN_005064",-3.2388565173659,4.59650956622354,6.47686376587296e-07,1.77343320170001e-05
"FUN_003354",-3.22976396436051,-1.95455392507341,0.00297632098128377,0.0239463360466913
"FUN_009658",-3.22045297499113,2.76715836426518,0.00116036534865517,0.0109361011797959
"FUN_006201",-3.21482142542588,4.21093452575918,6.40815831556355e-13,8.28849505558749e-11
"FUN_007545",-3.21074670644229,0.270070762247897,0.000197863788617901,0.00239499831837764
"FUN_000858",-3.19487533933502,8.22433358958124,0.000140081483199113,0.00176807307000665
"FUN_003331",-3.17837500686028,8.16079333936315,0.00171573732324795,0.0151504737236869
"FUN_004896",-3.15588436076406,4.61821154072764,1.49935978622386e-05,0.000259068769169291
"FUN_008868",-3.15498091787809,6.6324400638026,1.04831165988776e-13,1.73623422596777e-11
"FUN_015409",-3.11041542211833,0.74199830493212,0.00304214089102973,0.024360445425162
"FUN_004332",-3.10776684607204,6.42301926483071,0.00321260947820487,0.0255148826453218
"FUN_009870",-3.08705217936446,-2.01343382635792,0.00296712943985109,0.0239007028010781
"FUN_015994",-3.08400876877328,-1.70990147143635,0.00110381736382039,0.0105199604337156
"FUN_005176",-3.07918677464597,7.1581018377202,1.73897486506822e-08,7.87233921416384e-07
"FUN_000208",-3.07614150601356,4.750103913609,6.13999738393481e-09,3.19176646291303e-07
"FUN_001025",-3.06942082174537,-1.25640031177995,0.00716045873543895,0.0492385772587324
"FUN_005066",-3.04791903467558,5.6472453637249,4.37380066923309e-11,3.78347687190157e-09
"FUN_001397",-3.03336501607838,2.75748159462579,0.00111353163946285,0.0105828363859657
"FUN_002736",-3.0300194415375,5.8980203946226,0.00619771489741795,0.0438391489697048
"FUN_008475",-3.01498146851211,0.525430726413847,0.00060270026730433,0.00630121041590462
"FUN_013530",-2.98373338294572,-1.51943840069232,0.000781653658346159,0.00784020556425346
"FUN_002975",-2.97429411506066,9.18642082081457,0.00139641353559036,0.0128226451838084
"FUN_007548",-2.97265908985637,8.219392993424,3.14931093204043e-07,9.48354584657231e-06
"FUN_003894",-2.96419945550793,3.27979324436512,1.20879939525467e-05,0.000215725421641966
"FUN_006409",-2.96371913533378,-2.04896232466597,0.00642857339551996,0.0450730280250679
"FUN_007878",-2.96278720587085,5.56912253879242,3.78670770286968e-13,5.30178116625496e-11
"FUN_009245",-2.94912462621986,-1.30595497531549,0.000277207504920489,0.00320132238463023
"FUN_002732",-2.93807401789397,6.24564319778317,0.00609123234814001,0.0431984472689762
"FUN_015410",-2.93108055092409,0.448662790897053,0.00423467647638194,0.0320217935555363
"FUN_003975",-2.91004452171979,1.34528735146383,5.92789351164024e-07,1.65311543699355e-05
"FUN_009217",-2.90251143837535,2.22010332350573,9.92935995051516e-07,2.56370033247046e-05
"FUN_001687",-2.90048910222432,2.34752410559741,0.00703180639471211,0.0485624586520146
"FUN_013369",-2.88928709910921,2.97616679599201,0.000711412455194987,0.0072589726175831
"FUN_012564",-2.86789921896648,4.70821453793109,0.000573293886995371,0.006054357915462
"FUN_009067",-2.86113400529825,5.31783568395163,1.8080930181282e-07,5.83271051762449e-06
"FUN_001241",-2.84934788004247,-1.12727932599667,0.00179028795344139,0.015696514329043
"FUN_003187",-2.8398560032248,-1.34526215200334,0.000949320503452092,0.00924872435967207
"FUN_005046",-2.83315796214125,3.00789463180941,0.000125513681245677,0.00160508597457396
"FUN_007061",-2.82914645848336,6.76445426035855,2.71089895083493e-05,0.000434672002966815
"FUN_001422",-2.82666285793023,6.3732782781239,0.000588632616655697,0.00618747644489243
"FUN_015518",-2.7919452043765,0.666641817939439,1.26780816969869e-06,3.15928490874824e-05
"FUN_007848",-2.78711653898529,3.88704709956403,1.20003355796542e-08,5.60056898650458e-07
"FUN_003016",-2.78199391082467,7.36505110606293,1.22238705854349e-11,1.21176924394738e-09
"FUN_008473",-2.78118306306517,0.285299447754371,0.00141652281311977,0.0129897341829707
"FUN_007558",-2.75667391568368,5.81247066215577,9.24293876101995e-07,2.4047576879964e-05
"FUN_002931",-2.75501043239114,-0.400101224430741,0.00502991776755487,0.0370451806947737
"FUN_014858",-2.73177007103798,2.5623678143699,0.00010237189003326,0.00134720216912956
"FUN_009656",-2.72921196755645,4.04295903390354,4.95562668696105e-13,6.7302366035618e-11
"FUN_007547",-2.70776677846864,7.81643550164613,1.97400835806885e-07,6.30800176727836e-06
"FUN_001759",-2.68641453689515,6.3606422459861,5.83250807504231e-11,4.96856494545567e-09
"FUN_002718",-2.66577070429867,-0.954716163442103,0.00185399674061436,0.01617156694559
"FUN_002667",-2.66286684313076,0.00966398963193104,0.00665644358965876,0.0463595694313618
"FUN_009654",-2.6576164125829,6.44346595096397,7.58764153446783e-10,4.9305148172061e-08
"FUN_004990",-2.64778364263937,2.52725551147737,4.46245316898062e-13,6.18414045795161e-11
"FUN_013710",-2.64095338639705,3.04851051780141,1.50785152898334e-06,3.66991606005783e-05
"FUN_015801",-2.63583826165752,2.69289223298608,5.53905032686562e-07,1.56394682929651e-05
"FUN_010410",-2.63115202356077,6.95659471329354,5.62066176454835e-05,0.000803517972887696
"FUN_012612",-2.62881572592204,5.91137616030379,0.00342217055025269,0.0269042290944251
"FUN_001211",-2.61784222097734,-0.534404907995423,0.00384460589942069,0.0296499674730451
"FUN_012070",-2.60954022547586,10.3018785745246,2.1806755669776e-08,9.40182694448343e-07
"FUN_012614",-2.6069831394538,1.8880890354477,2.01582439667396e-09,1.18514766801857e-07
"FUN_002538",-2.60011711505712,7.1384321961662,8.56213837756975e-08,3.11522804375232e-06
