"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"FUN_008877",4584.00052663065,-8.96080781430485,0.315766995380513,-28.3779113884486,3.7885892291976e-177,5.64954425857946e-173
"FUN_013025",8513.2118057007,1.78699637736448,0.123679327046077,14.4486262987082,2.55735530575539e-47,1.90676411597122e-43
"FUN_001047",19000.5081031773,1.115561826853,0.0885124489962876,12.6034454983817,2.02118366348446e-36,9.10576022841484e-33
"FUN_002782",4397.23487320926,2.28278425422208,0.181593072640467,12.5708774075415,3.0531653126391e-36,9.10576022841484e-33
"FUN_007339",2926.61811807128,1.51738866134762,0.120617136489042,12.5802079664316,2.71314684130973e-36,9.10576022841484e-33
"FUN_015181",995.815192158185,-3.68495696448129,0.294079145182494,-12.5304940008396,5.08449808112749e-36,1.26366725642955e-32
"FUN_000190",9500.290040195,-5.53893231842872,0.443043897817897,-12.5019943750706,7.28016424089749e-36,1.55088298800376e-32
"FUN_006770",203.173894285367,1.44521257458755,0.116053434041356,12.4529927660094,1.34697844336998e-35,2.51076781844165e-32
"FUN_003726",370.032054293367,2.74369829253995,0.220643612322887,12.4349772180346,1.6878891296169e-35,2.79664474453858e-32
"FUN_002096",3536.35165813732,1.83918596036455,0.150715836734603,12.2030040121343,2.995646456231e-34,4.46710799553167e-31
"FUN_005765",425.863993008157,1.32264577813118,0.108639877021815,12.1745883223486,4.24530651773297e-34,5.75509189022127e-31
"FUN_012622",9730.18128727117,-5.8608541258218,0.483377135790915,-12.1248062679508,7.80445393996866e-34,9.69833476273438e-31
"FUN_002784",288.72246282203,-3.37453857009942,0.279763425633692,-12.0621148474135,1.67427637482248e-33,1.92052379241176e-30
"FUN_000887",477.801194290297,-9.3565521644446,0.778858504226058,-12.0131604311647,3.03038319529471e-33,3.22779101487391e-30
"FUN_014060",823.842113862228,-2.39272961417882,0.202954380654002,-11.789494794192,4.42185546280078e-32,4.39591391075235e-29
"FUN_005334",544.975852140179,-7.4483550774402,0.635268306156816,-11.7247389886338,9.51940006186525e-32,8.87208085765841e-29
"FUN_009171",4498.25202926618,0.677950841214437,0.0579808754681225,11.6926630676208,1.38959872597749e-31,1.21892330598685e-28
"FUN_005881",1270.09484522054,-2.20009918628636,0.188586080934713,-11.6662861616389,1.89517249801998e-31,1.57004512724855e-28
"FUN_006584",413.355197497696,-3.28982173148764,0.288712318132794,-11.3948090360816,4.43801989357571e-30,3.48314487647374e-27
"FUN_002437",828.633892904653,1.96216302022789,0.172508549208214,11.3742943711132,5.61551753770439e-30,4.18692987611239e-27
"FUN_000344",431.535939981871,1.94632976896936,0.172444151055026,11.286725337227,1.52617276201165e-29,1.08372801081513e-26
"FUN_012645",1214.87977597121,2.28414360001488,0.202711664635049,11.2679435795031,1.88930970878907e-29,1.28060847170285e-26
"FUN_011641",3120.24551017941,0.953422840489396,0.0847207086601274,11.2537165418933,2.22034814929458e-29,1.43955789575133e-26
"FUN_002553",692.294574213574,3.40004955767139,0.304278714135922,11.1741288486995,5.45832988536527e-29,3.39144230210696e-26
