"GeneID","logFC","meanExpr","pval","adj.pval"
"FUN_008877","-9.03588435144392",2049.16855041277,5.3927610615428e-125,7.3708258189167e-121
"FUN_005722","-5.44866142104041",397.576709166251,5.79421522669352e-61,3.95976668592235e-57
"FUN_012054","-8.87024299664119",1505.57757132519,2.50355784435704e-58,1.14062095388907e-54
"FUN_010292","4.13364773678403",149.589585660413,4.00437886869949e-56,1.36829625943461e-52
"FUN_008903","-5.81772208968449",191.868085896023,8.6633102448417e-48,2.36820248852993e-44
"FUN_013025","1.77281136264621",4764.09438213064,3.46858604798772e-47,7.90143901731603e-44
"FUN_005334","-7.15034118697645",245.680601710598,7.43014878171845e-46,1.45078962212183e-42
"FUN_003726","2.77279083529461",189.554222643138,1.53983593596729e-45,2.63080969660012e-42
"FUN_015995","2.57254085439085",114.01334619435,1.07367415587265e-42,1.63055315138526e-39
"FUN_015181","-3.70050372800526",558.914882933662,2.24113345699083e-42,3.06318120901506e-39
"FUN_005765","1.3014090744273",233.786091730171,1.58804978026742e-38,1.9732240360632e-35
"FUN_005881","-2.27602451302893",660.186767200568,1.58199145577626e-37,1.80188826812916e-34
"FUN_006584","-3.16925311749953",238.119946372008,1.08104007946008e-36,1.13658890815849e-33
"FUN_014060","-2.39030210235854",439.736223491174,1.79442012747311e-36,1.75186673587875e-33
"FUN_001047","1.11919178266312",10684.5222257742,2.94706508627531e-36,2.68536570661406e-33
"FUN_007339","1.49469087279453",1482.76857819638,1.06555082844448e-35,9.102467951987e-33
"FUN_002485","-8.21955644087805",659.055939391355,1.42104132004265e-34,1.07904404235238e-31
"FUN_002486","-8.21955644087805",659.055939391355,1.42104132004265e-34,1.07904404235238e-31
"FUN_002784","-3.2966249973539",149.682216154861,2.81649718276266e-34,2.02609913126316e-31
"FUN_000190","-5.48083258823698",5115.57904711563,6.00043246890288e-34,4.10069554924823e-31
"FUN_002096","1.84120525429094",1999.94318003701,1.46146766073818e-33,9.51206666046162e-31
"FUN_002437","1.95389422426591",420.318074269583,1.6133371595608e-33,1.00232237713077e-30
"FUN_012622","-5.81145237510563",5068.05059115534,4.29065574439338e-33,2.54976881366821e-30
"FUN_010835","-1.89630653052738",168.251148299569,6.6641199739037e-33,3.79521632513816e-30
"FUN_002782","2.28867954076808",2465.23525819005,8.31951796881719e-33,4.54844686391174e-30
"FUN_012169","1.74579236505917",369.158755549811,2.60840598423638e-31,1.37121896125165e-28
"FUN_002059","-3.34838635802487",225.010416589418,6.36530196301303e-31,3.22225730483193e-28
"FUN_002553","3.45496650214225",399.811885272415,7.51392339437293e-31,3.66786803408176e-28
"FUN_007611","1.49652833443132",427.085597626314,9.10252418324241e-31,4.29011381160542e-28
"FUN_012645","2.29793199327357",686.109174533756,2.04154967622294e-30,9.30130032487171e-28
"FUN_004521","0.994009691202946",1940.38311546009,5.41259617207385e-30,2.38643111225501e-27
"FUN_012575","-5.14425291689783",1222.28508644819,2.41690112233456e-29,1.03231889187715e-26
"FUN_002259","2.36946712104574",216.468186610366,5.1811467816706e-29,2.1459367942992e-26
