"","logFC","logCPM","PValue","FDR"
"FUN_005461",-5.32526223543809,2.46844294408296,2.95705311131185e-08,1.33560232194252e-06
"FUN_000231",-5.31512591365709,5.73148573521103,5.4299631581718e-08,2.27824164892736e-06
"FUN_003027",-5.29808774632073,1.29959718068476,2.25826034933458e-13,4.55259778473781e-11
"FUN_002488",-5.26434196750332,4.71272401862115,0.000854704208797912,0.00943198616531261
"FUN_013377",-5.22252472208703,3.59715591509345,2.31439724692482e-13,4.60955432396556e-11
"FUN_004907",-5.18162774507804,6.65445609378503,5.65361383864243e-05,0.000902122493886081
"FUN_008657",-5.1628720376323,3.79537786051996,1.87874119366168e-05,0.000352925803095695
"FUN_010322",-5.14119519509967,7.12130533769962,5.36598802918253e-08,2.26288643138817e-06
"FUN_007703",-5.08385873919435,5.00974648315595,1.22005482129915e-06,3.29016741450183e-05
"FUN_008133",-5.03642772990122,8.04581026255192,0.000265609029328321,0.00343835776337234
"FUN_012575",-5.03037147080573,6.3941286452654,2.82937997089683e-18,1.61284414823777e-15
"FUN_000885",-4.89055612254065,4.80036073969478,1.08696512190097e-11,1.28347288786749e-09
"FUN_015771",-4.86146010937636,1.19724827395631,3.25037950493112e-09,2.05869822206959e-07
"FUN_004474",-4.85636622622246,1.69763979028728,1.67353440164998e-05,0.000319027674771413
"FUN_007512",-4.85247405940202,1.2184308794856,3.11478973292384e-06,7.52786389984854e-05
"FUN_001686",-4.82679635815541,-0.977565402450987,6.14045046522491e-11,6.15198706912927e-09
"FUN_008712",-4.79571405467609,2.63451481441152,1.02216660524458e-06,2.80222821746238e-05
"FUN_000192",-4.79111470577244,9.47543938546016,1.33490133236083e-10,1.19282453650038e-08
"FUN_004074",-4.73468594455264,0.611122944300612,7.41558392939386e-06,0.000159203919398454
"FUN_010905",-4.6058564997859,2.26819981143616,1.62224669719947e-15,5.70582130880945e-13
"FUN_006082",-4.58887350921596,5.43816960628533,0.000106261768398042,0.00154182506172342
"FUN_014388",-4.58814472818167,6.69155305628116,9.51755987064641e-05,0.0014060302253946
"FUN_007961",-4.5361673877716,4.54018930790192,3.68374740907273e-06,8.68702259905581e-05
"FUN_014789",-4.52332411314225,5.41664368654809,0.000241199334743843,0.00318726315159909
"FUN_015707",-4.47291664283808,-2.73371927803916,0.00266045849920355,0.0245150721573768
"FUN_008633",-4.46505230331211,1.89725385838971,2.83593905727022e-06,6.92480185461359e-05
"FUN_000815",-4.46366875677686,3.30572842605746,0.000181680322292529,0.00249241278657078
"FUN_000946",-4.46045107086441,4.14519849487597,2.32074776809702e-06,5.83043789580726e-05
"FUN_006187",-4.45624655710596,8.81137748867202,2.89032251680668e-16,1.32722004237031e-13
"FUN_016253",-4.44571594047313,-2.74272457941086,0.00136935124094018,0.0140078869826622
"FUN_012951",-4.41408198314096,-2.7651854953697,0.00435165972160819,0.036626019372309
"FUN_003289",-4.40360001750918,3.96783714029028,2.1251861361862e-08,1.02126314003762e-06
"FUN_008733",-4.375341470179,-0.991355101009759,6.07030433137044e-05,0.000956608206881646
"FUN_006445",-4.3103654721349,5.73156390227575,0.000726167604333659,0.00819404550664827
"FUN_008904",-4.30613762031897,2.52273031990152,7.55107452639869e-14,1.68684882426887e-11
"FUN_013146",-4.28567301069478,0.450098273727063,4.32843056958211e-10,3.37515498800764e-08
"FUN_012689",-4.24833240314931,1.88211745068469,4.9514927243289e-13,8.10426992335456e-11
"FUN_002474",-4.23462169348005,1.92166306990312,3.29720883935267e-05,0.000571942910003557
"FUN_013729",-4.23113063215299,-1.42674836689226,1.32669210639976e-08,6.85360850340452e-07
"FUN_009753",-4.21529711324543,1.86751580908387,2.36783258676356e-08,1.10260959131798e-06
"FUN_009903",-4.2093045171744,4.72115064385213,1.7887840655372e-09,1.18756583885122e-07
"FUN_013727",-4.18030019260293,-1.98511999715957,5.19830914545181e-06,0.00011612601146414
"FUN_005294",-4.17265558874595,10.1805008330607,5.23330927620959e-12,6.70634384845122e-10
"FUN_005065",-4.15435181670161,3.54420584473936,2.72255507976776e-10,2.26163608158999e-08
"FUN_004072",-4.12560809208221,1.58896173540486,8.98505517368544e-06,0.000187067943420899
"FUN_003300",-4.12510456539524,5.30160804595358,2.24695347809721e-16,1.06126822704072e-13
"FUN_005067",-4.06308706916548,7.97514052288664,1.28067109852728e-05,0.000252333419901722
