,SRR6819014,SRR6819015,SRR6819016,SRR6819017,SRR6819018,SRR6819019,SRR6819020,SRR6819021,SRR6819022,SRR6819023
FUN_002237-T1,0,0,0,0,0,0,0,0,0,0
FUN_014478-T1,0,0,0,0,0,0,0,0,0,0
FUN_027468-T1,279,380,212,273,419,263,249,413,368,523
FUN_012838-T1,1234,1617,1760,1454,2273,1758,1303,1938,1542,2784
FUN_004743-T1,0,0,0,0,0,0,0,0,0,0
FUN_021112-T1,0,0,0,0,0,0,0,0,0,0
FUN_020764-T1,261,278,137,43,458,24,18,140,79,192
FUN_011043-T1,228,297,188,227,222,158,272,66,77,191
FUN_012261-T1,0,0,0,0,2,0,0,0,0,0
FUN_009450-T1,69,117,112,70,177,141,87,141,110,195
FUN_027392-T1,0,1,0,1,0,0,0,0,0,1
FUN_008241-T1,20,33,41,27,63,47,50,67,41,60
FUN_013391-T1,0,0,0,0,0,0,0,0,0,0
FUN_010740-T1,310,337,300,335,600,425,390,597,491,650
FUN_023408-T1,252,321,140,180,629,480,325,686,513,830
FUN_007513-T1,9,22,32,7,6,10,7,4,6,21
FUN_029919-T1,36,20,50,33,19,14,30,11,14,15
FUN_021240-T1,815,1061,1160,1036,1552,1170,1028,1495,1231,1694
FUN_005829-T1,13,46,14,42,108,62,47,87,90,138
FUN_030285-T1,63,108,72,123,232,267,276,232,224,330
FUN_013759-T1,0,0,0,0,0,0,0,0,0,0
FUN_002431-T1,6,0,0,10,12,5,5,0,0,12
FUN_029401-T1,36,28,12,33,45,41,43,36,34,64
FUN_014909-T1,0,0,0,0,0,0,0,0,0,0
FUN_028361-T1,133,267,127,159,282,250,173,304,234,310
FUN_020438-T1,0,0,0,0,0,0,0,0,0,0
FUN_000075-T1,0,0,0,0,59,36,0,48,17,53
FUN_014155-T1,2050,1577,1668,803,498,978,1580,113,56,485
FUN_019100-T1,497,1383,1554,985,148,124,678,158,189,116
FUN_024486-T1,2381,2170,2816,382,4412,2969,1560,3469,3245,3707
FUN_014880-T1,209,255,105,145,207,177,204,181,166,270
FUN_008341-T1,591,704,533,568,1542,980,870,1533,1355,1703
FUN_024326-T1,0,0,0,0,0,0,0,0,0,0
FUN_023297-T1,643,845,530,644,1102,1045,695,976,905,1391
FUN_007405-T1,0,0,0,0,0,0,0,0,0,0
FUN_016194-T1,49,109,115,101,116,130,105,170,110,175
FUN_004422-T1,1391,1725,1594,1329,2642,2137,1791,2876,2452,3150
FUN_030389-T1,27,71,30,12,3049,3707,2861,4924,5659,4779
FUN_024646-T1,458,644,416,115,680,372,77,104,94,376
FUN_004241-T1,0,0,0,4,3,0,5,0,2,0
FUN_012663-T1,25,45,10,43,47,35,37,41,33,54
FUN_029532-T1,0,2,0,0,0,2,0,0,0,0
FUN_014130-T1,63,74,116,110,131,126,119,130,152,154
FUN_019352-T1,0,0,0,0,0,0,0,0,0,0
FUN_010257-T1,32,17,20,17,14,10,21,4,5,10
FUN_000623-T1,0,0,0,0,0,0,0,0,0,0
FUN_006293-T1,400,587,395,503,685,613,466,878,650,1000
FUN_016529-T1,483,717,555,509,1092,838,580,1014,730,1139
FUN_009066-T1,0,0,0,0,0,0,0,0,0,0
FUN_028467-T1,4,10,8,9,9,13,6,4,6,9
FUN_004764-T1,0,0,0,0,0,0,0,0,0,2
FUN_000049-T1,2,2,1,1,1,6,2,0,0,3
FUN_025940-T1,7347,15981,11254,9733,2023,2366,7177,1645,5018,2273
FUN_026287-T1,22,0,15,13,0,21,9,0,0,0
FUN_024302-T1,319,375,192,308,640,460,358,672,574,730
FUN_021134-T1,0,144,0,123,377,119,0,33,0,126
FUN_021134-T2,233,214,249,124,199,327,358,414,426,587
FUN_020358-T1,292,411,461,433,1065,821,585,1072,757,1232
FUN_014747-T1,0,0,0,0,0,0,0,0,0,0
FUN_017886-T1,0,0,0,0,0,0,0,0,0,0
FUN_010414-T1,1035,1641,977,1108,1839,1678,1313,1813,1677,2112
FUN_016515-T1,86,160,87,105,245,208,137,157,128,256
FUN_015096-T1,151,130,142,135,304,213,145,295,240,315
FUN_001765-T1,0,0,0,0,0,1,0,0,0,0
FUN_003434-T1,101,74,125,116,198,137,82,199,152,213
FUN_024700-T1,0,0,0,0,0,0,0,0,0,2
FUN_025678-T1,4,7,0,0,11,5,6,12,5,11
FUN_019093-T1,8,4,13,10,16,9,13,26,21,15
FUN_019093-T2,0,8,7,7,10,8,0,11,7,0
FUN_017862-T1,26,41,49,292,77,23,47,0,0,98
FUN_010673-T1,0,1,1,0,0,0,0,0,2,2
FUN_030745-T1,92,161,148,138,213,175,158,249,220,287
FUN_008055-T1,5,0,5,8,0,7,8,0,7,6
FUN_011420-T1,13,17,26,24,18,12,22,28,21,40
FUN_028106-T1,4,0,2,0,2,0,2,0,2,2
FUN_014659-T1,14,12,12,7,24,9,14,18,7,23
FUN_016894-T1,120,214,177,176,373,304,149,309,254,412
FUN_016239-T1,0,0,1,0,0,0,0,0,1,0
FUN_028382-T1,283,355,375,360,809,703,513,779,773,1042
FUN_009102-T1,120,240,192,174,247,216,168,268,202,305
FUN_016368-T1,33,44,40,49,98,56,51,88,78,104
FUN_014661-T2,73,125,140,83,247,154,155,141,152,231
FUN_015698-T1,5910,2442,2162,1368,115,1702,5397,0,4,5
FUN_020869-T1,1200,6052,4470,7077,552,1651,1469,12,15,20
FUN_027865-T1,0,0,1,0,2,0,0,0,0,0
FUN_009681-T1,349,455,525,470,730,588,456,740,478,765
FUN_028587-T1,625,852,787,769,941,663,734,774,740,1023
FUN_011890-T1,0,0,0,0,0,0,0,0,0,0
FUN_002407-T1,0,0,0,0,0,0,0,0,0,0
FUN_018672-T1,25,35,35,24,36,55,19,33,27,43
FUN_025963-T1,0,0,0,0,0,0,2,0,0,0
FUN_019004-T1,251,459,351,383,963,529,415,727,601,712
FUN_012111-T1,264,285,243,227,495,379,246,481,402,533
FUN_020628-T1,14,26,11,12,10,8,22,28,0,18
FUN_014918-T1,2154,2703,2785,2431,4982,3973,3154,5095,3535,5025
FUN_001777-T1,20,13,15,21,43,52,21,37,33,51
FUN_001777-T2,0,0,0,0,0,0,0,0,0,0
FUN_006859-T1,2,0,0,0,3,0,3,0,0,0
FUN_028286-T1,0,0,0,0,0,0,0,0,0,0
FUN_020407-T1,0,0,0,0,0,0,0,0,0,0
FUN_026122-T1,0,0,0,2,0,0,0,0,0,4
FUN_003356-T1,16,19,37,16,22,19,15,17,10,24
FUN_006797-T1,0,0,0,0,0,0,0,0,0,0
FUN_020315-T1,0,0,0,0,0,0,0,0,0,0
FUN_017736-T2,15421,19985,20335,20331,21219,17955,17307,19239,14120,18873
FUN_017736-T1,8435,8783,9455,8341,10300,8492,9117,10668,7065,9396
FUN_014901-T1,0,5,0,2,2,2,3,4,0,1
FUN_022413-T1,101,141,182,180,209,188,127,120,159,235
FUN_023419-T1,0,0,0,0,0,0,0,0,0,0
FUN_000428-T1,16,36,15,33,56,30,42,56,34,65
FUN_014517-T1,437,852,716,566,625,612,402,748,578,800
FUN_026428-T1,8,39,34,10,36,31,10,53,32,50
FUN_024829-T1,59,69,83,86,119,96,59,125,90,144
FUN_007710-T1,429,590,387,513,707,552,555,691,575,806
FUN_016785-T1,102,118,206,186,329,335,194,325,287,323
FUN_022107-T1,785,989,1344,1189,2115,1814,1340,2173,1756,2574
FUN_005194-T1,0,12,0,0,7,6,0,3,0,0
FUN_016994-T1,0,0,0,0,0,0,0,0,0,0
FUN_010827-T1,63,120,77,37,162,147,56,90,72,233
FUN_020794-T1,171,276,178,192,576,421,271,616,521,689
FUN_000196-T1,0,0,2,0,0,0,0,0,0,0
FUN_015470-T1,131,210,194,197,313,271,180,298,272,363
FUN_002611-T1,0,0,0,0,0,0,0,0,0,0
FUN_011631-T1,396,842,507,817,881,713,641,469,445,897
FUN_015853-T1,853,1213,997,1034,1705,1331,1886,1579,1477,2153
FUN_020161-T1,44,48,36,46,56,35,48,63,45,96
FUN_019710-T1,0,0,0,0,0,0,0,0,3,0
FUN_006796-T1,0,0,0,0,0,0,0,0,0,0
FUN_021849-T1,21,43,28,28,59,48,36,54,72,71
FUN_004165-T1,192,277,281,280,433,384,245,411,285,456
FUN_016886-T1,0,0,0,0,0,0,0,0,0,0
FUN_007873-T1,91,151,134,145,328,226,150,258,221,296
FUN_030446-T1,240,443,235,238,1236,835,488,1177,805,952
FUN_030446-T2,9021,11964,7544,7265,35895,24825,20197,35203,26619,28906
FUN_020593-T1,0,0,0,0,0,0,0,0,0,0
FUN_018269-T1,0,0,0,0,0,0,0,0,0,0
FUN_015089-T1,0,0,0,0,0,0,0,0,0,0
FUN_028257-T1,0,0,0,0,0,0,0,0,0,0
FUN_008716-T1,3,0,0,2,4,2,0,0,2,7
FUN_012226-T1,144,193,243,174,190,156,136,141,139,156
FUN_002247-T1,0,0,0,0,0,0,0,0,0,0
FUN_026141-T1,85,108,51,82,122,109,186,194,184,207
FUN_002537-T1,759,1011,997,1016,1868,1253,1135,1691,1320,1588
FUN_003756-T1,72,85,77,84,265,238,207,275,231,286
FUN_024946-T1,0,0,0,0,0,0,0,0,0,0
FUN_022818-T3,181,151,147,157,188,182,164,279,144,432
FUN_022818-T2,0,12,0,0,102,53,12,6,32,3
FUN_022818-T1,0,93,63,30,112,157,63,76,124,50
FUN_022818-T5,0,0,0,0,0,0,0,0,0,0
FUN_022818-T4,0,0,0,0,0,0,7,7,8,1
FUN_018599-T1,0,0,0,0,0,0,0,0,0,0
FUN_001686-T1,0,0,0,0,0,0,0,0,0,0
FUN_002004-T1,0,0,0,0,0,0,0,0,2,0
FUN_017478-T1,297,558,446,373,351,100,283,115,62,145
FUN_012847-T1,10,23,7,15,21,16,27,16,14,28
FUN_009466-T1,26,68,58,61,89,41,50,54,48,93
FUN_014324-T1,0,0,0,0,0,0,0,0,0,0
FUN_015404-T1,0,0,0,0,0,0,0,0,0,0
FUN_019424-T1,0,0,0,0,482,0,0,298,201,361
FUN_026860-T1,0,2,0,0,2,0,0,2,0,1
FUN_029413-T1,997,1410,1115,1267,2212,1925,1311,2317,1848,2505
FUN_027025-T1,187,389,226,228,472,363,268,465,384,465
FUN_022654-T1,830,1213,1032,1062,1772,1278,1086,1766,1355,1787
FUN_010913-T1,0,0,0,0,0,0,0,0,0,0
FUN_026175-T1,0,0,0,0,0,3,0,0,0,0
FUN_024411-T1,55,44,21,44,77,64,73,53,58,89
FUN_005844-T1,140,183,271,212,327,225,149,312,276,389
FUN_011165-T1,0,0,0,0,0,0,0,0,0,0
FUN_029292-T1,2,7,5,2,3,9,3,10,4,14
FUN_030661-T1,51,80,63,44,136,84,67,189,86,138
FUN_005315-T1,19,21,25,22,25,17,16,22,20,36
FUN_024039-T1,3904,6083,4060,4177,5600,4575,4663,4864,4568,6003
FUN_023816-T1,0,0,0,0,0,0,0,0,0,0
FUN_014143-T1,0,0,0,0,2,0,2,0,0,0
FUN_016933-T1,0,0,0,0,0,0,0,0,0,0
FUN_015992-T1,78,85,47,37,70,83,60,79,101,120
FUN_019886-T2,130,29,28,314,51,39,150,105,167,97
FUN_003061-T1,0,0,0,0,0,0,0,0,0,0
FUN_019886-T1,328,573,503,261,919,718,421,861,647,920
FUN_025201-T1,277,333,237,167,955,859,280,857,657,1136
FUN_001833-T1,0,0,2,2,1,0,2,2,0,1
FUN_018425-T1,484,678,542,560,1241,1007,610,1103,828,1101
FUN_026891-T1,33,31,6,11,65,63,27,71,71,93
FUN_014243-T1,23,33,34,17,45,41,45,21,39,50
FUN_026339-T1,2118,2852,2287,2531,7204,5355,2875,12094,4647,8492
FUN_017981-T1,0,0,0,0,0,0,0,0,0,0
FUN_021122-T1,0,0,0,0,0,0,0,0,0,0
FUN_001378-T1,113,132,117,85,426,317,259,360,364,419
FUN_015849-T1,2,4,2,2,8,9,4,10,17,15
FUN_005271-T1,229,349,201,228,599,312,289,478,665,695
FUN_007422-T1,0,7,0,0,0,12,0,7,5,0
FUN_012893-T1,0,0,0,0,0,0,0,0,0,0
FUN_005025-T1,0,9,4,2,2,0,7,0,0,2
FUN_017214-T1,0,0,0,0,0,0,0,0,0,0
FUN_016947-T1,0,0,0,0,0,0,0,0,0,0
FUN_006568-T1,3,2,6,0,5,1,4,3,0,2
FUN_029301-T1,25,42,21,65,34,54,56,41,45,48
FUN_026242-T1,1787,1922,1825,1697,5177,3980,2846,5202,4450,5655
FUN_014950-T1,0,0,0,0,0,0,0,0,0,0
FUN_026342-T1,3,3,2,0,2,5,0,11,7,1
FUN_017099-T1,13,16,0,0,28,23,22,29,29,34
FUN_023547-T1,3096,6129,4570,4355,997,1086,2842,744,5587,1802
FUN_021560-T1,206,316,300,316,62,35,173,50,87,82
FUN_021231-T1,860,1097,1101,1193,1588,1213,1184,1581,1440,1949
FUN_012142-T1,152,236,242,190,452,397,242,410,341,546
FUN_018971-T1,357,523,258,411,578,525,471,546,519,699
FUN_025220-T1,1123,1405,992,1045,3017,2015,1465,4187,2510,4199
FUN_018709-T1,0,0,0,0,0,0,0,0,0,4
FUN_003156-T1,1336,2216,2365,1920,2916,2142,2013,3088,2173,3337
FUN_003208-T1,129,169,89,142,266,202,154,229,213,312
FUN_000630-T1,24,34,30,33,59,57,25,50,35,64
FUN_026137-T1,918,1055,869,874,2593,1746,1497,2428,1946,2638
FUN_005686-T1,3,5,11,9,11,8,0,8,4,10
FUN_000884-T1,0,5,0,0,7,8,12,7,0,7
FUN_011233-T1,0,0,0,0,0,0,0,0,0,0
FUN_009097-T1,611,767,666,671,1707,1260,960,1524,1238,1858
FUN_027533-T1,1230,1928,2095,1676,2228,1856,1558,1942,1619,2117
FUN_021009-T1,338,371,377,319,628,482,362,568,484,635
FUN_025232-T1,5,1,2,2,5,5,3,9,3,3
FUN_018376-T1,83,66,54,59,136,88,75,153,86,172
FUN_025032-T1,8,11,5,5,28,14,17,37,14,31
FUN_005007-T1,2713,4087,1846,2749,2367,1857,2950,2187,3234,3678
FUN_019705-T1,247,428,500,428,575,391,422,549,389,586
FUN_013656-T1,11,21,7,14,19,13,25,16,11,24
FUN_030475-T1,1357,1928,1439,1401,1966,1520,1338,1987,1719,2275
FUN_030534-T1,0,29,26,0,0,28,4,8,0,13
FUN_026056-T1,59,71,53,49,78,71,54,167,109,150
FUN_006048-T1,466,509,316,495,932,717,914,1056,863,1043
FUN_029135-T1,0,0,0,0,0,0,0,0,0,0
FUN_009479-T1,4804,6242,6189,5315,6775,5501,5780,6445,5482,7498
FUN_013447-T1,111,185,39,103,219,192,171,186,204,317
FUN_027798-T1,15,44,47,70,65,35,21,30,37,41
FUN_013816-T1,352,430,320,370,613,639,603,515,566,683
FUN_011923-T1,3290,4238,2407,3099,5014,4147,5041,5139,5133,6325
FUN_007087-T1,562,818,422,547,1364,1038,922,1394,1071,1511
FUN_009004-T1,17,36,20,13,55,27,26,16,22,57
FUN_013088-T1,17,25,26,20,47,48,16,49,37,71
FUN_006588-T1,0,0,0,0,0,0,0,0,0,0
FUN_022968-T1,0,0,0,0,8,8,0,3,4,0
FUN_000822-T1,0,0,0,0,0,0,0,0,0,0
FUN_012062-T2,0,0,0,0,0,0,0,0,0,0
FUN_012062-T1,22,24,28,22,33,24,14,28,24,35
FUN_029067-T1,364,448,391,387,891,674,526,859,606,871
FUN_028213-T1,654,1045,805,1040,968,988,817,642,590,1264
FUN_013474-T1,0,0,0,0,0,0,0,0,0,2
FUN_016027-T1,666,967,653,782,1748,1342,1142,1611,1411,1922
FUN_014819-T1,47,35,6,11,41,25,14,28,25,37
FUN_000457-T1,0,5,8,8,17,9,9,14,10,18
FUN_007246-T1,0,0,0,0,0,0,0,0,0,0
FUN_009850-T1,4,0,3,0,5,0,0,4,3,3
FUN_015388-T1,3,0,0,0,0,3,3,0,0,7
FUN_026538-T1,73,92,62,107,139,115,116,147,113,146
FUN_021287-T1,1,8,4,1,1,2,0,3,3,9
FUN_012390-T2,48,102,68,45,127,75,36,84,67,109
FUN_012390-T1,90,0,85,94,122,140,91,173,111,140
FUN_008582-T1,0,0,0,0,0,0,0,0,0,0
FUN_019429-T1,3,0,7,1,0,3,2,3,10,2
FUN_013308-T1,282,408,158,299,412,278,474,346,316,479
FUN_024561-T1,70,317,214,62,311,223,52,376,435,421
FUN_001370-T1,499,653,549,569,1185,896,705,925,927,1219
FUN_002711-T1,0,0,0,0,5,0,0,0,0,0
FUN_025084-T1,236,341,207,268,542,383,278,474,393,571
FUN_000519-T1,92,96,116,140,207,244,172,271,192,266
FUN_014117-T1,0,0,0,0,0,0,0,0,0,0
FUN_017100-T1,20,21,2,26,25,27,18,17,13,14
FUN_022537-T1,58,102,52,96,55,36,94,66,67,107
FUN_029661-T1,104,157,122,81,138,135,165,120,142,224
FUN_009846-T1,19006,24238,18270,12868,7356,9319,14190,5392,8144,5079
FUN_002607-T1,0,0,0,0,0,0,0,0,0,0
FUN_006005-T1,23,14,49,18,50,53,25,66,59,71
FUN_002810-T2,66,98,108,156,95,180,138,144,135,205
FUN_024179-T1,10,19,3,17,12,11,8,18,21,26
FUN_011409-T1,555,767,741,686,1006,905,788,1020,875,1221
FUN_021202-T1,1614,1071,1078,919,1525,730,2029,9,10,2691
FUN_010927-T1,0,0,0,0,0,0,0,0,0,0
FUN_025377-T1,2,13,4,13,18,3,10,12,11,28
FUN_000483-T1,0,0,0,0,0,0,0,0,0,0
FUN_004143-T1,3,10,14,7,7,8,3,3,3,10
FUN_003117-T1,6347,8508,5563,6401,9978,6906,6471,8222,7298,9286
FUN_019546-T1,580,869,648,671,1420,1139,991,1213,1117,1600
FUN_002633-T1,332,468,586,438,275,229,280,219,169,256
FUN_006113-T1,0,0,0,0,0,0,0,0,0,0
FUN_019132-T1,0,6,0,0,4,15,3,0,4,2
FUN_024247-T1,786,916,808,988,1575,1116,1020,1572,1267,1703
FUN_030378-T1,306,538,142,83,1444,602,78,373,386,654
FUN_026371-T2,458,506,427,302,609,588,503,636,481,833
FUN_026371-T1,0,0,0,154,157,0,0,0,0,64
FUN_014195-T1,0,0,0,0,0,0,0,0,0,0
FUN_023207-T1,0,0,0,0,0,0,0,0,0,0
FUN_015732-T1,1143,1460,1208,1091,2473,1936,1501,2229,1663,2623
FUN_006484-T1,0,0,0,0,0,0,0,0,0,0
FUN_005508-T1,0,0,0,0,0,0,0,0,0,0
FUN_028275-T1,483,602,156,380,774,607,565,1043,835,1027
FUN_014829-T1,1084,1343,1459,1059,3340,2089,1081,2501,2160,3251
FUN_012122-T1,26,46,32,16,41,53,24,59,22,72
FUN_015501-T1,0,0,0,0,0,0,0,0,0,0
FUN_012927-T1,267,299,243,307,645,468,379,675,630,759
FUN_006671-T1,244,338,310,297,651,472,333,560,440,745
FUN_019811-T1,0,0,0,10,0,0,0,0,5,0
FUN_010906-T1,23,32,23,19,30,45,76,25,31,43
FUN_006271-T1,0,0,0,0,0,0,0,0,2,1
FUN_022736-T1,0,0,0,0,0,0,0,0,0,0
FUN_020703-T1,1223,1110,652,805,615,552,972,216,250,801
FUN_026293-T1,0,0,0,0,2,0,0,0,0,0
FUN_011142-T1,0,0,0,0,0,0,0,0,0,0
FUN_027336-T1,572,930,559,672,1152,958,641,716,795,1343
FUN_003791-T1,14,9,3,9,5,14,4,9,0,6
FUN_013585-T1,3,7,5,14,0,5,40,0,2,6
FUN_027789-T1,0,0,0,0,0,0,0,0,0,0
FUN_021199-T1,60,68,59,87,98,70,98,82,67,111
FUN_013463-T1,77,138,95,127,220,197,157,244,218,252
FUN_029983-T1,123,216,173,246,130,155,191,103,104,174
FUN_017579-T1,109,132,92,102,151,120,115,156,158,197
FUN_026065-T1,0,0,0,0,0,0,0,0,0,0
FUN_015083-T1,111,397,335,118,213,199,154,271,251,377
FUN_023627-T1,222,415,369,274,442,412,276,522,706,692
FUN_005158-T1,102,101,42,80,106,107,132,242,109,143
FUN_001597-T1,35,26,19,34,68,52,41,73,67,66
FUN_015384-T1,8,0,8,0,19,7,5,0,0,12
FUN_011260-T1,78,140,117,70,137,128,402,234,174,216
FUN_011260-T2,0,0,0,0,0,39,0,0,0,0
FUN_021664-T1,469,563,414,550,1030,752,805,1109,896,1337
FUN_018363-T1,1226,1627,2344,1386,2325,1922,1580,2420,1627,2875
FUN_011704-T1,0,0,0,0,0,0,0,0,0,0
FUN_030398-T1,0,7,10,0,0,0,2,0,22,5
FUN_024378-T1,176,171,182,169,550,372,320,462,393,595
FUN_018923-T1,0,0,0,0,0,0,0,0,0,0
FUN_014150-T1,416,805,1188,1047,1436,1158,826,961,1225,1166
FUN_016084-T1,1,2,3,8,8,2,0,1,4,3
FUN_013407-T1,377,511,447,417,910,695,458,932,659,942
FUN_023119-T1,71,128,107,90,146,85,76,147,90,164
FUN_014550-T1,75,77,55,67,101,79,81,86,90,115
FUN_023635-T1,310,521,351,471,894,1056,1370,1009,792,1189
FUN_023482-T1,82,109,128,108,155,126,92,108,99,151
FUN_017722-T1,103,258,179,99,357,630,241,721,635,760
FUN_023084-T1,0,6,5,6,6,31,0,0,8,3
FUN_020557-T1,0,0,0,0,0,0,0,0,0,0
FUN_007640-T1,0,0,0,0,0,0,0,0,0,0
FUN_016565-T1,2209,3232,3977,3963,922,1476,3244,8,14,1032
FUN_013507-T1,1306,4070,1043,654,98888,47786,7531,84037,72517,97982
FUN_025106-T1,1569,2004,1489,1591,2893,2013,1926,2423,2251,3095
FUN_021064-T1,0,0,0,0,0,0,0,0,0,0
FUN_003518-T1,286,295,251,241,495,347,240,344,282,508
FUN_011025-T1,8,11,4,9,18,13,29,27,15,25
FUN_014030-T1,0,0,0,0,0,0,0,0,0,0
FUN_020126-T1,44,49,76,49,72,49,40,70,44,74
FUN_030108-T1,283,227,182,311,62,0,350,0,0,137
FUN_026234-T1,0,0,0,0,0,0,0,5,0,5
FUN_020898-T1,262,94,7,534,731,522,588,629,741,555
FUN_020898-T2,113,454,394,0,0,147,75,174,4,394
FUN_004578-T1,32,60,15,27,44,42,56,45,22,59
FUN_028969-T1,14,36,44,24,39,30,32,56,30,50
FUN_016228-T1,0,0,0,0,0,0,0,0,0,0
FUN_014382-T1,17,0,14,0,16,27,32,0,24,51
FUN_019096-T1,129,175,165,191,280,229,157,192,177,329
FUN_028556-T1,0,0,0,0,0,0,0,0,0,0
FUN_014702-T1,5,12,3,5,25,19,15,32,17,25
FUN_018210-T1,856,1326,682,988,1941,1809,1362,3225,1858,4438
FUN_019980-T1,478,604,495,509,996,722,602,851,814,1195
FUN_024478-T1,0,0,0,0,0,0,0,0,0,0
FUN_026096-T1,27,67,32,45,78,45,51,82,48,64
FUN_023318-T1,0,0,0,0,0,0,0,0,0,0
FUN_010308-T1,23,368,195,564,1044,1050,241,286,154,478
FUN_007275-T1,4,7,6,36,11,12,6,0,5,13
FUN_019184-T1,674,1036,568,823,2117,1391,882,1855,1654,2409
FUN_017568-T1,0,0,0,0,0,0,0,0,0,0
FUN_029324-T1,21426,28307,24138,23896,45358,35130,30430,69379,38405,62779
FUN_001043-T1,0,0,0,0,0,0,0,0,0,0
FUN_010954-T1,29,37,39,31,52,29,31,75,76,64
FUN_007319-T1,240,294,110,162,295,170,380,319,320,337
FUN_023019-T1,0,0,0,0,0,0,0,0,0,0
FUN_022167-T1,0,0,0,0,0,0,0,1,0,0
FUN_016180-T1,229,284,275,172,338,306,277,273,242,406
FUN_014679-T1,67,116,91,73,154,97,91,89,114,151
FUN_012198-T1,0,0,0,0,0,0,0,0,0,0
FUN_000757-T1,0,0,0,3,3,3,0,0,3,5
FUN_023094-T1,8,4,2,9,10,3,5,10,5,11
FUN_020933-T1,873,1056,452,760,963,790,900,782,755,1133
FUN_008693-T1,0,0,0,0,0,0,2,0,0,0
FUN_006391-T1,0,0,0,0,11,0,0,4,0,0
FUN_007744-T1,1842,3001,1999,2042,2931,2648,2358,2665,2312,3153
FUN_025157-T1,3127,3965,5276,4938,18,1114,3839,6,5,15
FUN_018022-T1,277,459,531,459,625,602,371,626,467,821
FUN_009150-T1,170,227,244,174,358,298,216,366,258,430
FUN_026446-T1,0,0,0,0,0,0,0,0,1,0
FUN_026615-T1,21,24,10,26,43,43,41,38,29,46
FUN_021331-T1,96,661,368,377,4582,3362,1900,4564,4038,5511
FUN_004426-T1,0,0,0,0,0,0,0,0,0,0
FUN_022700-T1,0,2,0,3,0,3,5,3,3,1
FUN_018741-T1,635,1164,801,995,1771,1119,987,1089,1061,1156
FUN_009876-T1,33,38,18,51,111,83,55,109,69,95
FUN_011909-T1,264,420,281,315,673,538,325,771,661,830
FUN_005794-T1,216,267,163,350,516,356,353,498,373,514
FUN_009473-T1,22,36,33,17,118,115,50,176,95,133
FUN_026828-T1,13,35,0,0,17,12,13,12,25,30
FUN_008358-T1,0,0,0,0,0,0,0,0,3,0
FUN_025417-T1,10,31,3,8,28,39,26,69,51,69
FUN_023506-T1,67,133,61,146,181,135,136,168,153,210
FUN_028747-T1,4,19,24,5,6,6,11,10,11,20
FUN_012903-T1,13,17,10,24,14,8,15,0,0,8
FUN_014014-T1,0,0,0,0,0,0,0,0,0,0
FUN_003855-T1,292,401,452,366,714,508,340,529,464,625
FUN_010790-T1,833,1222,853,875,1741,1416,1269,1942,1755,2336
FUN_021302-T1,0,0,0,0,0,0,0,0,0,0
FUN_027121-T1,0,0,0,0,0,0,0,0,0,0
FUN_012478-T1,1,1,1,0,1,3,1,3,3,5
FUN_017173-T1,0,0,0,0,0,0,0,0,0,0
FUN_023300-T2,328,410,161,269,510,485,429,523,500,601
FUN_023300-T1,0,0,11,35,4,5,30,0,19,56
FUN_013898-T1,3568,4364,4538,4599,7006,5360,5149,6979,5442,6729
FUN_015965-T1,0,0,0,0,0,0,0,0,0,0
FUN_014898-T1,75,114,76,63,208,135,104,149,162,190
FUN_021537-T1,9,26,9,8,36,9,31,16,15,20
FUN_028088-T1,333,474,489,431,799,615,481,701,672,766
FUN_019322-T1,0,0,0,0,0,0,0,0,0,0
FUN_010875-T1,2,4,4,0,33,12,6,7,9,35
FUN_003743-T1,82,102,105,69,128,99,75,104,99,114
FUN_027666-T1,0,0,0,2,5,0,3,0,0,5
FUN_013865-T1,0,0,0,0,1,0,0,0,0,0
FUN_005469-T1,0,0,3,3,15,11,18,0,15,11
FUN_022373-T1,117,169,113,141,288,279,179,228,219,320
FUN_020088-T1,0,0,0,1,0,0,0,2,0,1
FUN_022373-T2,0,1,5,12,4,15,0,0,9,2
FUN_019229-T2,93,144,558,79,4,96,35,47,26,39
FUN_019229-T1,930,1084,1116,1218,946,950,1110,883,666,903
FUN_025355-T1,341,474,444,458,797,620,476,763,639,816
FUN_026468-T1,14,39,36,22,27,22,9,27,30,47
FUN_008281-T1,631,766,740,696,872,575,651,691,501,975
FUN_002862-T1,247,506,437,342,577,571,288,591,586,764
FUN_013946-T1,178,424,259,234,354,259,293,309,356,384
FUN_023865-T1,57,124,74,92,187,107,73,160,87,123
FUN_007178-T1,15,14,17,16,51,42,15,6,14,77
FUN_009501-T1,16,46,28,55,60,31,37,48,47,58
FUN_018481-T1,2,3,0,0,2,0,0,3,0,2
FUN_026188-T1,0,0,0,0,0,0,0,1,0,0
FUN_029372-T1,15,28,11,13,27,21,21,32,26,38
FUN_006905-T1,110,123,161,137,163,124,115,158,119,181
FUN_028544-T1,583,1735,421,367,7338,1141,359,1676,1069,3994
FUN_012104-T1,0,0,0,0,0,0,0,0,0,0
FUN_005116-T1,4008,4451,5667,4962,16320,4921,4082,15974,5918,10251
FUN_013794-T1,231,403,365,381,562,516,387,517,468,697
FUN_006083-T1,118,168,115,141,245,144,176,173,167,301
FUN_006100-T1,17,24,6,14,47,23,23,37,39,40
FUN_026865-T1,221,321,306,309,499,446,259,517,412,603
FUN_007541-T1,75,109,118,103,210,174,126,208,163,200
FUN_027954-T1,810,904,511,761,1308,922,917,1178,953,1441
