,SRR6819014,SRR6819015,SRR6819016,SRR6819017,SRR6819018,SRR6819019,SRR6819020,SRR6819021,SRR6819022,SRR6819023
FUN_012363-T1,0,0,0,0,0,0,0,0,0,0
FUN_003519-T1,0,7,4,2,6,0,4,4,0,0
FUN_000996-T1,0,0,0,0,0,0,0,0,0,0
FUN_025000-T1,178,251,214,224,465,353,234,423,320,413
FUN_014383-T1,0,0,0,0,0,0,0,0,0,0
FUN_030727-T1,116,124,118,133,275,224,131,299,245,299
FUN_006097-T1,3,1,0,2,1,0,0,3,3,0
FUN_014084-T1,0,0,0,0,0,0,0,0,0,0
FUN_028227-T1,0,50,63,31,56,48,41,31,39,67
FUN_014368-T1,28,57,41,47,40,44,36,42,20,44
FUN_018211-T1,0,0,0,0,0,0,0,0,0,0
FUN_001329-T1,33,199,31,0,139,124,68,212,142,238
FUN_005964-T1,3,3,0,2,17,8,7,19,24,13
FUN_028315-T1,2,3,0,4,19,2,7,2,5,2
FUN_023392-T1,0,0,1,3,2,1,2,5,6,2
FUN_030515-T1,94,71,39,70,34,60,150,36,36,40
FUN_019730-T1,0,0,0,0,0,0,0,0,0,0
FUN_029097-T1,59,216,112,37,298,353,89,396,321,439
FUN_008203-T1,1752,2172,2678,2280,4303,3237,2493,4041,3334,4331
FUN_011584-T1,786,922,849,884,1657,984,945,1126,1053,1870
FUN_006300-T1,9,0,10,8,85,97,32,85,127,91
FUN_008121-T1,96,150,135,109,282,191,125,273,200,327
FUN_008121-T2,124,181,174,149,345,264,153,332,261,424
FUN_020532-T1,135,142,75,17,158,45,27,28,31,81
FUN_009261-T1,2,3,3,1,0,3,2,0,3,2
FUN_027442-T1,0,0,0,0,0,0,0,0,0,0
FUN_012816-T1,4,0,4,0,0,4,4,0,0,0
FUN_019108-T1,572,770,573,644,1315,1067,709,1274,1192,1407
FUN_021174-T1,5,7,4,12,10,13,6,11,0,16
FUN_025245-T1,5236,5968,5914,5994,14520,10742,7117,13183,10267,13315
FUN_011065-T1,33,87,69,97,71,38,73,36,64,89
FUN_013357-T1,0,0,0,0,0,0,0,0,0,0
FUN_012207-T1,47,54,93,76,136,96,66,89,93,123
FUN_013210-T1,103,165,103,135,186,193,118,176,175,179
FUN_008267-T1,356,482,572,493,929,587,439,757,778,835
FUN_008506-T1,688,830,647,643,1265,913,736,1136,828,1349
FUN_030240-T1,0,11,8,36,0,0,0,0,0,10
FUN_000136-T1,0,0,0,0,0,0,0,0,0,0
FUN_023176-T1,116,163,124,149,218,197,139,220,210,282
FUN_019033-T1,0,0,0,0,0,0,0,0,0,0
FUN_021226-T1,0,0,0,0,2,0,0,3,6,2
FUN_005803-T1,0,0,0,0,0,0,0,0,0,0
FUN_021166-T1,18,60,15,8,52,25,15,45,33,58
FUN_028881-T1,279,290,299,303,683,488,454,597,486,655
FUN_016498-T1,0,0,0,0,0,0,0,0,0,0
FUN_028307-T1,0,0,0,0,0,0,0,2,0,0
FUN_014133-T1,0,0,0,0,0,0,0,0,0,0
FUN_011728-T1,397,557,312,407,783,609,553,813,740,921
FUN_012982-T1,0,0,0,0,0,0,0,0,0,0
FUN_004695-T1,6,8,8,8,15,19,14,12,14,25
FUN_019858-T1,0,4,3,0,0,0,0,3,0,0
FUN_006783-T1,66,96,102,90,195,133,111,178,180,219
FUN_024340-T1,921,557,394,273,179,80,246,18,31,66
FUN_028124-T1,140,154,67,151,164,174,213,224,150,217
FUN_023028-T1,0,0,0,0,0,0,0,0,0,0
FUN_002879-T1,2,1,0,0,1,0,0,0,2,3
FUN_009654-T1,2,11,1,3,18,6,3,10,11,21
FUN_021581-T1,0,0,0,0,0,0,0,0,0,0
FUN_019374-T1,14,16,16,27,26,17,8,33,37,35
FUN_013437-T1,0,0,9,3,0,8,0,0,3,4
FUN_027248-T1,186,283,60,46,501,107,33,125,76,233
FUN_004375-T1,90,96,131,46,257,168,99,121,138,193
FUN_014761-T1,3,0,0,0,40,82,116,99,110,110
FUN_029717-T1,362,566,446,532,586,570,584,528,467,689
FUN_013454-T1,0,0,0,0,0,0,0,0,0,0
FUN_010432-T1,28,17,19,25,43,25,24,31,29,38
FUN_010432-T2,3,0,0,8,0,11,6,13,13,26
FUN_020462-T1,80,137,124,130,229,154,112,162,158,239
FUN_020462-T2,13,2,1,2,26,0,0,10,2,24
FUN_007867-T1,0,0,0,0,0,0,0,0,0,0
FUN_022991-T1,16,31,13,22,42,33,25,34,25,38
FUN_000945-T1,0,0,0,0,0,15,4,0,0,12
FUN_009993-T1,131,140,119,130,175,107,102,125,124,208
FUN_014633-T1,0,0,0,0,0,0,0,0,0,0
FUN_000665-T1,0,0,0,0,0,0,0,0,0,2
FUN_019044-T1,78,93,76,67,143,68,90,105,114,188
FUN_022761-T1,0,0,2,0,6,0,3,2,2,4
FUN_001350-T1,0,6,4,4,0,0,0,0,0,5
FUN_026457-T1,0,0,0,0,0,0,0,0,0,0
FUN_003956-T1,308,558,452,850,106,226,483,96,76,134
FUN_008787-T1,0,0,0,0,0,0,0,0,0,0
FUN_019580-T1,0,0,0,0,0,0,0,0,0,0
FUN_002336-T1,0,0,0,0,0,0,0,0,0,0
FUN_001312-T1,15,30,21,27,72,54,42,72,57,76
FUN_026117-T1,75,85,68,66,170,146,93,126,140,153
FUN_006985-T1,0,0,0,0,0,0,0,0,0,0
FUN_028869-T1,71,3,0,77,17,12,38,0,6,36
FUN_020606-T1,67,168,108,114,225,165,141,240,169,252
FUN_000831-T1,0,0,0,0,0,0,0,0,0,0
FUN_017514-T1,0,0,0,0,0,0,0,0,0,0
FUN_007340-T1,0,0,0,0,0,0,0,0,0,0
FUN_022623-T1,0,0,0,0,0,0,0,0,0,0
FUN_008921-T1,237,347,274,250,511,345,434,480,403,622
FUN_012057-T1,12,13,10,12,10,13,0,11,8,8
FUN_002571-T1,0,0,0,0,0,0,0,0,0,0
FUN_026500-T1,6,2,5,0,12,6,6,13,17,22
FUN_006873-T1,232,463,459,505,638,462,440,705,527,812
FUN_020421-T1,0,0,0,0,0,49,0,0,0,1000
FUN_020421-T2,1108,1643,1496,1397,1611,1345,1008,1387,1320,842
FUN_013052-T1,16,16,25,22,19,41,22,20,25,37
FUN_019682-T1,0,0,0,0,0,0,0,0,0,0
FUN_030257-T1,0,0,0,0,25,42,364,33,38,26
FUN_017710-T1,2,0,0,3,0,0,0,0,2,3
FUN_001204-T1,0,0,0,0,0,2,0,0,0,0
FUN_003097-T1,0,0,0,0,0,0,0,0,0,0
FUN_024794-T1,319,288,343,257,62,99,245,0,0,24
FUN_029388-T1,4251,5231,5553,4452,6415,4833,4742,5848,5386,8370
FUN_022475-T1,261,367,236,271,558,478,319,652,523,599
FUN_003783-T1,0,4,0,3,3,12,3,7,5,9
FUN_003355-T1,0,0,0,0,0,0,0,0,0,0
FUN_000243-T1,295,173,181,173,45,11,243,0,2,83
FUN_009959-T1,0,0,0,0,0,0,0,0,0,0
FUN_014993-T1,2501,2323,3602,3306,2854,2216,1968,2537,1878,2730
FUN_002435-T1,2,0,6,0,4,6,8,0,5,0
FUN_023473-T1,0,0,0,0,0,0,0,0,0,0
FUN_000406-T1,0,0,0,0,0,0,0,0,0,0
FUN_013170-T1,184,195,249,165,459,367,246,474,424,578
FUN_018129-T1,188,252,240,262,270,256,181,332,204,340
FUN_014571-T1,5,10,11,6,11,14,10,17,18,18
FUN_005502-T1,9,9,11,8,14,7,7,12,0,23
FUN_022287-T1,3,3,0,2,5,3,3,7,7,9
FUN_005269-T1,0,0,0,0,0,0,0,0,0,1
FUN_004672-T1,891,1507,1527,1224,1494,1140,1146,1496,1125,1529
FUN_012580-T1,46,56,47,36,199,301,97,286,282,272
FUN_016961-T1,176,251,62,117,470,227,151,374,318,383
FUN_006801-T1,0,0,0,0,0,0,0,0,0,0
FUN_030493-T1,0,8,0,0,16,0,5,12,7,9
FUN_003534-T1,0,0,0,0,0,0,0,1,0,0
FUN_010864-T1,13,15,7,0,12,19,9,14,17,28
FUN_028788-T1,775,1145,722,777,1331,1234,740,1154,1215,1649
FUN_022635-T1,631,869,758,785,1377,1121,740,1371,1167,1762
FUN_015416-T1,24,21,20,19,25,28,30,45,43,49
FUN_002677-T1,0,0,0,0,0,0,0,0,0,0
FUN_016797-T1,0,0,0,0,0,0,0,0,0,0
FUN_005950-T1,0,47,0,16,6,0,24,99,0,5
FUN_012934-T1,0,1,0,0,1,1,1,0,1,0
FUN_005950-T2,39,72,86,109,47,102,108,0,89,139
FUN_007383-T1,25,22,5,14,17,37,17,18,24,25
FUN_020967-T1,225,376,371,270,330,210,302,289,270,506
FUN_014794-T1,9,11,0,5,2,16,8,7,2,7
FUN_019736-T1,8,9,8,9,6,3,5,7,3,11
FUN_029538-T1,0,0,0,0,0,0,0,0,0,0
FUN_004755-T1,0,0,0,0,0,0,0,0,0,0
FUN_021863-T1,1,0,3,3,0,1,1,2,1,0
FUN_007199-T1,31,45,22,30,30,19,24,25,95,70
FUN_018243-T1,0,0,4,0,0,0,13,10,9,17
FUN_002367-T1,14,30,10,16,30,19,19,39,18,38
FUN_030622-T1,302,256,396,0,592,213,88,251,207,277
FUN_012290-T1,619,957,444,171,6852,1679,269,6069,4065,3867
FUN_008574-T1,0,2,0,3,0,5,0,2,3,5
FUN_009984-T1,1160,1639,1685,1473,2144,1616,1410,1968,1562,2475
FUN_003586-T1,3,0,0,0,0,0,0,0,4,0
FUN_018577-T1,51,51,63,38,76,59,38,50,50,83
FUN_002529-T1,1210,1378,1021,1066,1443,1037,1055,1055,1063,1492
FUN_013994-T1,2,0,0,0,0,0,0,0,1,0
FUN_028919-T1,136,253,197,170,189,169,182,136,169,201
FUN_005281-T1,44,60,23,61,80,54,61,99,69,95
FUN_002022-T1,0,0,0,0,0,0,0,0,0,0
FUN_016031-T1,55,69,37,49,95,68,43,67,74,128
FUN_012821-T1,439,816,520,569,933,523,598,1246,688,923
FUN_011347-T1,896,1184,1034,1339,2231,1721,1454,2340,2051,2517
FUN_013549-T1,12,23,4,10,17,35,21,29,26,59
FUN_029435-T1,790,1180,799,919,1235,1047,1200,1279,1162,1564
FUN_007465-T1,21,14,19,16,27,28,20,24,24,30
FUN_010975-T1,645,904,1078,928,1401,1081,824,1334,1029,1511
FUN_008088-T1,0,0,3,0,0,1,2,0,0,0
FUN_005822-T1,1318,1254,1434,946,4684,3454,2457,4910,4073,5420
FUN_002756-T1,0,0,0,0,0,0,0,0,0,0
FUN_015137-T1,0,3,0,2,56,136,169,129,146,181
FUN_000027-T1,98,182,77,209,225,210,194,228,205,305
FUN_029278-T1,108,139,132,121,379,336,231,365,322,467
FUN_005373-T1,3,0,0,11,0,6,0,0,0,5
FUN_007153-T1,756,1137,381,724,1588,1187,1252,1499,1505,2046
FUN_016955-T1,0,0,0,0,23,20,0,2,0,25
FUN_020654-T1,0,0,0,0,0,0,0,0,4,4
FUN_004646-T1,38,44,44,41,71,60,36,63,47,74
FUN_024293-T2,124,170,97,102,154,189,165,194,136,188
FUN_024293-T3,0,0,0,0,0,0,0,0,0,0
FUN_024293-T1,259,320,397,367,640,378,376,425,426,678
FUN_014515-T1,0,0,4,0,0,0,6,0,0,0
FUN_001815-T1,72,80,46,82,80,36,50,62,97,107
FUN_018443-T1,0,0,8,4,537,111,91,261,300,408
FUN_005710-T1,7,0,0,0,11,14,0,9,12,9
FUN_006475-T1,219,1552,1508,1585,621,1456,980,613,453,1872
FUN_024157-T1,616,962,573,603,1309,1068,860,1091,1022,1408
FUN_009598-T1,2065,3011,3111,2930,5783,4140,3096,5236,3511,5282
FUN_023145-T1,5,0,0,0,0,2,0,0,0,3
FUN_021104-T1,180,286,172,218,401,305,272,546,454,557
FUN_001352-T1,107,380,244,156,398,416,213,483,466,599
FUN_001352-T2,3,7,0,3,2,4,9,12,4,9
FUN_007444-T1,23,18,40,44,71,70,41,47,54,67
FUN_012879-T1,0,0,0,0,0,0,0,0,0,0
FUN_021979-T1,0,0,0,2,3,2,0,0,0,0
FUN_003462-T1,4,3,4,5,6,4,7,10,4,13
FUN_019693-T1,0,0,0,4,0,0,0,6,0,0
FUN_026264-T1,31,440,381,48,169,195,32,309,98,674
FUN_014936-T1,25,22,9,0,478,323,134,325,313,502
FUN_029457-T1,0,0,0,0,0,0,0,0,0,0
FUN_028780-T1,10,20,12,7,22,17,9,17,9,27
FUN_021546-T1,525,757,784,735,1108,1041,647,977,829,1250
FUN_028281-T1,152,224,213,223,254,170,225,334,210,270
FUN_010243-T1,68,106,44,57,76,56,77,61,73,86
FUN_016046-T1,0,0,0,0,0,0,0,0,0,0
FUN_006332-T1,193,211,237,197,548,318,255,417,370,458
FUN_024778-T1,32,46,0,22,58,42,37,40,53,89
FUN_003567-T1,4,12,1,0,4,2,2,2,2,6
FUN_024991-T1,55,85,87,55,118,112,75,126,86,133
FUN_020760-T1,0,0,0,0,2,0,0,0,0,0
FUN_017591-T1,140,159,150,147,245,166,138,200,183,220
FUN_011759-T1,83,133,28,139,130,105,164,97,106,170
FUN_029235-T1,0,0,0,0,0,0,0,0,0,0
FUN_002116-T1,0,0,0,0,0,0,0,0,0,0
FUN_011219-T1,136,195,136,143,136,182,252,163,186,191
FUN_021414-T1,893,1266,896,938,1651,1234,1651,1316,1332,2003
FUN_021023-T1,0,0,0,0,0,7,0,10,0,19
FUN_018137-T1,51,34,11,43,29,31,60,26,22,41
FUN_026083-T1,11,13,0,0,15,0,9,0,0,5
FUN_025214-T1,0,0,0,0,0,0,0,0,0,0
FUN_002794-T1,0,23,7,16,0,15,31,14,12,0
FUN_014188-T1,0,0,0,0,3,0,2,0,3,2
FUN_024900-T1,0,0,0,0,0,0,0,0,0,0
FUN_017752-T1,21,27,29,300,70,15,29,0,0,68
FUN_000744-T1,77,57,51,72,132,94,65,130,94,135
FUN_029809-T1,0,0,0,0,0,0,2,2,0,0
FUN_018310-T1,1,2,0,3,1,0,2,1,0,0
FUN_028911-T1,0,0,0,0,0,0,0,0,0,0
FUN_012014-T1,0,0,0,0,0,0,0,0,0,0
FUN_006882-T1,318,337,170,66,657,138,91,90,84,184
FUN_030552-T1,9,9,0,14,10,18,16,13,7,15
FUN_012616-T1,0,0,0,0,0,0,0,0,0,0
FUN_010035-T1,76,84,35,65,248,186,150,254,204,293
FUN_015459-T1,20059,26338,34872,27350,31084,25685,24416,29284,24291,29450
FUN_024743-T1,0,0,0,0,0,0,0,0,0,0
FUN_007245-T1,21,44,12,26,43,27,11,29,29,53
FUN_009062-T1,483,505,468,513,1534,3379,1418,1457,3071,2600
FUN_013062-T1,0,0,0,0,2,0,2,0,0,0
FUN_030308-T1,121,217,158,178,197,178,151,215,211,254
FUN_022986-T1,2,2,0,0,2,0,0,4,3,2
FUN_029481-T1,6,0,0,0,0,0,0,4,0,0
FUN_010630-T1,49,27,3,18,33,12,18,4,10,11
FUN_012048-T1,403,554,491,528,774,633,516,882,726,922
FUN_005615-T1,9,17,0,23,31,17,9,37,26,31
FUN_010992-T1,89,168,103,112,124,87,173,124,122,184
FUN_008331-T1,0,0,0,0,0,0,0,0,0,0
FUN_029001-T1,26,15,22,18,35,16,23,13,15,29
FUN_020565-T1,20,36,26,42,92,92,49,112,91,117
FUN_030171-T1,995,368,781,226,38,81,205,15,20,26
FUN_009415-T1,0,0,6,9,12,4,0,0,0,0
FUN_003384-T1,0,0,0,0,0,0,0,0,0,0
FUN_013989-T1,337,418,557,506,2836,4910,776,4063,4818,3459
FUN_001321-T1,80,97,119,100,140,139,109,131,135,185
FUN_000431-T1,10,11,0,8,29,26,12,0,35,37
FUN_007220-T1,2,1,0,4,0,3,4,4,4,7
FUN_004886-T1,498,762,793,648,905,788,684,898,698,957
FUN_002824-T1,19,2694,1936,1223,9,14,21,0,5,8
FUN_017777-T1,244,374,347,359,580,337,322,529,405,470
FUN_026554-T1,0,0,0,0,0,0,0,0,0,0
FUN_025087-T1,38,41,47,33,55,69,28,53,58,59
FUN_000184-T1,27,20,15,27,36,19,24,23,30,50
FUN_000184-T2,0,0,0,0,0,0,0,0,0,0
FUN_011254-T1,0,0,0,0,0,0,0,0,0,0
FUN_009727-T1,0,0,0,0,0,0,0,0,0,0
FUN_008129-T1,0,0,0,0,0,0,0,0,0,0
FUN_013249-T1,0,3,0,0,0,0,4,0,5,0
FUN_021892-T1,209,331,303,327,511,445,330,512,402,585
FUN_007057-T1,0,0,0,0,0,0,0,0,0,0
FUN_007448-T1,0,0,2,7,5,10,1,6,4,7
FUN_017703-T1,931,1275,1032,957,2081,1650,1199,1789,1365,2263
FUN_015683-T1,22,26,8,28,44,25,27,37,33,81
FUN_017383-T1,0,0,0,0,0,0,0,0,0,0
FUN_026640-T1,4419,2516,2668,1197,544,737,2956,8,0,816
FUN_025942-T1,40,34,13,27,56,61,61,57,84,74
FUN_013156-T1,28,56,48,44,87,68,84,94,79,79
FUN_008296-T1,0,0,0,0,0,0,0,0,0,0
FUN_021764-T1,0,0,0,0,0,0,0,0,0,0
FUN_027430-T1,135,229,129,192,413,495,263,557,562,694
FUN_007287-T1,142,297,166,220,304,270,220,309,199,285
FUN_023247-T1,0,0,0,0,6,6,7,0,4,12
FUN_030612-T1,586,854,645,541,1565,1096,776,1749,1240,1604
FUN_028889-T1,0,0,0,0,0,0,0,0,0,0
FUN_021639-T1,251,505,261,381,720,527,379,553,468,812
FUN_027720-T1,67,97,99,59,222,169,105,217,160,312
FUN_013222-T1,426,505,280,444,510,434,547,513,420,599
FUN_025399-T1,572,595,750,469,870,731,548,765,706,1020
FUN_000469-T1,0,0,2,0,1,0,0,0,0,0
FUN_004031-T1,41,61,28,46,1127,330,52,116,59,236
FUN_011380-T1,0,0,0,0,0,0,0,0,4,0
FUN_011105-T1,0,0,0,0,0,0,0,0,0,0
FUN_024440-T1,66,112,66,103,132,128,113,187,158,216
FUN_023185-T1,0,0,0,0,0,0,0,0,0,0
FUN_026256-T1,0,0,0,0,0,0,0,0,1,0
FUN_011465-T1,58,51,60,70,92,78,102,87,57,98
FUN_028401-T1,176,222,213,216,348,253,289,205,224,492
FUN_029137-T1,69,98,87,71,186,97,118,176,140,173
FUN_000521-T1,24,30,35,15,40,48,20,25,31,58
FUN_009086-T1,1379,2376,977,1512,3388,3082,2274,3147,2946,4217
FUN_001397-T1,0,0,0,0,0,0,0,0,0,0
FUN_001738-T1,0,0,0,0,0,0,0,0,0,0
FUN_016382-T1,46,40,70,37,77,62,52,58,43,93
FUN_022718-T1,0,0,0,0,0,0,0,0,0,0
FUN_016315-T1,183,262,351,333,483,455,222,430,365,698
FUN_016315-T2,5,5,5,5,7,7,6,9,10,2
FUN_005404-T1,0,1188,1231,1354,139,259,453,214,0,232
FUN_021409-T1,904,1245,636,740,985,746,979,609,618,1096
FUN_024190-T1,331,392,412,411,574,518,377,583,420,660
FUN_018931-T1,0,0,0,0,0,0,0,0,0,0
FUN_011124-T1,1,1,1,1,2,2,2,2,3,3
FUN_024339-T1,635,787,759,654,1583,1203,788,1553,1270,1754
FUN_021130-T1,88,95,111,89,158,149,92,154,164,209
FUN_021130-T3,0,0,0,0,0,0,0,0,0,0
FUN_021130-T2,26,31,37,24,59,45,36,59,29,85
FUN_010195-T1,29,48,12,29,14,22,26,5,37,28
FUN_014248-T1,0,0,0,1,1,0,0,0,0,4
FUN_001850-T1,0,7,3,2,0,0,0,3,3,7
FUN_017593-T1,12,12,0,11,6,8,9,9,15,26
FUN_010301-T1,179,358,212,255,792,774,745,697,702,868
FUN_023641-T2,22,44,31,36,119,22,9,46,19,20
FUN_023641-T1,0,0,0,0,43,188,153,247,278,235
FUN_020582-T1,523,973,903,706,1440,1082,672,1216,1042,1592
FUN_004532-T1,486,625,259,502,636,625,594,611,533,710
FUN_000345-T1,0,0,0,0,0,0,0,0,0,0
FUN_011136-T1,741,901,867,916,1606,969,1028,1095,1025,1825
FUN_003120-T1,1,4,0,4,7,5,3,16,5,21
FUN_002425-T1,1194,1634,849,1204,1637,1185,1335,1299,1383,1946
FUN_018309-T1,0,0,0,3,0,41,1600,18,19,10
FUN_021609-T1,0,0,0,0,0,0,0,5,0,4
FUN_006360-T1,5,6,0,0,81,70,5,0,0,294
FUN_007648-T1,195,264,151,226,343,198,245,317,230,312
FUN_015446-T1,0,0,0,0,0,0,0,0,0,0
FUN_003452-T1,57,327,447,165,918,1179,78,175,194,1310
FUN_018905-T1,493,804,589,476,352,364,431,264,428,435
FUN_025641-T1,0,0,0,0,0,0,0,0,0,0
FUN_014136-T1,0,0,0,0,0,0,0,0,0,0
FUN_023133-T1,91,102,97,95,135,72,115,80,102,187
FUN_023354-T1,0,0,0,0,0,0,0,0,0,0
FUN_016076-T1,989,1398,2291,1293,2228,1828,1182,2078,1837,2312
FUN_006799-T1,509,540,452,548,1120,817,427,1118,782,1129
FUN_015642-T2,0,0,0,0,0,0,0,0,0,0
FUN_028476-T1,5,27,24,8,35,23,11,45,38,53
FUN_020854-T1,85,82,101,118,255,215,176,267,196,326
FUN_019591-T1,0,0,0,0,0,0,0,0,0,0
FUN_027485-T1,1751,2630,1916,2021,3654,1824,1761,1970,1494,3148
FUN_027485-T2,377,642,701,402,703,625,457,246,429,914
FUN_026411-T1,0,3,0,0,7,6,6,6,0,17
FUN_022312-T1,63,127,103,132,55,62,63,100,69,92
FUN_021002-T1,147,257,200,215,331,199,219,341,285,342
FUN_012445-T1,0,0,0,0,0,0,0,0,0,0
FUN_029380-T1,0,0,0,0,0,4,5,0,5,0
FUN_030126-T1,0,0,0,0,0,0,0,0,0,0
FUN_022962-T1,0,0,0,1,0,0,0,0,0,0
FUN_007434-T1,663,878,974,1090,556,484,753,454,513,534
FUN_010677-T1,187,303,171,182,443,312,262,565,391,575
FUN_006314-T1,0,0,0,0,0,0,0,0,0,0
FUN_016192-T1,148,358,122,211,220,222,151,134,130,228
FUN_029926-T1,4487,6386,7323,6252,2800,2626,5786,683,380,1907
FUN_010064-T1,0,0,0,0,0,0,0,0,0,0
FUN_016651-T1,11,23,12,19,27,19,29,9,12,31
FUN_010299-T1,0,0,0,0,0,0,0,0,0,0
FUN_028943-T1,34,1986,2198,1457,33,66,63,17,17,27
FUN_008533-T1,424,504,455,526,1035,838,763,1149,993,1214
FUN_002606-T1,0,0,2,2,0,0,4,2,0,0
FUN_025555-T1,29,38,34,32,42,45,36,51,75,50
FUN_013775-T2,0,1,0,0,0,12,14,0,0,1
FUN_013775-T1,0,19,21,17,9,15,0,20,28,21
FUN_025539-T1,46,61,19,55,72,34,49,70,49,68
FUN_008972-T1,78,114,108,116,222,182,96,192,188,224
FUN_028702-T1,0,0,0,0,0,0,0,0,0,0
FUN_016294-T1,0,0,0,0,2,0,0,0,1,0
FUN_002502-T1,0,0,0,0,0,0,0,0,0,0
FUN_002722-T1,4,2,5,12,13,8,12,14,15,25
FUN_007253-T1,205,238,188,212,521,447,286,376,427,562
FUN_012897-T1,928,1125,774,1166,1406,1205,1121,1371,1218,1586
FUN_026981-T1,702,1061,666,665,1318,1148,893,1933,1171,2230
FUN_017586-T1,0,0,0,0,1,1,0,1,0,1
FUN_016102-T1,1497,2261,1049,1957,2706,2078,2141,2470,2131,2726
FUN_018784-T1,622,964,1022,543,1211,1026,527,871,831,1106
FUN_008294-T1,34,37,36,18,114,90,48,139,91,173
FUN_008294-T3,0,0,9,8,4,4,2,4,14,5
FUN_008294-T2,0,0,8,5,16,6,26,31,4,15
FUN_029777-T1,525,748,695,690,866,667,636,892,742,1137
FUN_007704-T1,20,38,18,69,16,30,84,0,0,25
FUN_007933-T1,0,0,0,0,0,0,0,0,0,0
FUN_002634-T1,695,960,713,836,1630,1291,1096,1226,1205,1693
FUN_021339-T1,641,1000,756,766,918,779,745,760,922,1161
FUN_021339-T2,0,0,110,0,0,0,0,0,0,0
FUN_016577-T1,90,85,113,108,235,187,106,216,135,208
FUN_023625-T1,7,20,5,13,19,11,15,14,18,19
FUN_020403-T1,0,0,0,0,0,4,0,5,0,0
FUN_017724-T1,0,0,0,0,0,0,0,0,0,0
FUN_018749-T1,5,6,0,0,0,0,0,0,0,0
FUN_005812-T1,124,213,180,194,200,153,106,147,104,166
FUN_001574-T1,5,4,9,11,10,2,6,9,8,11
FUN_025131-T1,103,157,132,103,271,191,151,243,238,281
FUN_027860-T1,0,0,0,0,0,0,0,0,0,0
FUN_009444-T1,20,25,12,16,59,42,40,77,70,75
FUN_004465-T1,13,10,14,3,18,11,7,25,17,25
FUN_027182-T1,2,2,8,5,2,1,2,1,3,2
FUN_012900-T1,30,17,54,20,97,86,53,108,67,87
FUN_009113-T1,0,0,0,0,0,0,0,0,0,0
FUN_016609-T2,831,1079,434,453,865,540,358,1050,820,1317
FUN_010294-T1,303,481,416,340,839,817,473,864,781,1020
FUN_022271-T1,0,0,0,0,0,0,0,0,0,0
FUN_014032-T1,71,43,26,37,269,118,279,61,118,47
FUN_014032-T2,17,0,0,17,0,278,255,0,0,95
FUN_014032-T3,189,230,165,218,195,391,410,548,408,555
FUN_014641-T1,0,0,0,0,0,0,0,0,0,0
FUN_005837-T1,506,648,511,505,879,628,605,884,654,878
FUN_027665-T1,0,0,0,0,0,0,0,0,0,0
FUN_029335-T1,0,0,0,0,0,0,0,0,0,0
FUN_012456-T1,0,0,0,0,0,0,2,0,0,0
FUN_027190-T1,10,4,0,9,8,5,12,11,0,15
FUN_019840-T1,48,55,41,46,116,95,67,107,88,143
FUN_015556-T1,319,559,488,507,735,653,502,798,668,862
FUN_001726-T1,5,16,11,14,10,4,6,5,7,18
FUN_005985-T1,337,576,592,460,507,532,275,351,223,496
FUN_005843-T1,0,0,0,0,2,0,0,0,0,2
FUN_003765-T1,0,0,0,0,0,0,0,0,0,0
FUN_027600-T1,0,0,0,3,2,0,4,0,3,2
FUN_013843-T1,0,0,0,1,0,0,0,0,0,0
FUN_005443-T1,0,0,0,0,0,0,0,0,0,0
FUN_002888-T1,281,335,190,314,696,471,404,709,588,815
FUN_000055-T1,0,0,0,0,0,0,0,0,0,0
FUN_001678-T1,24,43,17,20,51,38,18,22,38,66
FUN_029787-T1,685,1018,532,497,2556,1368,638,2210,2130,2516
FUN_021855-T1,0,0,0,0,0,0,0,0,0,0
FUN_017404-T1,3,0,0,0,0,2,0,0,0,0
FUN_011434-T1,1040,1217,906,918,1298,1102,986,1005,978,1398
FUN_014135-T1,0,11,0,0,8,19,13,10,12,12
FUN_011977-T1,7,7,4,12,2,11,12,2,0,9
FUN_001041-T1,8,20,21,9,20,13,12,19,15,16
FUN_025606-T1,2,2,0,0,2,7,4,10,4,7
FUN_001210-T1,0,0,0,0,0,0,0,0,0,0
FUN_016880-T1,17,21,15,25,27,28,32,30,30,34
FUN_015369-T1,0,11,6,0,7,21,0,10,0,0
FUN_002474-T1,0,4,0,3,0,3,0,0,2,3
FUN_004596-T1,0,0,0,0,0,0,0,0,0,0
FUN_029314-T1,39,62,30,35,106,55,36,91,75,99
FUN_009490-T1,0,0,0,0,0,0,0,0,0,0
FUN_005208-T1,4451,5950,4730,5122,4685,3652,4814,4377,3861,5950
FUN_014336-T1,0,0,0,0,0,0,0,0,0,0
FUN_004417-T1,0,8,10,9,7,0,0,5,7,0
FUN_023490-T1,0,0,0,0,0,0,0,0,0,0
FUN_030751-T1,176,222,229,190,255,209,175,201,160,275
FUN_015020-T1,0,0,0,0,0,0,0,0,0,0
FUN_005851-T1,0,0,0,0,0,0,0,0,0,0
FUN_011425-T1,0,0,0,0,0,0,0,0,0,0
FUN_013630-T1,0,29,0,0,0,22,92,0,24,14
FUN_017877-T1,0,0,0,0,0,0,0,0,2,0
FUN_002396-T1,0,0,0,0,0,0,0,0,0,0
FUN_029306-T1,0,0,0,0,0,0,0,0,0,5
FUN_003705-T1,174,299,245,234,371,317,252,364,328,500
FUN_002156-T1,0,0,0,2,0,0,0,0,0,0
